uid,bucket,n_sents,rank_Y_c,n_sents_minus_1,max_x_stable,sigma_max,sigma_at_eff_rank,energy_top1,energy_top2,energy_top4,energy_top8,energy_top16,energy_top32
AHQYNYYZWPQ6F42O5XVCA54P7ACA,4,133,132,132,132,19.256583073077906,1.3983995781566114e-14,0.06583563412007833,0.10578990127614599,0.1641084656566098,0.25475366214955797,0.3940773956278764,0.5861078752521951
AEPPMFJUVGGQXIB64J6C5DNF7CJA,2,114,104,113,104,17.412592413804223,5.5043827524315943e-14,0.06671366115856477,0.1251440680472455,0.19494059780893752,0.30454743662032463,0.4690835862460339,0.6799795324215966
AGFSGNZ5OXN5SAOTL73LFINSBIAA,5,151,150,150,150,19.873610804312076,1.588499469589492e-14,0.0578386207789835,0.09956932396742625,0.15520972208138326,0.24284960169413813,0.37403505384787056,0.5574684142715184
AGBHFHIPZEFAMWYB754QZ6OQLJUQ,2,119,118,118,118,15.984340030694483,3.270563306028285e-14,0.0698662530902307,0.11203646900710965,0.1788688154654636,0.2831300543349276,0.4397433395197295,0.6444272398264669
AG2BRLCY7NVOZ33KD33PGIIJF4LA,3,121,120,120,120,18.190190160095636,2.2951119876632577e-14,0.07857942404302433,0.12320478025114266,0.19956961309952248,0.312637138097176,0.47060880763017976,0.6678602674789528
AGHE5YHUV2MJNLS7JH7VO3G6MFPA,8,258,249,257,249,23.019172097401523,1.0616404306060584e-14,0.05926619541070293,0.09893961377468546,0.16231781940091244,0.2487357966569416,0.3712404095610663,0.5305652930367144
AF4YK6ETKIRQ36LYVR4YY3ZS4ANQ,9,366,365,365,365,29.06731112887698,2.2014065204357067e-14,0.05321919845252903,0.0914409513671781,0.13827351246021896,0.20926546458071013,0.31288535831454917,0.4512030107841238
AGEBWT6LTQS44RBUSRT5YWGNABGQ,0,100,99,99,99,16.145362013999954,3.161191705244294e-14,0.08505513159739385,0.1319294990432385,0.21196682910334055,0.3259363636510112,0.4878766267397569,0.6951057561274832
AHHBH4VPAVBILY6UAS4LQVX2ZTKA,2,119,118,118,118,17.45544863062234,4.176518885263833e-14,0.05611352840411405,0.08973724378908012,0.15113205140128017,0.24617825048566416,0.3951379536977864,0.5992775325727528
AGDBPYOOBEMKUQXFFB6H4E657YAA,8,264,262,263,262,26.898725414809814,1.2430703680685507e-14,0.07232313161194237,0.10395787579699309,0.1603763434093381,0.24026819240331385,0.3560280909482409,0.5089250800628575
AH53UQYKESG5SJQD63N4KYJXUEHA,2,114,113,113,113,16.086165843143657,2.7716827428673416e-14,0.0600986447781501,0.10373167035863502,0.17436945967436968,0.2786624448878222,0.4326828724015691,0.6403966070264302
AHOCOXJ7KQ7QW6J6SZITGMFK5IHA,8,338,336,337,336,26.308691250679267,1.5325807151144756e-14,0.06946869532767155,0.10420379930392354,0.1646990697817175,0.2504491283450888,0.36684121786237484,0.5105028389653384
AHCFYNLZXWHXARK6SJSQBIY3U5RA,0,100,99,99,99,16.491814124724733,2.0948991083780077e-14,0.06486554505971177,0.10285981371660785,0.17177673210727712,0.2771331040361037,0.4379744725883971,0.6551460689349559
AEW2XCQQH7QTXUXEIEAD4XQINHJQ,0,103,100,102,100,15.438653009773612,2.902896953800294e-14,0.054956699265508065,0.10366910549994257,0.17121967259115414,0.28047156940384904,0.4438901633741731,0.658485652062706
AHV67OZ7EO5D6QX53S4BEXRQ6FHA,9,631,620,630,620,36.578286348513956,2.214973092159898e-14,0.050180202137514666,0.08369219065780226,0.12984051860940146,0.19281425460437132,0.2881944121052535,0.4109599710085709
AFP4XV2TPIF2DYR7MDS3ABENVU4A,1,106,105,105,105,13.616844280380741,4.990546679740824e-14,0.0611618344625816,0.11073542372598551,0.18392509922784353,0.29886557404575337,0.4680496202365161,0.6738400852962083
AF3HOFY5T4LHGCCWXV5TUVVIVKHQ,6,169,168,168,168,19.55864739792574,8.523760847008533e-15,0.060606782661089424,0.09900517181038766,0.16079672551919108,0.25451727078437036,0.39048653837995984,0.5659448236835689
AGE6JTC6BUGXNMZONP632XOJH2NA,1,109,108,108,108,17.24720511810437,2.8138636504830012e-14,0.061488606784705635,0.09891083562701963,0.163341048680199,0.26320672193186667,0.4116531601001542,0.6162696819523299
AHIS5MNAQJU5EVZAMG4FG7DEFJVQ,3,123,122,122,122,17.456954392854097,2.6340704937134287e-14,0.058229949404747294,0.09660273815768328,0.16093969117839915,0.2627148597866529,0.41057965402391716,0.6093533712246199
AHSTHVDE6D2AV6M5NYKF2V2ZZUDA,5,155,153,154,153,16.17586086704291,1.2510017132846867e-14,0.05535485576455446,0.09181147136252811,0.1504739881295723,0.24723631061026474,0.39385526665411824,0.5827017469508659
AFXBZTQQFKBDOGT2NSQVEE5VHKCQ,1,108,97,107,97,17.29673570596354,1.6781680542568414e-14,0.0773330089580895,0.13757815572687068,0.21730246790616414,0.3378521623907761,0.5101467376913489,0.7135572179055417
AEMXI5DX7EYO7YHIWRHZQHLRPJGA,3,124,123,123,123,17.756277650108306,7.02554546480559e-14,0.06360966249138358,0.09955780950545595,0.15900081713119346,0.25389042928726224,0.3957111551956384,0.5902610676732463
AFCXZMRKPFASNFASWKYGQA3KOFSA,3,124,95,123,95,17.43578989083237,2.5549846019899892e-14,0.053547027138742875,0.09938460684903785,0.17562602120771736,0.29704856515641126,0.46838948452090723,0.6894741601473567
AGBCW524EY75I4GQ3NX2SJA5TOQA,4,140,139,139,139,17.92166602693439,1.1566565309083287e-14,0.054275759825095776,0.09331579190324438,0.15615946145114976,0.24951215524541637,0.38961490326800374,0.5762984771101934
AEQKWYUMGE4XQ2LIM43ACOBFGRKA,4,137,128,136,128,17.861616596586302,1.2851259316461003e-14,0.06611542880789284,0.1112217274140016,0.17699846703419903,0.2823348219841836,0.43362633129724043,0.624964723056567
AH3EIX5R7MWRNMAOUAC3M2BIM7NQ,7,190,189,189,189,22.611385818503706,1.7236547017952045e-14,0.054464701093089575,0.09216404147802806,0.14507749809397777,0.2214853800635225,0.33775274074018485,0.5020693984375008
AHA3DNMQOCMQGOK6RYLBYFTW7OWA,0,103,102,102,102,16.559321576691687,2.7533367702311836e-14,0.06392880602369748,0.10750755041562947,0.17486842077874556,0.27888310143003386,0.4381699853258531,0.6506293877419674
AFHZYGTGYN4MY4HW2P3K5U7FMVUA,5,148,147,147,147,19.301184116798527,1.5708161487260114e-14,0.05151799997940808,0.0877126034355057,0.14317946793017727,0.22972552380616937,0.3615160618121575,0.5462200080476225
AHXUNS4RYQXI2O4FLAKVE7FA5TBQ,3,124,123,123,123,18.17993366480718,2.7550972905890082e-14,0.05991867978648807,0.10624055795454924,0.1692135248625816,0.2637477532513274,0.40682168060302604,0.6029353004368879
AGGVWJCNYRITT2IQMXPQBRXA2IPA,8,287,286,286,286,26.50334071419768,1.639080092667853e-14,0.058413470331098595,0.0920836295257479,0.13955136782281843,0.21162474101468362,0.3182649872059655,0.4648332766034956
AGLDJAFXAECQPHKDFOYDLI42RKDA,2,114,56,113,56,18.45039119547374,4.9969937041925236e-14,0.07324925891103587,0.12462579252078931,0.21192298752103766,0.34914182517942305,0.5586851348423206,0.8265059399642327
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,5,147,146,146,146,19.37429135493443,1.454002710822407e-14,0.05812068698741634,0.10061454895274614,0.15771666016477628,0.24712796644729784,0.3904328392761176,0.5830443694435938
AFR7G3N4UVC76GTHQP63TKQLX4TQ,2,114,113,113,113,15.952680639101619,4.321079995703372e-14,0.06039686526770298,0.10122539909264745,0.16882743923234403,0.27227996767602186,0.4268715930769476,0.6288628086978973
AGXHFUENM3G65MN4BGET2DNU4IAQ,9,370,368,369,368,28.116741192214743,1.4245776003104028e-14,0.05878027244942141,0.09300129078093987,0.14555069041655275,0.22024319151863683,0.32443863123484495,0.46598968409381764
AHTCNFRA5SB5IVFQ2SICSGEBUILA,9,376,187,375,187,29.939074388032896,1.7817584245257145e-14,0.05574042745024532,0.09432619050479472,0.14373106445087835,0.22295223620271853,0.34566083204102227,0.516823235103763
AE7VDEI2MEZDY7YGDKQSSZ4CU4LA,2,114,113,113,113,16.58881964047348,2.5699411913637375e-14,0.046997926358017764,0.08878380070295473,0.14706568650614882,0.2419032620751866,0.3936383574311899,0.5998681419982519
AE2662WNZYL2ZMFHDKGGCCHMGMGQ,2,114,113,113,113,17.163349945018364,3.31735292299688e-14,0.0659665518951056,0.10705174936934314,0.17511409575388578,0.27153488397112724,0.4200358646739332,0.6228372319753167
AHEK757U7544PNGSDFCIKFN7NZDQ,9,435,408,434,408,30.69909860847676,1.4158325571938348e-14,0.05520286047864936,0.09197097349980796,0.14650052299668495,0.22386970155408642,0.332682988682187,0.47247241165982645
AGGNEZJKG35QXGBIZADSSC2QNPGA,6,167,164,166,164,19.901274488239803,1.2605166429693285e-14,0.06287383366330994,0.0998545567915925,0.15505656530682604,0.24839733837971953,0.38179650774621887,0.5643460699843996
AFRRE6V4BFGXPS2RFRZNAMSUH2QQ,2,112,111,111,111,16.567206287523213,1.600736850408895e-14,0.05670507823451135,0.10890330043262621,0.17969868919903728,0.28219612091185786,0.4370548826698125,0.6425618253890896
AEYUU6URP6TMM4B4MY2Q4DSPSRZA,0,104,103,103,103,15.395504635361192,4.164816339956035e-14,0.05294864686854796,0.10072040822992342,0.162217867536844,0.26700171659913063,0.4272812794855239,0.6522335244607408
AHDLM7R2LUNV4NASNZDDK3WZ4FEQ,4,133,132,132,132,16.22722911864151,1.0561222515250111e-14,0.0695064845168397,0.11560068098430284,0.1889654766299314,0.30035192422679197,0.4507588419156624,0.6383214931881931
AFZGTA2DJG652ZHZNYSNRPAJG2GQ,0,101,100,100,100,17.071942451039938,2.5064634619767467e-14,0.055449473930087825,0.10197120965679524,0.16516740490328216,0.26709578137521006,0.4204276086002319,0.6393825951493308
AHGAZLFSLXF427HSFBTRKF6J5UOQ,7,191,190,190,190,21.54444840825606,1.6617924829563434e-14,0.05253254405498934,0.09269518537558279,0.14420403796914535,0.2246406796742993,0.34522091052379317,0.5126863278502275
AEHZBUFEOW4TY3K4IYFFR5ZU5B3Q,9,977,968,976,968,46.58204301666393,3.0105217526877517e-14,0.05888013711371703,0.09380050177441779,0.1415930268802297,0.21076941132684235,0.3073313857561641,0.4290708717568605
AHFGCYK6JXYXSTJFMC2FF7R3IXFQ,7,230,228,229,228,24.5374887539968,1.3921776336841741e-14,0.060482215047265586,0.09459390388820635,0.1454837900286245,0.22300536294093298,0.3400394261193731,0.49935023849209725
AGWK5TRRULB7JGEHV6EM7D7JAU4Q,8,271,269,270,269,26.463783288188612,1.8570570874799338e-14,0.05327681746625279,0.0901200957021236,0.13756570258978484,0.20623215731089956,0.31312826771751784,0.46094045123848376
AGI6YCJPJXN632RE2AIFQ7SA55UA,1,109,108,108,108,16.511064330862926,1.995214130961867e-14,0.07002554929663635,0.12089758152561704,0.1849645647479595,0.2852932127852558,0.43770760812857407,0.643222737445826
AFTZWAK3ZHAPCNSOT5GCKQDECBTQ,8,334,332,333,332,24.789205266780048,1.6785801558970665e-14,0.04703553025085841,0.08191346140730658,0.13146538979652683,0.20963818507611243,0.31530933813087336,0.4621767869400518
AE6G64ZJUAFLSNHPZSGGEEKYTFGQ,2,119,118,118,118,17.14062903633245,2.3420661949263707e-14,0.06867776350103205,0.11408528749072354,0.1844504977671734,0.2923280362154669,0.4461727440704441,0.6431393198343243
AFPIOO2UG44UOTC46QKKSHX4SGWQ,3,124,61,123,61,19.848412145016372,4.7693512622539645e-14,0.06993656961180711,0.11976859207144273,0.20523078082112245,0.3481330961486018,0.5507185180852645,0.8039948209573055
AER6II7VS3FHCWLZZTNXHXBZCMEA,5,145,144,144,144,18.42136701323306,1.0326965104860178e-14,0.0708756533432628,0.11311071889966089,0.18345049438897248,0.2873222202316675,0.43468415178890957,0.62104219070369
AGCTA5FTMXTM42RIG3JUZCYJ3XSQ,0,105,14,104,14,21.1230786600412,3.468488286723392e-14,0.14579285455440075,0.2658835659567362,0.4703644595779101,0.7563408795209321,0.9999999999999999,0.9999999999999999
AEDJRZNH4XDXHVSXYQOBNR4X2PAA,2,119,118,118,118,16.746163240472768,1.864321559472472e-14,0.06466671060875334,0.11105006375821434,0.18602128687107847,0.29050740452197066,0.4468221557399286,0.6474732997045618
AFWKPVOLEYTBZNW6FRJ4C4VJ76DA,4,132,131,131,131,17.908991575306924,1.3269649890303236e-14,0.05408384976451423,0.09345846125645921,0.15304215340802668,0.2467445810199393,0.3855009881925014,0.581088829812108
AFLOM6HXIM7CJECSEUDVO4I3JXBA,9,477,432,476,432,35.16292259398828,1.7254729837779804e-14,0.06200448900838228,0.10205305929774115,0.15632913314849545,0.2370970926204191,0.34733171085663594,0.4882083377058971
AET3GRVVMHEXRXTSBFFWSY3HQEMQ,2,112,111,111,111,18.24228051060953,6.919110539239368e-14,0.06649951630755518,0.11255080114329596,0.18434894088871376,0.28555981518662044,0.44008628579511583,0.6472105233023531
AERILPVOZA5OUHF3XWFWFB7EV6KQ,2,115,114,114,114,17.50227368063545,5.647519702999676e-14,0.06836493126045892,0.11219116429675781,0.17489899248623264,0.27786352524257957,0.4321063298748548,0.6405491353476779
AEZ46SSKY4A7ESP3QNEZQRLA2Y5Q,3,121,120,120,120,16.060363547920822,4.325664441001368e-14,0.047584165356379916,0.08681648242949003,0.1457920206207133,0.24408352742739386,0.3920166031361445,0.5955202551388664
AFDDELZUNQV2UKYDUHJ27QW3IBLA,8,303,301,302,301,26.17578285670246,1.544313268052701e-14,0.052479416495285675,0.09051311724842924,0.13900088413358083,0.20960162115153366,0.317257455365192,0.461145819753
AHD74CISOKM7L6YTYKY4GN2CAIWA,0,103,102,102,102,15.357693647250704,2.266986736114543e-14,0.063836732777223,0.10967864602450272,0.17979206765805145,0.2867347128602938,0.4464933112160789,0.6591707772398036
AFAUF3KITTRYFEHRBT7TECXPB4PQ,5,154,153,153,153,18.702250637900562,1.2066929298971324e-14,0.0597600770771649,0.10099238043883535,0.16128593753627565,0.2511506271286075,0.3851473450136705,0.5642367078871361
AFHBDFGDRJW3S3M5Q75Q6KV2URLA,5,146,140,145,140,19.634644757356117,3.922154204632937e-14,0.05755178063170102,0.10200255383072618,0.1618208687222845,0.25479214022918784,0.3914841930416341,0.5791204090194781
AEV53RCOPMQNNAYIDOT6K26HPCGQ,7,196,195,195,195,21.75681617653969,1.0157219791024276e-14,0.06537117982842329,0.10149525832214346,0.1633054315496214,0.2532179448619564,0.38731703568313813,0.5563043015057992
AFRPIQB4EY3I33OXHAWYPDLRKHQQ,5,156,155,155,155,18.37156327383672,1.1526772876513376e-14,0.05621035186445546,0.08995192066525086,0.14905032966336035,0.2382575950978956,0.37134114966544685,0.5504286485215335
AERZA2PMTCZCBSZAR6GATANJB3QA,0,100,99,99,99,16.423032183628642,2.3406802657299416e-14,0.07077822199072677,0.11679760620139164,0.18281686133912767,0.28735402425674617,0.45133404441611336,0.669713946393473
AE3A6XP5TAMJ3GBGD52QK5APNR2Q,4,129,128,128,128,17.45389206963095,1.2575645570761423e-14,0.05387098786933895,0.0935611966334416,0.1501057271633898,0.2418428452432188,0.38360976466467955,0.5819492416016729
AEEX3WVJK5TGMRJ43V7IOI63JOFA,4,134,132,133,132,19.066765834783126,9.905140474235845e-15,0.07617328690194522,0.12061709170268668,0.18792847485347167,0.28768745126864714,0.4326459623661416,0.6285139819759531
AHQQJATBFWW5TORPLQ4LQOGXKIWQ,8,256,241,255,241,22.14784087982281,9.616798228358511e-15,0.06555261051469369,0.10604263822827187,0.17004521768345043,0.2619806832992754,0.38825295206891774,0.5572269613008485
AE4RGAHEK5Y6XTJKQBUVDR6K32ZQ,4,134,133,133,133,18.3540895258351,8.33078830506234e-15,0.0772383143284863,0.11998998917443043,0.19342721233194474,0.3049121071794228,0.4627752906567741,0.6554999811496539
AEB5WZLYV6NTC6TQPWVOCRS4JYBA,4,139,138,138,138,18.3116263098665,1.1640306631658899e-14,0.06899805551005182,0.10779511310726159,0.16807342072876355,0.2651064317498726,0.40553133177161826,0.5964108294585645
AFYUZU3JAPLETO7EEBA6BOU2RJSQ,6,170,169,169,169,19.807884057650238,1.331925716750013e-14,0.05447067483566771,0.08705948612937524,0.1419009513181918,0.23103740599045777,0.36034706642367725,0.5396031850788697
AEKSI575UP7LPD4NUWJFI53IFV3Q,7,220,216,219,216,22.01263711446698,1.707994738029964e-14,0.05210177235026377,0.09466391739763037,0.14776475535047673,0.22866207189836754,0.35020432977806976,0.5161930098768199
AFXYY6I45UYTMLLLUFJZX6YFWAFQ,0,100,99,99,99,16.326282571182738,4.388177399474628e-14,0.06223601167309272,0.11018020768309585,0.17521514172527627,0.2837543408223434,0.44470573855506795,0.6582949929055963
AGARAGBTDWJVZAZH2DJZDDS4CQQQ,3,126,124,125,124,20.593610738935027,4.1425663675446535e-14,0.0640755593959565,0.1059100118722589,0.16416123626505685,0.25083180159505275,0.39290586586165693,0.5886368649450343
AEC4WROC543KSOU7GOBC2DDXND7Q,3,123,122,122,122,16.260861220935595,4.4008511054030424e-14,0.06650427930042825,0.11238894034884057,0.18616483603597953,0.2951395577649471,0.4509929750934615,0.6509652027562289
AH6URM6URQ2EKVJMCPE3XZXRCIUQ,4,132,131,131,131,18.997687014274728,1.085239435316507e-14,0.06360661264216136,0.11043208698979134,0.1747010793867283,0.26559018397140993,0.4022447259969851,0.5922980650988867
AF426CEAYWNEUOCWGK7ZAAD7GYZA,0,100,97,99,97,15.712718247532216,2.1159566796325237e-14,0.07366911486673404,0.12050047782937849,0.19655311529331912,0.312745712227603,0.4753562070293865,0.6838838403335941
AFBR5VDMITJI24U5KZRYEPET3TJQ,9,430,414,429,414,29.530699169553422,1.6950124817790526e-14,0.05458083178311187,0.08552825500054795,0.13516776938786018,0.20472049916905638,0.3089285849051021,0.44643043103669416
AGOL4YVNGWMNV5WJWSA4IRBTSZ4A,7,220,219,219,219,21.560465785465652,1.0991779425383825e-14,0.05777679199738522,0.091244997122369,0.1484664096072966,0.2307288855274009,0.3499060277467193,0.509506709346429
AHWJGIMDAMS4WBLZAGOYMXYDSDLA,9,576,552,575,552,36.5931249124259,2.225325313684189e-14,0.055121041086275004,0.08922475636040303,0.1388984825797457,0.21000084184274864,0.3103782322395624,0.43760294671615807
AE3RLEXEQRD2K7SCXE7HBCOMRDTA,0,104,103,103,103,13.253537142756846,1.8790691445383616e-14,0.05951287180090521,0.10827702164109394,0.19382740016418015,0.31214180890886734,0.4764941095739024,0.6812690603018485
AG4QQGPDZIE3Y3HF3QYWOBWBH2QA,5,149,148,148,148,18.35827702583444,1.6033987089628266e-14,0.05460901807388091,0.09930961916047587,0.15968324901264958,0.2503256874597668,0.3883315720823979,0.5793302393209008
AFNUHCITVPCKVVAAYVQH4JNECFWA,4,141,140,140,140,17.405761815155543,1.5888385464538272e-14,0.05306250218075583,0.09683693097114314,0.15841452729491137,0.25576092712047943,0.39353862220683183,0.5818969441463538
AF2KWXX365N4EN25OGZ2J3AJ46UQ,1,110,109,109,109,16.680803927225288,2.959080566175042e-14,0.05281875847732243,0.10139227148157719,0.16443548031714975,0.26691883341192885,0.41966841947320316,0.6275331405846012
AGHYDPVLKBYDXTPJQCLDQLESK7LQ,0,103,102,102,102,14.884415433532016,2.8841398011637056e-14,0.05721081413669514,0.0967964608541805,0.1674729789751763,0.2777467854253675,0.4354889165410085,0.6500199190857079
AGLBN3MINRB7262SANHMPBSRLVXA,8,283,282,282,282,24.053675923604796,1.3552919052356008e-14,0.04472568207899147,0.07942892824689937,0.12945527038171578,0.20394261185473264,0.30909029526313736,0.4540037513963253
AHNNHOY7YG6U7QQYTUAJKPHF2NHA,1,107,97,106,97,16.488031686880767,1.733168557956804e-14,0.07024580100535027,0.12398511596146013,0.20090510818290336,0.32103985288774284,0.4836685938339408,0.6873087762991718
AHWAVTDTHEKLCOWMFZ2MCLGVYZUA,2,113,112,112,112,15.506269699814275,2.6541742585995468e-14,0.06406861252683868,0.1075752206421709,0.176398209067474,0.28469297591126835,0.4402011345536436,0.6424182852870941
AGKMJKWW2AZPOJGCZGHMNYONC33Q,6,174,108,173,108,24.11828379944013,7.379555475720149e-15,0.10249294016544243,0.1722645845861831,0.291509062711326,0.4506024574827481,0.6204870160474556,0.7792064002761306
AHW4RM32F7UDMQ5ETAMLLHIPSZHQ,8,348,173,347,173,29.55771774799858,1.1318475688474457e-14,0.06587981110761372,0.1024967270809085,0.1592888473289045,0.2552860840776929,0.392002646966892,0.5682351174514422
AFMOMWWWDGAQLHVFQBCQVJPG46CQ,3,126,125,125,125,15.070438095898982,2.745678072875697e-14,0.06289424429602802,0.11363444961121423,0.1793644165066246,0.281149861458371,0.4316141871938966,0.6284638733448255
AFPPPZX2PLMWY75AVRTJSMICZOEA,8,333,332,332,332,25.852785584962565,1.3339431927731237e-14,0.05702657443825173,0.09224773956055077,0.14921956038660894,0.2266595227158499,0.33867053690423,0.4852869853003189
AGKTK5ONWYWZ25UKBIWRGJTLLH2Q,4,137,120,136,120,19.14810465399504,9.763447596509254e-15,0.07533329822270404,0.12633654739115488,0.20726962665454235,0.3163046764658484,0.46551621912703833,0.6560578731397284
AGNVKXHFTQ5WSP7TRRLSTH5APJNA,7,188,175,187,175,20.20959865778143,1.783265567928367e-14,0.050291027288945786,0.09813175322582994,0.16161216788132618,0.25452979150994526,0.3862727208577574,0.5634651120794099
AH64ZXDWRRKT3RN6OI3Q4WNFBKWA,5,155,154,154,154,17.779384182854066,1.333672942951456e-14,0.04955429089616302,0.08765701543925732,0.14836743009048003,0.2349680902482208,0.3732856197424298,0.5567875738842404
AGCJCB57J5PDFKTMK4V6ZYIMIZGA,6,164,163,163,163,20.333529955487002,1.313797940513974e-14,0.059497389754672655,0.1002866158596053,0.15630955115949016,0.2464851863095886,0.378450982691096,0.5563790967899686
AHJ4YK5CHZQ4QJZUNNKZVOMDKTVA,6,161,160,160,160,19.615615707596728,1.0348095709042154e-14,0.06293325861094792,0.10333532399946514,0.16038348329298233,0.24942159899035576,0.38171520687859234,0.5623900232744263
AEDTSN4EJBDRNO3U75QDDYLJTJ4A,8,264,255,263,255,24.734589888990563,1.57420791765255e-14,0.05303836377475828,0.08441521427984985,0.13829969924257632,0.2158346946036612,0.32798704424112235,0.48265641207830207
AHVDFCOEVNZ4WGIXXFLA6RSETHRQ,7,204,193,203,193,22.677930691828546,1.707932924806788e-14,0.05312572619999756,0.09278671535562112,0.14123938337214614,0.22000914974936303,0.3416753812184783,0.5094256268704686
AEIRN72SL3Y2Q5T3BFR7STZDZI5A,6,184,144,183,144,21.520560841000272,1.759797207809999e-14,0.05528769912774188,0.09600933886307922,0.15816240381630325,0.25628484747453406,0.40720675403807916,0.6005149234955621
AF35KUQK45LLCSVCNP7SWL7THESA,1,109,82,108,82,15.911039854580403,4.5381436945860866e-14,0.06344191767639866,0.11603818222755315,0.1991401005155766,0.3317040617030103,0.5150225138445514,0.736666316588822
AHW755HALUYCUV4XZ6VN6JN6STRA,5,143,142,142,142,18.184289200743024,1.092440185903592e-14,0.055633887305586834,0.09760584640455247,0.15608956820338035,0.24963535885996652,0.38888147824209607,0.5801312121008122
AELR4ZISE4URDI56E3XVN7AP422A,1,109,108,108,108,16.926733442140648,2.8973390642061695e-14,0.07325462736457372,0.11213671997990414,0.17355890637151114,0.2736121950372796,0.4220315870733667,0.6258023930462883
AH2IB5VEDFNG2HMMS3WYXO4JYZMQ,8,284,283,283,283,27.941822077434683,1.4738887732070156e-14,0.05803466232973699,0.0935322869407347,0.1437400440639067,0.22449375558121684,0.3382373400435707,0.4915123278770697
AGI53IW32Q3RJYKUFQGA36JMCOKQ,2,116,115,115,115,16.14926577926507,2.2272222844539762e-14,0.07390016680252592,0.12165463999422134,0.20079291285235365,0.3131559770988338,0.4752395939055839,0.6774880323737041
AE3TR2XUR4PAO3IQAZLPQ254OTXQ,0,101,100,100,100,16.44931028603548,2.2086402313035584e-14,0.07162360819983736,0.11917177338353685,0.1883468248401003,0.29388652770704077,0.4550264415930023,0.667244086553175
AHSQMVRKFLYTKXI5UHFXISLOE46Q,8,239,238,238,238,25.35285649547785,1.1907223192835366e-14,0.05501339778701826,0.0893291393381512,0.14116227915549198,0.2173805333182539,0.3285578905975434,0.4807470598923885
AEYVPPWR4CIKWX4BGYKCBCDL2CZQ,9,626,608,625,608,35.78644131007376,2.7345760669553848e-14,0.04968319306131482,0.07756979718093905,0.12884018876128894,0.19969030290811082,0.3000380819564359,0.42882972305589234
AGECX44JOL7NOUX2N3F5WXVXVBRA,4,131,130,130,130,18.941315405074523,1.613748173480121e-14,0.05948588168841256,0.10017778813399375,0.16084541621355147,0.25421318466590387,0.3934821205498516,0.590391248684457
AEWUN4XMRUYX4XWVL5WRLMEMAFOA,5,158,157,157,157,19.01044929725004,1.6115948581222683e-14,0.05605912031773975,0.09163990641554089,0.1471201047607458,0.23743628788069404,0.3702279933844115,0.5515379113849274
AESYTHEUCGQZR4QSELPK5RI6CSLA,3,127,126,126,126,16.096731383205455,4.043803972345411e-14,0.052605141647504496,0.09205153587311221,0.15388111495250556,0.2533163263255047,0.4051043638058022,0.6092557830840957
AEG7ZYNIXB5WKB7YXNU6BBNUAS4A,0,105,102,104,102,17.411118739619045,5.575105575930362e-14,0.049672662554130304,0.08534704509541897,0.1444303070597972,0.2444226074928716,0.3956812774801301,0.607378665334103
AGQNPHVDHICIZIBMSI3ECYO4RTDA,1,111,110,110,110,16.247074421409835,1.943387767175969e-14,0.05843201718494208,0.0967597767023466,0.15990394919546777,0.2593726363630203,0.4190222217695463,0.6299350573425236
AGEQPZPPIJOYSM3X77DQ3IQ5TD4A,0,105,104,104,104,16.82586799653198,2.717436208817806e-14,0.07486245297660306,0.11689829423209616,0.1830882110940011,0.28880938845812393,0.4484944233248051,0.6621402474697531
AFWZ7MZXTZ4GG6AP2LLNEOTBDA7Q,1,107,106,106,106,15.802217127163352,3.4282724846764484e-14,0.06335444535787522,0.11218625016355466,0.18079346500122134,0.29034840362737463,0.4544060772642648,0.67052455906552
AFBYL2QEG462L2MLUCBRDZS7VWTA,7,205,204,204,204,21.79954473312363,1.1885257830918326e-14,0.06555042966839207,0.10794215147900679,0.1672204155633659,0.257370453191267,0.3875247257635966,0.5549537709098108
AGYOOOF3X6KSMLZIWBPMMQGAC5FQ,4,132,131,131,131,17.84894545315817,2.0391073334422168e-14,0.05276754522261777,0.09317520387163786,0.15452015455758492,0.24377905637651137,0.3794815215139186,0.5746034351930119
AFFU7MCUYCZCDWNRLM2S46JEI2EA,6,179,178,178,178,21.24334732211605,1.3964838649765656e-14,0.05365349015668609,0.0920052112374277,0.14258147777954724,0.2191146459960227,0.3403942340220226,0.5093160502368235
AE2J5DDVCHVMRBD7BJ24ETJFQSOA,2,115,114,114,114,16.808708175681375,3.467604438921604e-14,0.06231852204281388,0.11128226796595374,0.17720579600910505,0.277488419022089,0.4276544717513599,0.6326236504296908
AHSEGNS77TLPYIWMD7JKHV4VPTBA,9,465,457,464,457,33.309586489710654,2.233013657187405e-14,0.061094710303976806,0.08976112668417151,0.13788862121619525,0.20667776448322983,0.3091162109266845,0.4376418990623312
AE5INRAIGFDNXPWT5LNVJEEAAHBQ,9,1153,1090,1152,1090,52.61429646942619,2.956282307843452e-14,0.05945897165983249,0.09196762842809394,0.14020621872224032,0.2091583347501701,0.30736920590536376,0.4303113054459615
AEAD7ZP6VV4IJL2Z2HVIRVEBHZJA,4,136,122,135,122,17.673673646839795,1.4243140152843322e-14,0.06718996576317234,0.11531239912562737,0.18186276543917126,0.2878939434824708,0.4462646824014694,0.6436804310826001
AFD3QKEFR4QC5A77SE52O634AH6Q,7,201,199,200,199,21.674446553208956,1.1994327979987376e-14,0.05972419876016122,0.09566927308661718,0.15434353591240854,0.23590349021863197,0.357286147907127,0.5207616803999185
