uid,bucket,n_sents,rank_Y_c,n_sents_minus_1,max_x_stable,sigma_max,sigma_at_eff_rank,energy_top1,energy_top2,energy_top4,energy_top8,energy_top16,energy_top32
AFO7DHIAAH6SJFY27S7ANI2NIZ6Q,6,181,180,180,180,21.82143855149935,1.5388353005415812e-14,0.05465544886176923,0.09129983387494553,0.1375161929225664,0.2145077540814819,0.33175932734669733,0.5020972404733604
AGCVRCNB4FGVZI5N2Z7CLE5PUGNA,2,119,109,118,109,18.415704805826792,2.8172056404779762e-14,0.07184875171078312,0.11711361488423641,0.1910854793242615,0.294575390764247,0.4475435719528523,0.6507304501589284
AFNGDYKFPMNYHOLW3NA5MZVNH2YQ,0,100,98,99,98,14.123242898014706,2.997356048776462e-14,0.07223103022137345,0.12392939824219946,0.21194959536971578,0.3328488347979836,0.5020956642640294,0.715092263803676
AE6JXZ2HEEC3RLKQ23MI2JSCXSNA,9,497,495,496,495,34.3494160269051,2.2625645718121557e-14,0.054355807838870486,0.0906671575509927,0.13945863456785773,0.20482597139439448,0.29955053618776095,0.42825921304878867
AGRC7GGSEM62JUMADAPRDMWK63TA,3,123,122,122,122,16.583139174440046,2.6775868733938686e-14,0.06285924405527947,0.10524033181911567,0.1674080174573362,0.26790655332604774,0.41805234355929866,0.6189310788877541
AFVAHM7UHYS562TQASNXXH6OJNTQ,3,121,120,120,120,16.58752206305587,2.5223234841989416e-14,0.060647214842858434,0.10343949380675907,0.16773985390258317,0.2675675259125524,0.4180086226260559,0.6205087811656901
AEATS3SIIP2OTQBJ4LHYHQOG3I4Q,5,145,144,144,144,17.408412483333265,1.3188590832207703e-14,0.05801777086418228,0.0951157227004308,0.15734954890059533,0.25222201680725836,0.3912064734601807,0.5829018594733038
AGMD2HXCJJ4AGXVO5KGN7WQOQV6A,3,124,122,123,122,19.44138488723036,4.503686724024507e-14,0.06786301608301049,0.10277165581963141,0.16238516210262663,0.25737277587834156,0.4039917417255845,0.6025955343473155
AHFCHDSPGTU44DGNSEG35DZI5OPA,0,102,101,101,101,15.132609808655507,2.2067715221959337e-14,0.05412409912350591,0.10087387726768442,0.1652585524371993,0.27522886509908057,0.4412714463168218,0.6594196624003046
AHV4U76XGHXA4RBBXSPEENTVH2YQ,1,107,106,106,106,15.864326516217771,2.2068246487303077e-14,0.06167476701877359,0.10250675594466227,0.16647600748318617,0.26640032919125745,0.41996479724565433,0.6351097886006234
AEP2BCSP2ZGM43QEZ6ROUD4LU6SA,1,108,107,107,107,15.320411887831295,3.2017587116259466e-14,0.06275724999587215,0.10673999469957433,0.17180541642135977,0.2812170829685655,0.4383570018401597,0.6494608852414809
AF336LFHKFAT2ARXGUP2B25IUDEQ,0,101,100,100,100,14.985974011026485,2.3332003781277174e-14,0.06259284711430281,0.10502370031269312,0.1813589298108155,0.2991796869567335,0.4647970999192925,0.6757351950203903
AEC6HDXIX3DNXWUVERZB4DGKFN2Q,2,116,83,115,83,23.10757995803373,5.2552877971607034e-14,0.10177874518084702,0.1885146254696344,0.3033237940230812,0.43415720860676493,0.5852053121127738,0.7691420135247853
AECPXFEX6RCWCRBOIJKTR5LFXW6Q,4,132,131,131,131,15.066833362722122,1.0452919300362594e-14,0.05769704676101089,0.09851377688830368,0.16014798760824223,0.2590755531700339,0.40247614538030685,0.5926730589383682
AE6KH7MCDOWZY7BEPTRSGJYRHLPA,0,102,94,101,94,16.707703372741666,2.8207041936804444e-14,0.06252847719311791,0.11465915064578985,0.1949383335864545,0.30393853990634884,0.46462374781284144,0.6803200705828915
AHJSQA5D46FZG52CO4WPJTGRMIBQ,4,131,128,130,128,15.972461390286407,7.942934269001453e-15,0.05949446277166983,0.10379902065468406,0.1754823821555694,0.27555907053510115,0.4261242102547563,0.6200391434661636
AFO33UNM62QYS3SHDST3HB2SXSXQ,8,296,269,295,269,23.562978879970363,1.315076498992635e-14,0.06114395593981233,0.09944616642110274,0.16499738710762782,0.26355653273317337,0.39366888789391963,0.5506523419549381
AEV7Q27IHW3CU2NGA5NMHVHTLIAQ,7,223,221,222,221,24.265496084333638,1.2821900320679895e-14,0.05887155649626245,0.09438685047267444,0.14911071916522547,0.22584420743366995,0.339699874030661,0.49549688274029496
AG3RPMHL2RU5CPZSOAJ5CFNKXUDA,0,105,104,104,104,15.733442962769177,4.2862499551961455e-14,0.05465313551843158,0.1010302805927724,0.16598065162841275,0.27073512112284603,0.4262275948698105,0.6405905886547191
AET3HBH7XFS3TB22INRW6VAXR5CQ,0,104,103,103,103,15.288957907178055,4.098228834909183e-14,0.06923723658714691,0.10997917272652544,0.17941367243022033,0.28589192327651947,0.44006156116650313,0.6501588639125625
AEJUY5D3YNQ3FAOIZP3FBOJMPCCQ,6,186,179,185,179,22.37859771280423,1.2111349360870582e-14,0.06230342576492082,0.09768368957382254,0.1560018777664241,0.24154236018696718,0.37207537938669166,0.5436570810412019
AGYIKU5EKQ3CNUOGBYBAJXALPVZQ,7,230,183,229,183,23.23687049413421,9.725381248250212e-15,0.06932034619877496,0.1277876409711567,0.22355542297492936,0.34293390835643933,0.48592554316918424,0.6485591017907678
AF2ADBMCXOYFWR4FENJGSO5NBRBQ,6,184,165,183,165,20.721552207850202,1.531947221363341e-14,0.05970454062683895,0.09706942533340417,0.14971146097713786,0.2363919156365567,0.37053589700181827,0.5498278896248681
AGK6P7T6FVUJW7W7Q5UJKJWF3NGA,8,307,305,306,305,25.022979268133245,1.3457496249539335e-14,0.059832336233899254,0.09271357162151717,0.1475683133669497,0.2271569399705739,0.3430036774105798,0.49358089124330934
AGH2BA6TQ43WVJL2HXW53TOBIWPA,9,434,432,433,432,33.0892451381464,2.3564501463169328e-14,0.04833137788970247,0.07900645442337233,0.11987246937604523,0.18170127926288454,0.2760081214535992,0.4043194129001541
AFCI3PAVNMM3Q5CD3YYY5XZUYOIA,8,246,245,245,245,23.987670475885643,1.2661418391263567e-14,0.05755391179356619,0.09089820027979023,0.14717553189185129,0.22939359028969014,0.34379455208059756,0.5021054723416185
AFAFPVBZWY74XHOKAX7AYGC77YUQ,1,108,103,107,103,18.111576276275546,3.663846312287382e-14,0.06886145563944542,0.1258268247546546,0.21561155708778337,0.3233064606495606,0.48046475621485196,0.6830327996280208
AFLWUZCVK4MXLWIB6H2PWSQKHJTA,6,166,165,165,165,20.221317989940403,8.572889028982654e-15,0.06517494270837412,0.10088600173020766,0.15714892737666591,0.24363354289276354,0.3754971142023855,0.5484392413386643
AFNCHMAKUAJOGVCKOA4XGLINHPDQ,7,196,195,195,195,23.009823605464433,1.0426277219486326e-14,0.06064299049003436,0.1030376958124109,0.15817981242915763,0.2409726413757486,0.360722121456071,0.530575326503655
