uid,seed,K_A,n_unique_rules_A,C_B,C_B_LB,lambda_min_A,tr_A,beta_A,v_A,lambda_min_boot_q05,B_B,c_B
AH7E66O45SE5D4T5WCFQVFTLRGQQ,20260101,29,40,0.9318181818181818,0.8702087544612682,5.577644692128436e-05,0.8514570170752822,0.002096225958195716,0.02660803178360257,-2.229131271857118e-17,220,0.20733372801430008
AH7E66O45SE5D4T5WCFQVFTLRGQQ,20260202,29,40,0.9318181818181818,0.8702087544612682,0.00010878037190406448,0.8925841330656299,0.0038998809994240788,0.027893254158300934,-1.9588662294455415e-17,220,0.20733372801430008
AH7E66O45SE5D4T5WCFQVFTLRGQQ,20260303,29,40,0.9318181818181818,0.8702087544612682,5.065748429638567e-05,0.8615373280038312,0.0018815661780323147,0.026923041500119725,-1.6961279775348003e-17,220,0.20733372801430008
AH5NINNNCAEUVBGJKDHAZURTTBQA,20260101,17,19,0.7058823529411765,0.5018827343627887,-3.343880881067212e-17,0.8983083429450208,-1.1911743783136583e-15,0.0280721357170319,-5.572552333816392e-17,51,0.4306219954198425
AH5NINNNCAEUVBGJKDHAZURTTBQA,20260202,17,19,0.7058823529411765,0.5018827343627887,-2.629326484786446e-17,0.8793733179546329,-9.568000961055654e-16,0.02748041618608228,-5.432592532712721e-17,51,0.4306219954198425
AH5NINNNCAEUVBGJKDHAZURTTBQA,20260303,17,19,0.7058823529411765,0.5018827343627887,-2.068951094962434e-17,0.8688004613610149,-7.620441975258916e-16,0.027150014417531714,-5.2604303784561613e-17,51,0.4306219954198425
AGK5M7PJONKQKSVKWV2FQCFCOOKA,20260101,14,18,0.7628865979381443,0.6234708420099436,-7.88016550854661e-17,0.7536756727430549,-3.345806497318912e-15,0.023552364773220466,-7.158560405169154e-17,97,0.31224495489073745
AGK5M7PJONKQKSVKWV2FQCFCOOKA,20260202,14,18,0.7628865979381443,0.6234708420099436,-3.024652072080969e-17,0.8378634982638886,-1.1551865728384669e-15,0.02618323432074652,-7.656590199982599e-17,97,0.31224495489073745
AGK5M7PJONKQKSVKWV2FQCFCOOKA,20260303,14,18,0.7628865979381443,0.6234708420099436,-2.407246025504135e-17,0.7988145616319443,-9.643273484994999e-16,0.02496295505099826,-6.483602636557785e-17,97,0.31224495489073745
AGDU4N5YF4PWUEJSUPMJUGYYJLSQ,20260101,27,33,0.8321678321678322,0.7285072734125306,2.339824188046924e-06,0.868912721893491,8.617018963002301e-05,0.027153522559171594,-2.86476094396628e-17,143,0.2571658392564484
AGDU4N5YF4PWUEJSUPMJUGYYJLSQ,20260202,27,33,0.8321678321678322,0.7285072734125306,8.060367122969734e-06,0.9155621301775146,0.00028171954631306357,0.028611316568047333,-2.840750118777485e-17,143,0.2571658392564484
AGDU4N5YF4PWUEJSUPMJUGYYJLSQ,20260303,27,33,0.8321678321678322,0.7285072734125306,1.1314351393306214e-05,0.8647781065088758,0.0004186730004618622,0.027024315828402368,-3.173135632421219e-17,143,0.2571658392564484
AG2UR6JQMEBF72N3HZFO7TT5QU3A,20260101,24,28,0.9012345679012346,0.7738194874304011,-1.394212752414194e-17,0.822808641975308,-5.422258080584558e-16,0.025712770061728375,-3.7550851984183294e-17,81,0.34169512889412357
AG2UR6JQMEBF72N3HZFO7TT5QU3A,20260202,24,28,0.9012345679012346,0.7738194874304011,-6.547416948449837e-18,0.8909104938271604,-2.351721568014686e-16,0.02784095293209876,-5.1245340124135215e-17,81,0.34169512889412357
AG2UR6JQMEBF72N3HZFO7TT5QU3A,20260303,24,28,0.9012345679012346,0.7738194874304011,-1.5368045133455314e-17,0.8672530864197525,-5.670518237078359e-16,0.027101658950617266,-4.1638377902895904e-17,81,0.34169512889412357
AHN7ZNTYXMAVJEVKSXMDL7Z5XMSQ,20260101,26,30,0.7972972972972973,0.6396027652906691,-1.3299723931314245e-17,0.8465277777777775,-5.027492032444304e-16,0.02645399305555555,-4.0731028649401337e-17,74,0.35749126713786156
AHN7ZNTYXMAVJEVKSXMDL7Z5XMSQ,20260202,26,30,0.7972972972972973,0.6396027652906691,-9.749117443374196e-18,0.8866820987654318,-3.518417239079788e-16,0.027708815586419744,-4.031686009394616e-17,74,0.35749126713786156
AHN7ZNTYXMAVJEVKSXMDL7Z5XMSQ,20260303,26,30,0.7972972972972973,0.6396027652906691,-1.8054126936107802e-17,0.8520833333333332,-6.780229577961268e-16,0.026627604166666662,-4.066862203999745e-17,74,0.35749126713786156
AGHTBCYBCNVYNX77FWJNDWGKNPQA,20260101,18,20,0.7636363636363637,0.5723986032921584,-1.8812496246515504e-17,0.8334418402777777,-7.223058056310872e-16,0.026045057508680552,-5.614586216942811e-17,55,0.41466745602860017
AGHTBCYBCNVYNX77FWJNDWGKNPQA,20260202,18,20,0.7636363636363637,0.5723986032921584,-1.271028008471529e-17,0.8467881944444445,-4.803195951234694e-16,0.02646213107638889,-5.5100913361830773e-17,55,0.41466745602860017
AGHTBCYBCNVYNX77FWJNDWGKNPQA,20260303,18,20,0.7636363636363637,0.5723986032921584,-1.5749737189088542e-17,0.8483615451388888,-5.94076420529319e-16,0.026511298285590276,-6.073434868229691e-17,55,0.41466745602860017
AGUKR7YSLH7M3MNLWSCBRHKITO2Q,20260101,21,26,0.8,0.6775891308451671,-8.546961288702932e-18,0.8172778827977314,-3.346508782327873e-16,0.025539933837429106,-3.4927975447515056e-17,115,0.2867691155814576
AGUKR7YSLH7M3MNLWSCBRHKITO2Q,20260202,21,26,0.8,0.6775891308451671,-1.2579546482062301e-17,0.8549905482041587,-4.70818640359837e-16,0.026718454631379958,-6.131049791805729e-17,115,0.2867691155814576
AGUKR7YSLH7M3MNLWSCBRHKITO2Q,20260303,21,26,0.8,0.6775891308451671,-1.0443362515700877e-17,0.8481096408317579,-3.9403820498336003e-16,0.026503426275992434,-4.676150813437177e-17,115,0.2867691155814576
AFBC7S4I7ODTCLTS4337MA3WIGLQ,20260101,19,21,0.7755102040816326,0.5728493353252115,-1.0585419990320131e-17,0.8342945021145711,-4.060118325503804e-16,0.026071703191080348,-5.742561020248817e-17,49,0.43932230857815885
AFBC7S4I7ODTCLTS4337MA3WIGLQ,20260202,19,21,0.7755102040816326,0.5728493353252115,-1.7971413947291164e-17,0.897827758554402,-6.405295902626864e-16,0.028057117454825063,-7.289929331746445e-17,49,0.43932230857815885
AFBC7S4I7ODTCLTS4337MA3WIGLQ,20260303,19,21,0.7755102040816326,0.5728493353252115,-1.4747288398707522e-17,0.8517877739331026,-5.540267695785262e-16,0.026618367935409455,-5.505304272416124e-17,49,0.43932230857815885
AH5EINB35PM6FR4BXP2PIIEYSQIA,20260101,18,20,0.7169811320754716,0.5177895842421592,-2.5038882858432372e-17,0.8443396226415096,-9.489596721318725e-16,0.026385613207547176,-6.386418212934677e-17,53,0.4224189204307512
AH5EINB35PM6FR4BXP2PIIEYSQIA,20260202,18,20,0.7169811320754716,0.5177895842421592,-3.1851966832218236e-17,0.8823424706301175,-1.1551783718436283e-15,0.027573202207191172,-6.587746793255959e-17,53,0.4224189204307512
AH5EINB35PM6FR4BXP2PIIEYSQIA,20260303,18,20,0.7169811320754716,0.5177895842421592,-1.6621297390528373e-17,0.8689035243859022,-6.121295420833001e-16,0.027153235137059445,-5.606334426387364e-17,53,0.4224189204307512
AEJKZRNBES64Q4UGI2WK6DEPL6OA,20260101,19,25,0.8308823529411765,0.7239913738036503,-1.75332330099401e-17,0.8342048730849677,-6.725727389282899e-16,0.02606890228390524,-4.391677788075475e-17,136,0.2637010401994322
AEJKZRNBES64Q4UGI2WK6DEPL6OA,20260202,19,25,0.8308823529411765,0.7239913738036503,-1.5625494427406226e-17,0.8712194018881788,-5.739264077376187e-16,0.027225606309005588,-5.0682117994709926e-17,136,0.2637010401994322
AEJKZRNBES64Q4UGI2WK6DEPL6OA,20260303,19,25,0.8308823529411765,0.7239913738036503,-8.316095962139597e-18,0.8310673299790828,-3.2020879799855077e-16,0.02597085406184634,-3.614729777277626e-17,136,0.2637010401994322
AHDEQBPVWOX6GCIHAA5O55N2QJMQ,20260101,23,33,0.8902439024390244,0.8051757970861826,1.6086429704260463e-06,0.8703007058131553,5.91480332140337e-05,0.027196897056661104,-1.964394538887538e-17,164,0.24013716164283336
AHDEQBPVWOX6GCIHAA5O55N2QJMQ,20260202,23,33,0.8902439024390244,0.8051757970861826,3.2304379248778132e-06,0.8902313498676595,0.00011612039231314136,0.02781972968336436,-3.2029647535824973e-17,164,0.24013716164283336
AHDEQBPVWOX6GCIHAA5O55N2QJMQ,20260303,23,33,0.8902439024390244,0.8051757970861826,6.035529242022197e-06,0.8653348936378782,0.0002231932829297572,0.027041715426183693,-3.3116152896271634e-17,164,0.24013716164283336
AHEKQAHVNYETC2ZEUGADNIQ5Q2FQ,20260101,31,37,0.8888888888888888,0.7790845732965539,0.00010040769654336064,0.8855814212519489,0.0036281771639306163,0.027674419414123404,-2.2350376795566174e-17,108,0.2959166619717091
AHEKQAHVNYETC2ZEUGADNIQ5Q2FQ,20260202,31,37,0.8888888888888888,0.7790845732965539,5.170542984859489e-05,0.8894311093784805,0.0018602607191367804,0.027794722168077515,-2.2310678184809333e-17,108,0.2959166619717091
AHEKQAHVNYETC2ZEUGADNIQ5Q2FQ,20260303,31,37,0.8888888888888888,0.7790845732965539,5.157820711237952e-05,0.8711015816440187,0.00189473037631406,0.027221924426375586,-2.062114730664153e-17,108,0.2959166619717091
AF4DYER3RDNQZKAOZABAI6FX6XQA,20260101,14,16,0.7333333333333333,0.5483007821278327,-3.713379665300624e-17,0.7719604637336503,-1.53930356374597e-15,0.024123764491676573,-6.389616143238097e-17,60,0.3970138631061412
AF4DYER3RDNQZKAOZABAI6FX6XQA,20260202,14,16,0.7333333333333333,0.5483007821278327,-4.3124667412832185e-17,0.8431926278240189,-1.6366240781443891e-15,0.026349769619500592,-7.268474394342189e-17,60,0.3970138631061412
AF4DYER3RDNQZKAOZABAI6FX6XQA,20260303,14,16,0.7333333333333333,0.5483007821278327,-2.3787102297894038e-17,0.7995318073721758,-9.520412652930048e-16,0.024985368980380493,-6.774693693194124e-17,60,0.3970138631061412
AE7QGCNFEZNNTW2AS7G73PQNROQQ,20260101,20,24,0.7157894736842105,0.570580273830554,-1.478534369381947e-17,0.823159954551193,-5.747740710493937e-16,0.02572374857972478,-4.513175883904886e-17,95,0.31551462473248554
AE7QGCNFEZNNTW2AS7G73PQNROQQ,20260202,20,24,0.7157894736842105,0.570580273830554,-2.4380699473892933e-17,0.865263224340361,-9.016705682358694e-16,0.02703947576063628,-4.5839633540545185e-17,95,0.31551462473248554
AE7QGCNFEZNNTW2AS7G73PQNROQQ,20260303,20,24,0.7157894736842105,0.570580273830554,-3.0328241251273937e-17,0.8438012877161971,-1.150156718375599e-15,0.02636879024113116,-4.3091593276002704e-17,95,0.31551462473248554
AH4CNF7LKO5RQ6NTJPKW3RQ3MZRQ,20260101,22,26,0.859375,0.699786170999884,-9.498968530123094e-18,0.8004012345679012,-3.797682710072735e-16,0.025012538580246914,-3.85526823077928e-17,64,0.384407020005889
AH4CNF7LKO5RQ6NTJPKW3RQ3MZRQ,20260202,22,26,0.859375,0.699786170999884,-3.93008259002442e-17,0.8583024691358021,-1.4652485272168437e-15,0.026821952160493816,-6.645084815078364e-17,64,0.384407020005889
AH4CNF7LKO5RQ6NTJPKW3RQ3MZRQ,20260303,22,26,0.859375,0.699786170999884,-1.8953816848357238e-17,0.8060802469135799,-7.524339437292489e-16,0.025190007716049373,-3.958159184627476e-17,64,0.384407020005889
AFJRFVE66PTXX7CQNGTJORDUDF4A,20260101,21,23,0.7540983606557377,0.5726190191204755,-2.1316728630141538e-17,0.9268899954730645,-7.359398844480808e-16,0.028965312358533266,-4.4379039698889555e-17,61,0.3937462037268508
AFJRFVE66PTXX7CQNGTJORDUDF4A,20260202,21,23,0.7540983606557377,0.5726190191204755,-2.5943649410585773e-17,0.9444318696242638,-8.790435899511028e-16,0.029513495925758245,-4.7000123531580385e-17,61,0.3937462037268508
AFJRFVE66PTXX7CQNGTJORDUDF4A,20260303,21,23,0.7540983606557377,0.5726190191204755,-1.8034404331782627e-17,0.9224762335898593,-6.255997906539324e-16,0.028827382299683103,-4.8377678962186477e-17,61,0.3937462037268508
AG3ISIU76VZMJ6YYN5W5NE7H5HGA,20260101,16,18,0.8275862068965517,0.6513809084171851,-4.1989312338746144e-17,0.7889273356401383,-1.7031454408277386e-15,0.02465397923875432,-6.199735822197063e-17,58,0.4038009165056743
AG3ISIU76VZMJ6YYN5W5NE7H5HGA,20260202,16,18,0.8275862068965517,0.6513809084171851,-2.2488029196308106e-17,0.8767781622452901,-8.207514343640063e-16,0.027399317570165317,-7.647128557913445e-17,58,0.4038009165056743
AG3ISIU76VZMJ6YYN5W5NE7H5HGA,20260303,16,18,0.8275862068965517,0.6513809084171851,-2.882630288231521e-17,0.8557285659361783,-1.0779606161971739e-15,0.026741517685505572,-6.157167203078636e-17,58,0.4038009165056743
AGKFAOJX4FPADTOHRIJOBP3JNL3Q,20260101,20,25,0.8823529411764706,0.7669735531902124,-2.903426187812126e-17,0.8711645917066952,-1.0664992458884161e-15,0.027223893490834226,-4.710319911286169e-17,102,0.30449573308945305
AGKFAOJX4FPADTOHRIJOBP3JNL3Q,20260202,20,25,0.8823529411764706,0.7669735531902124,-1.7731971376763005e-17,0.901455739633369,-6.294519620976542e-16,0.02817049186354278,-4.2641017340283594e-17,102,0.30449573308945305
AGKFAOJX4FPADTOHRIJOBP3JNL3Q,20260303,20,25,0.8823529411764706,0.7669735531902124,-1.4930208049074612e-17,0.8834182923242819,-5.408158985630453e-16,0.02760682163513381,-4.327292807961155e-17,102,0.30449573308945305
AGTRCMCTIQUK6YEIYP4QH237PF5Q,20260101,24,28,0.8333333333333334,0.6792108280015874,-8.300535164645658e-18,0.837610192005796,-3.171130530689902e-16,0.026175318500181125,-3.705459548816067e-17,72,0.3624224141091693
AGTRCMCTIQUK6YEIYP4QH237PF5Q,20260202,24,28,0.8333333333333334,0.6792108280015874,-1.830717719056334e-17,0.860765608018355,-6.805913998431203e-16,0.026898925250573594,-4.4622583926402637e-17,72,0.3624224141091693
AGTRCMCTIQUK6YEIYP4QH237PF5Q,20260303,24,28,0.8333333333333334,0.6792108280015874,-1.0331080252212335e-17,0.8458821398381834,-3.908281691986513e-16,0.02643381686994323,-4.7848473537448924e-17,72,0.3624224141091693
AFCAUNXEXP5SF62HUV5QMK5C52EA,20260101,15,18,0.547945205479452,0.37918268820502143,-2.0946548036619866e-17,0.7971874999999997,-8.408179219717268e-16,0.02491210937499999,-5.341344059044829e-17,73,0.3599315088938813
AFCAUNXEXP5SF62HUV5QMK5C52EA,20260202,15,18,0.547945205479452,0.37918268820502143,-4.598067465174677e-17,0.853819444444444,-1.7232936054920636e-15,0.026681857638888876,-6.544436110994217e-17,73,0.3599315088938813
AFCAUNXEXP5SF62HUV5QMK5C52EA,20260303,15,18,0.547945205479452,0.37918268820502143,-1.5206478332322535e-17,0.8270486111111114,-5.883660284255613e-16,0.02584526909722223,-6.447349736362456e-17,73,0.3599315088938813
AFB3KH4ZJDZRVGGOBRGYN5AKV4QQ,20260101,22,24,0.7111111111111111,0.49315701273310825,-1.9736079817026512e-17,0.893736534318252,-7.066451128425698e-16,0.027929266697445373,-4.407190052808626e-17,45,0.45843212147268764
AFB3KH4ZJDZRVGGOBRGYN5AKV4QQ,20260202,22,24,0.7111111111111111,0.49315701273310825,-1.3978150627782597e-17,0.9038165589412127,-4.949022184468929e-16,0.028244267466912897,-5.4611886433361505e-17,45,0.45843212147268764
AFB3KH4ZJDZRVGGOBRGYN5AKV4QQ,20260303,22,24,0.7111111111111111,0.49315701273310825,-2.197048133198685e-17,0.8890427823945828,-7.908004165220735e-16,0.027782586949830712,-5.038180732342919e-17,45,0.45843212147268764
AHX76HXXATA543E7AI2D74VRWB7A,20260101,20,22,0.8333333333333334,0.6506689257222734,-3.28534592802285e-17,0.8416284881299458,-1.249138677925778e-15,0.026300890254060807,-5.183821638761004e-17,54,0.41848935669256576
AHX76HXXATA543E7AI2D74VRWB7A,20260202,20,22,0.8333333333333334,0.6506689257222734,-2.787760242676239e-17,0.9150354019158682,-9.749166816809323e-16,0.02859485630987088,-5.842111178735605e-17,54,0.41848935669256576
AHX76HXXATA543E7AI2D74VRWB7A,20260303,20,22,0.8333333333333334,0.6506689257222734,-2.1350540513959236e-17,0.8630778842149105,-7.916056116629344e-16,0.026971183881715953,-4.809327784842778e-17,54,0.41848935669256576
AEUJ4VPOPXO6FRNSQSMH23N6Y6GA,20260101,25,30,0.8426966292134831,0.7083513179584109,-5.6466031590073945e-18,0.8266803809171597,-2.1857456068785477e-16,0.02583376190366124,-3.460375087081135e-17,89,0.3259765010126438
AEUJ4VPOPXO6FRNSQSMH23N6Y6GA,20260202,25,30,0.8426966292134831,0.7083513179584109,-1.6203722290678617e-17,0.8945312499999998,-5.796545546080317e-16,0.027954101562499993,-3.905046600022498e-17,89,0.3259765010126438
AEUJ4VPOPXO6FRNSQSMH23N6Y6GA,20260303,25,30,0.8426966292134831,0.7083513179584109,-1.3297053803900766e-17,0.8671297152366861,-4.90705962727481e-16,0.027097803601146442,-4.344481484376344e-17,89,0.3259765010126438
AE5R3WBD7BSSWJ4F3PE5ICQHUCDQ,20260101,16,19,0.8,0.5906389314088996,-3.1663135193857017e-17,0.7616904058048908,-1.3302259270716926e-15,0.023802825181402837,-6.467458166800566e-17,45,0.45843212147268764
AE5R3WBD7BSSWJ4F3PE5ICQHUCDQ,20260202,16,19,0.8,0.5906389314088996,-5.745415138636879e-17,0.8194705724267665,-2.2435617656399798e-15,0.025608455388336452,-7.405182381772597e-17,45,0.45843212147268764
AE5R3WBD7BSSWJ4F3PE5ICQHUCDQ,20260303,16,19,0.8,0.5906389314088996,-1.9365455955885842e-17,0.8042864821284598,-7.704898743895213e-16,0.025133952566514368,-6.727052168403023e-17,45,0.45843212147268764
AHYBVRYZF2OCONYWPPHVFP3LOCNA,20260101,22,26,0.8672566371681416,0.7553495225522502,-2.0857030296652635e-17,0.8531222873263885,-7.823321221445714e-16,0.02666007147894964,-4.328985850865974e-17,113,0.2892957645381526
AHYBVRYZF2OCONYWPPHVFP3LOCNA,20260202,22,26,0.8672566371681416,0.7553495225522502,-2.6023613631150892e-17,0.8719482421874998,-9.550516830077589e-16,0.027248382568359368,-5.754645251776987e-17,113,0.2892957645381526
AHYBVRYZF2OCONYWPPHVFP3LOCNA,20260303,22,26,0.8672566371681416,0.7553495225522502,-1.5984350446564408e-17,0.8679334852430552,-5.893299693890959e-16,0.027122921413845476,-4.8033266935231636e-17,113,0.2892957645381526
AGZYMSCZZ5SPWHX5AVWTP64TY7AA,20260101,32,41,0.8791208791208791,0.7968360708008302,0.00014754906111455102,0.8224766605448424,0.005740673483108773,0.025702395642026324,-1.4183142841561113e-17,182,0.22795315271927638
AGZYMSCZZ5SPWHX5AVWTP64TY7AA,20260202,32,41,0.8791208791208791,0.7968360708008302,0.0003728403636808641,0.881016605448424,0.013542187018955234,0.02753176892026325,-1.6550828481773436e-17,182,0.22795315271927638
AGZYMSCZZ5SPWHX5AVWTP64TY7AA,20260303,32,41,0.8791208791208791,0.7968360708008302,0.00021676924985213652,0.8487654320987655,0.008172594845334369,0.026523919753086423,-1.3078908229995178e-17,182,0.22795315271927638
AGCMMNN6UP6PEIA2CUIEWOPS2YNA,20260101,21,24,0.8181818181818182,0.667304617154822,-1.478183973160248e-17,0.7924416089965397,-5.969132186411288e-16,0.024763800281141866,-4.491575549653819e-17,77,0.3504579647600215
AGCMMNN6UP6PEIA2CUIEWOPS2YNA,20260202,21,24,0.8181818181818182,0.667304617154822,-1.947610420187133e-17,0.8451016435986158,-7.374679000812481e-16,0.026409426362456745,-5.4652140517361804e-17,77,0.3504579647600215
AGCMMNN6UP6PEIA2CUIEWOPS2YNA,20260303,21,24,0.8181818181818182,0.667304617154822,-1.6221095244885368e-17,0.8166630622837365,-6.356049046528168e-16,0.025520720696366767,-5.605589716009517e-17,77,0.3504579647600215
AHC2NI7LIVUJYCFAIXBPANTPTPQQ,20260101,14,17,0.8,0.6305683180015698,-3.3910789724909724e-17,0.8626543209876539,-1.257914375198083e-15,0.026957947530864185,-5.891397045354707e-17,65,0.38143858160527194
AHC2NI7LIVUJYCFAIXBPANTPTPQQ,20260202,14,17,0.8,0.6305683180015698,-5.06267362804245e-17,0.8934220679012345,-1.813314914841209e-15,0.027919439621913577,-6.10584535929216e-17,65,0.38143858160527194
AHC2NI7LIVUJYCFAIXBPANTPTPQQ,20260303,14,17,0.8,0.6305683180015698,-1.875816153282797e-17,0.8666811342592593,-6.925974794219217e-16,0.027083785445601853,-6.050670115438064e-17,65,0.38143858160527194
AHVSRNKOWB3QKDODMMYIBX4MGZXA,20260101,23,28,0.9090909090909091,0.7990742505831361,-2.141896971847326e-17,0.8219979890835966,-8.338305447137036e-16,0.025687437158862392,-3.719911640206572e-17,99,0.30907487324561833
AHVSRNKOWB3QKDODMMYIBX4MGZXA,20260202,23,28,0.9090909090909091,0.7990742505831361,-2.5623692824947336e-17,0.8795335392128691,-9.32264812928145e-16,0.02748542310040216,-4.232402917416986e-17,99,0.30907487324561833
AHVSRNKOWB3QKDODMMYIBX4MGZXA,20260303,23,28,0.9090909090909091,0.7990742505831361,-1.2677319069881975e-17,0.8633564349324905,-4.698803342653542e-16,0.026979888591640327,-5.022641331570519e-17,99,0.30907487324561833
AGLJNYIBT53AKXTT73UKKGEKGBGA,20260101,21,25,0.8488372093023255,0.7129917012823959,-8.524374466979091e-18,0.884010857214998,-3.085708514968938e-16,0.027625339287968686,-4.066264579926254e-17,86,0.33161340004883716
AGLJNYIBT53AKXTT73UKKGEKGBGA,20260202,21,25,0.8488372093023255,0.7129917012823959,-2.165314639953517e-17,0.9132369650296679,-7.587304405298744e-16,0.02853865515717712,-4.820542070940788e-17,86,0.33161340004883716
AGLJNYIBT53AKXTT73UKKGEKGBGA,20260303,21,25,0.8488372093023255,0.7129917012823959,-1.6229812526374702e-17,0.9031687918192145,-5.750353705179269e-16,0.028224024744350453,-3.8426834176139135e-17,86,0.33161340004883716
AGBULUCAF23WPOCKVOFW7TMRG5SQ,20260101,17,20,0.8313253012048193,0.6891656999595097,-3.070475389060178e-17,0.91033196366782,-1.079333873481114e-15,0.028447873864619375,-6.082345392944611e-17,83,0.337553216686308
AGBULUCAF23WPOCKVOFW7TMRG5SQ,20260202,17,20,0.8313253012048193,0.6891656999595097,-5.742746701445938e-17,0.8993836505190307,-2.043264788505087e-15,0.02810573907871971,-5.97143454900415e-17,83,0.337553216686308
AGBULUCAF23WPOCKVOFW7TMRG5SQ,20260303,17,20,0.8313253012048193,0.6891656999595097,-1.9308131536915278e-17,0.8863267733564013,-6.971020483128753e-16,0.02769771166738754,-4.8587558206674923e-17,83,0.337553216686308
AHUCMSY4AYIOE6HKJH5XXJHTUPVA,20260101,14,16,0.5964912280701754,0.4032944233312324,-2.2269878837326153e-17,0.7981341265548942,-8.928776493626389e-16,0.024941691454840445,-5.068573623443237e-17,57,0.4073276290245997
AHUCMSY4AYIOE6HKJH5XXJHTUPVA,20260202,14,16,0.5964912280701754,0.4032944233312324,-5.002569560016978e-17,0.8999459167117356,-1.778798291629115e-15,0.02812330989724174,-8.291746524573433e-17,57,0.4073276290245997
AHUCMSY4AYIOE6HKJH5XXJHTUPVA,20260303,14,16,0.5964912280701754,0.4032944233312324,-2.732730214207344e-17,0.8591130340724713,-1.0178796431490096e-15,0.026847282314764728,-6.954246326194592e-17,57,0.4073276290245997
AG2ENDOXZQPWVD6GBNEMEF6JTPPA,20260101,21,24,0.765625,0.5901581119804671,-1.4414531077081487e-17,0.7908950617283953,-5.832189588572909e-16,0.024715470679012353,-4.7949223697135965e-17,64,0.384407020005889
AG2ENDOXZQPWVD6GBNEMEF6JTPPA,20260202,21,24,0.765625,0.5901581119804671,-1.936108854872891e-17,0.8022038966049383,-7.723159114302303e-16,0.02506887176890432,-4.102590196526188e-17,64,0.384407020005889
AG2ENDOXZQPWVD6GBNEMEF6JTPPA,20260303,21,24,0.765625,0.5901581119804671,-1.6065515405128145e-17,0.7945842978395061,-6.470005691805658e-16,0.024830759307484566,-4.740790569097063e-17,64,0.384407020005889
AFEIPKBIOZMB3IVXRDPT6QOGHASA,20260101,16,18,0.782608695652174,0.6164435079155017,-2.5240193510179062e-17,0.844297615627693,-9.566368273174095e-16,0.026384300488365407,-6.630522182087311e-17,69,0.37021733628453835
AFEIPKBIOZMB3IVXRDPT6QOGHASA,20260202,16,18,0.782608695652174,0.6164435079155017,-1.6935273959537642e-17,0.8492530881930481,-6.38123987112327e-16,0.026539159006032754,-7.03302330137617e-17,69,0.37021733628453835
AFEIPKBIOZMB3IVXRDPT6QOGHASA,20260303,16,18,0.782608695652174,0.6164435079155017,-3.104790630747782e-17,0.8453748922723351,-1.1752572863486776e-15,0.02641796538351047,-6.153747550918612e-17,69,0.37021733628453835
AH4WCDJFTCUPPOWQLRZNNTKQBXQQ,20260101,23,27,0.8783783783783784,0.7368752522878421,-1.43189059921675e-17,0.8684984410430838,-5.275829755077588e-16,0.02714057628259637,-3.596566739001308e-17,74,0.35749126713786156
AH4WCDJFTCUPPOWQLRZNNTKQBXQQ,20260202,23,27,0.8783783783783784,0.7368752522878421,-1.2797238199542007e-17,0.9150014172335603,-4.475529924570746e-16,0.02859379428854876,-3.785304880370583e-17,74,0.35749126713786156
AH4WCDJFTCUPPOWQLRZNNTKQBXQQ,20260303,23,27,0.8783783783783784,0.7368752522878421,-1.5403829330304493e-17,0.8933708900226753,-5.517557646827204e-16,0.027917840313208604,-3.713095959395356e-17,74,0.35749126713786156
AFBGMFIHIE67WDM5T2PISCETNZBA,20260101,18,23,0.8952380952380953,0.7852209982270133,-2.2892198454989945e-17,0.8309750566893419,-8.815551618097972e-16,0.025967970521541935,-4.733008628260623e-17,105,0.3001142710925403
AFBGMFIHIE67WDM5T2PISCETNZBA,20260202,18,23,0.8952380952380953,0.7852209982270133,-1.972712265430795e-17,0.878798185941043,-7.183309376792513e-16,0.027462443310657593,-5.739269164442523e-17,105,0.3001142710925403
AFBGMFIHIE67WDM5T2PISCETNZBA,20260303,18,23,0.8952380952380953,0.7852209982270133,-1.97355678643204e-17,0.8496145124716553,-7.433231923275582e-16,0.02655045351473923,-5.881272877013962e-17,105,0.3001142710925403
AFN7FWLATHQSECJ5A3RVB7O36UHQ,20260101,20,23,0.8571428571428571,0.6835501727779255,-1.040136460501534e-17,0.8566284179687501,-3.885508119725174e-16,0.02676963806152344,-4.377539487704847e-17,56,0.41094839026651225
AFN7FWLATHQSECJ5A3RVB7O36UHQ,20260202,20,23,0.8571428571428571,0.6835501727779255,-1.102778501042097e-17,0.8919982910156246,-3.9561636371710235e-16,0.027874946594238267,-4.9215276783645816e-17,56,0.41094839026651225
AFN7FWLATHQSECJ5A3RVB7O36UHQ,20260303,20,23,0.8571428571428571,0.6835501727779255,-1.8988222727864008e-17,0.8692932128906247,-6.989852425870717e-16,0.02716541290283202,-5.285546969746003e-17,56,0.41094839026651225
AEU5M6JCO5KF336DF6TDB5FVY3TQ,20260101,26,31,0.8558558558558559,0.7403556011039398,-3.499387099560096e-18,0.7867182897062535,-1.423386091961006e-16,0.02458494655332042,-3.310663695573269e-17,111,0.29189039732958433
AEU5M6JCO5KF336DF6TDB5FVY3TQ,20260202,26,31,0.8558558558558559,0.7403556011039398,-6.719200958078056e-18,0.8352832253177339,-2.574149990582037e-16,0.026102600791179185,-4.1113131600234355e-17,111,0.29189039732958433
