uid,n_u,n_sents_user,rank_Y_c,n_u_minus_1,rank_deficient,sigma_max,energy_top1,energy_top2,energy_top4,energy_top8,energy_top16
AFAQQZSNUGEJP2RYTXHYJKFVG32A,1,113,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE6ZY3SJW5ATJ6TR3R6HZQKB3FWA,1,102,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGOS3WGMVUTD6PZN6IKWBYIZEKFA,1,105,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH3GEAL2D3RSOPPT4PUQ3MZ3R7EQ,1,193,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFURFNCCY2Y6D3ZRTC4VBPTIHC6A,1,120,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH5EINB35PM6FR4BXP2PIIEYSQIA,1,106,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG73KPN6A7OHE4TDURUPA23EKGPA,1,168,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHIAQ67BVQTUF6HVWOF35GUQW3XQ,1,100,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGOMZXBPLC3ZTMGI34RLOE7BAFFA,1,102,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH4LDUPSQSGBBAV62MV7JZDD3C3Q,1,357,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHOTRV7O3LMRFLM3D3AFTMUZQZUA,1,239,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHS5OQLOPMP2YCRIWK3W6WDJ7BLQ,1,129,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGBWD5VMK2NVIAIXF7OINPOSC46A,1,849,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHG5OUYNZPXAKJULNIA667MM5SJA,1,263,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG2XHVLDSJXRCWTFNXKHL7B5KS3A,1,223,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG375WAXLZ7PIOQKIQ6KQB4J3JVQ,1,2883,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFN7XJ2HUAS7DU7XELUZKDIORBTA,1,108,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHGKNCWJ5LPSAJKK6ZBZF3W3AQ6Q,1,170,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEA2HDZHGSH7YNGJRXBU7V3PYNOA,1,101,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHBWIJ4QQRF42MJW4FKDCG7TOTJQ,1,106,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFREJADSLSLEMNNNUOEU33ID2XTQ,1,132,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF3Q54U7ZTVZEF7QJ6QATK7QNDLA,1,132,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH7BKWN5OQPMQXJ4ID2CDIUSZ5CA,1,109,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGJCYVCTN7GIENR7XGKY5LQSEXDQ,1,115,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGPFJ4F4XFOHAKDDX3AITBNIOCMQ,1,1555,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFBE65EUNTT4L5B2OFQTKZMMNTCQ,1,108,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHCLVNN7XIIJQ6AMCQJ2VWXBDPGQ,1,262,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHOBH5YUOKWV6LVGXXGFQAMMXPZA,1,117,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFVVHXC46GES3HXVII6FWLQ6X7TA,1,520,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE33DCBS6ZICG66ETAHGQSZ5O7HQ,1,108,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH4FH5YNNEBXKGQAXBWD5GZS6SDA,1,279,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH6DBXMDH5UDRAIGDG25KSJ7JMNQ,1,111,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHMHS45MRB6MBCZJ7AWU2QSHHENQ,1,340,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGI7VGGY6KHYC3RL2LFTHFYHLSGQ,1,153,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHPDTZPJURZALWCECXNGOSQYBZXQ,1,238,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEYFIW5EZMPHAQ3GIKWEZCYEHP5Q,1,110,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFVAHM7UHYS562TQASNXXH6OJNTQ,1,121,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGTRTIJIHBZVKSNXJS5M3BNYECVQ,1,177,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFNQKIF2ZSCH77LETKAKK2UWY5GA,1,149,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFFISBC4NXQ7B3S6ZYXBEMUVEMTQ,1,139,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFLDVQ2MD27WFGPH5HJ66GI7PO2Q,1,453,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFKOZVHBJBVDHY7BNYKA25EIUCUA,1,119,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEBFU6CCF4JOJKGQSSZWLZWMFEEQ,1,182,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEMT3I6AICC5YI7Z5G2V4LEGYKPA,1,378,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF42C7Q3JVLKUYBZI5GOCV5MALTA,1,142,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEIMKGOOPJCFS55HP4VNWY4N3SVQ,1,179,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AERLC2UDULN7N5FQATSWDM2U4JTA,1,104,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFYDI5PL5YM5JKTHFCREJ7KVWVLA,1,117,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHU3PHXO5ROPM42MGBGX2WN6IX6Q,1,680,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHJSQA5D46FZG52CO4WPJTGRMIBQ,1,131,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFXP3NUDK7W54E34YKGYXRUTQAMA,1,165,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHXL5367RETZF2BEVUQMHY7E2LPQ,1,127,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGRPLHGW2CR6WWOHT5TOWXDGIZEQ,1,107,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF42FV7ZU224XIHCU47NMD6SK4AQ,1,107,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGWIS5A24VOTIOS7K7TYJCV6JG6A,1,154,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHXZMLMYFGJSSWQU3TWWU5MBYMCA,1,265,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFDNV3WLJUPSGQ75XDJL5MPTQBGQ,1,160,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGHYDPVLKBYDXTPJQCLDQLESK7LQ,1,103,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEW7VB43WF43JBV6TA6RIKOYLWRA,1,105,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFWVQJYN5QXGDXIGEQDKTJIAOFQQ,1,144,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGZYQI6JEAM6SRESPT47MFZTH5YQ,1,107,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGOA7BWDPVRUG5K4HHKQFHALDRHA,1,133,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGSYWLPDRPAHVHKQ7W722ZFI5BTQ,1,124,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGNN4VNS5K4D4YL5UD4X3POSDMOA,1,105,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEODJ4NGAI3BVHZK43GVLOLQZ22Q,1,117,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGYRMITUSD6IEQMJDPHYMA7CJI2Q,1,111,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGZ2367HI7GZ5GRNZJFGG3VMPZLA,1,1007,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGDUOQYQSAWFBXRWZ4Z4BV4CGRUQ,1,258,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF3IMSGEUBADYHCWVA2GMLOLGLRQ,1,185,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE6PDNPNIWCIEH24Z65XBYYTDTTA,1,110,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4UB2PGVLHK45WF7I6OED36OQDA,1,498,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFGSQ5BSAABOI3U6EISFYY36GDPQ,1,118,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHM3J77TM53S5IMGFXFHC53BJ7QQ,1,144,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGGPFZDUFMEICMMF73QJCIO7CGLQ,1,171,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFTCOHCMM4Q633XYBEWYEWS7H46Q,1,125,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE4YLXZ3JT2F75TQTRY6BL6UD6UA,1,153,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AES2TITGKXHZZPQ6NQQXHK5RQP3Q,1,125,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AETFWHTO6X2T3ADRTRUXJJDEXWBQ,1,121,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHR3ON2IRYSXJZZP5FVCLIESBSAQ,1,100,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEVZZ2TAOV3HJQD2FJ6NPFFLIQQQ,1,116,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFAZ7BYC4253DDBXQSHTLJ34PBDA,1,140,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEEX3WVJK5TGMRJ43V7IOI63JOFA,1,134,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEHM3SNZYPQT72AV2L3KF2SQ6E2A,1,1218,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHI67RO3D527NGHY3BUSNSU3MMVQ,1,193,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AERPQTYQJN42DMIPT36TPBU2HBCA,1,200,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHIBPWWDWSLYAJHNE4DCSRZAO34Q,1,128,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG5VNBFYVTWZQL6URTMWJSJIS7PQ,1,134,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE2ED6WSUDMW3NGBDG4NWQCYNOMQ,1,107,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFQRJNI4BPKEGI5M64VF4JYGVU4A,1,114,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGXZMIBFXPDAOZQXMMBUAPSK2TLQ,1,100,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG52X72BAAVOKEU3MWXPG5CQJOAA,1,192,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGEJ7CYCLW75IWZY3M74MRFW3CYQ,1,145,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEB45G7B26CZ6NV5SNZKP5MZBWIQ,1,257,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEXE6DSTVGL4MNBOFEPICPJLNPKA,1,286,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHS76Z2GPIHBUHEAIIRXUEPHYMUQ,1,141,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHE2JHVJEQAFTJVE5RWEYBYJQUBQ,1,107,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHT5JNOJYQIE43OCNK2FY3I2P3GQ,1,140,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFAPFV4YW5JPXMWF3GHU7GHVAPSQ,1,139,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFH6N5LK3FTDXNGDCZTIFLRWRNSA,1,512,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHCNUR6GBCWEDOXLS33U5TD7O4MQ,1,130,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFRY3KL45NKPPE4WDGWARUKBI54Q,1,144,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGADKXWLAJJ4FGWIDIWAPJL5A6HA,1,315,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFB3CZEZQWZ33YHIGZPKBXXBZQJQ,1,100,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4II6OQKIGB4UOP5PTISI32N5XA,1,128,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF35KUQK45LLCSVCNP7SWL7THESA,1,109,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH53UQYKESG5SJQD63N4KYJXUEHA,1,114,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFCXZMRKPFASNFASWKYGQA3KOFSA,1,124,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4DYER3RDNQZKAOZABAI6FX6XQA,1,118,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGUWB3V7ZYWO5A2KGSBIFP46C5GA,1,113,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGRC7GGSEM62JUMADAPRDMWK63TA,1,123,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEZFU44YV2CAGFRDA5MTGEP7LWGQ,1,118,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGSTQ3JDGW2TZB5XKBF7PD2DJOKQ,1,232,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGLSDR7Y4E3V4XVRFSFQPOUW5IXA,1,102,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG5XOIPAFARFQZWOMMNCV5YJR2HA,1,371,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4IFF3OA55YOWXILYETWH57F7UQ,1,531,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH467Z3742JS32I7V6C2OECMHXQA,1,126,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFS4R5CFAR5YLMH7GSJHMIBE6BMQ,1,101,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGAQBOI26SMK7M5KPF4PFK2S4OKQ,1,394,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHMTSDM7S76CXUULLBES6YYVYTDQ,1,337,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFH7RVQUMZVDTAOF7P62ZUL5BAVQ,1,105,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGMYNBZZ5SD2SPX4KEJSQE6YPIQA,1,113,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AED3HJLTUSJQBBK6H6726ARBBH6Q,1,436,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFXHHAY4XDFKDA4W6DFIRX3V35WQ,1,149,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEZA72MOZXB4K4VQUOROOHAVECOQ,1,347,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHJATMQAWS7LNWFU7UPKS3DRSX4Q,1,130,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH35V4IYG4OQVPZ3KO2Z6AN2ET4Q,1,235,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGM7QZOUXUAKEPGNXQNR6UVFVHPA,1,249,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEATS3SIIP2OTQBJ4LHYHQOG3I4Q,1,145,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4DEGIQ6C7TB4CHIWRXZACZOH5Q,1,524,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4GIVSP5XNFHPDX2IOFMUQ3EAIQ,1,186,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEOAK4Q3UKTDY5H2WPVJBXGSZ4DA,1,171,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFYBVGFQ6ZCI54XQFD3O2YJM5W6Q,1,183,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEYVBSVXB2M76M3HEX4PNF7GWK2A,1,115,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEQOF6IINLJ7YDIGCTZUORSL3G3Q,1,172,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4P6A3SEKS2HCISWAKFZVIFM7NQ,1,204,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHPVH5MVTFKNQ4CYTSO36ONH4HEQ,1,239,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHQR5RU4UKE2S65XWC5WMU2JZS7A,1,318,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHISU6WTZZJNNVYK5A5UITDIWCNQ,1,160,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEMDWYLUJDA7LTRQSX6BOJDVTF7A,1,115,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHMFFGPZCVEFM4KLP6VQHMMCQE5Q,1,148,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGHCMB24BP3XPSVIJJ24BNYUF3KQ,1,184,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF6VJYLVYJCQIXUEIBSVKZGRUGVA,1,130,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFSUY5CW67K7ZLKUOEWM7QFRKJ2A,1,134,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHSCNOTMQI2WQ4YUTXSOBJ3OFG7Q,1,348,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AENEBO2ESDZSB3GSHROPTRBAN2VA,1,298,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEDIN436FJT2VQGGITVASPGVSDUQ,1,410,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHJGZUKX76JHUDT6MKANUXRC5R7A,1,640,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE6F3WJIUZRLTBQIA2M4X3LERYJA,1,146,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHZTEZKKMQTPNZW3AYURV4YDN42Q,1,692,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEL77HR7DJEAEUFEHUHXS4ITQ3CA,1,112,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH7L74WHVFDSZLRLK3R7IX4U6IPQ,1,110,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEUOFJ7IEGXHNGNVGLC4BQQ7XOIA,1,223,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHSVSD5BR67JQAYQKHTKVINJBQMQ,1,139,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF6HB66K65MYYKBU7CWZ5OBSEAUA,1,262,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEGKJTQWHGBIOTO34OB3GKIGCN7A,1,304,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AERIK7GJLZAGV7WSQ27O6LPAEVHQ,1,199,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AESO27BUQYLOIWXWMISPD6XY2A4A,1,367,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEGCZJGVCDX7GD3ZDWYV7UOGJHZQ,1,464,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE4CRFV46QHI3DKTUAILVQTPLEIQ,1,102,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHOBK4UZRRWCWEHSRSQOZXPHWS7A,1,104,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFDR6DYNOICACU76IFDVH5KPNJQA,1,323,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFXS2DNVD3WRLMLSJLP2UXL2OQ6A,1,172,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE5ENPQDNKIJMBAKVDSJOTU573YA,1,279,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHWLCORU3EXTEQERFU5MOBF63CTA,1,102,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFMDKDPTKFZNV63MUQS6N6RTXG3Q,1,101,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEAF6UYWPYXXF2MOOTGNJT4OZV6A,1,102,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF5A5PMCP3EPIOVGZSAJWNICC6UQ,1,180,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH3KSDVIGFMOTWIYHMGW2TQAOTRQ,1,210,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGRY5TWPJIIYA77EQRWDAR4KEOIA,1,227,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGYU37WHMPZ46LARWU6EVYEVA24A,1,292,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AG7NHAT2HSVNIBI6LH5QM6YFK4JQ,1,1383,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGRTXUUEFPETZQT2722PETQGPAKQ,1,206,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHIYDVWOJNUPCTAMT4RB43P473JA,1,107,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFZNDWQKFM23I4GJ4QYLE6WXIMQA,1,128,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4XJ2HKW3BUYIALQQL57SEVM2UQ,1,111,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFW36RMWRTV7OWBDGSOSZSUIGELA,1,113,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4I2VKLJG2HLYYJEVJP3KULCHEA,1,104,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGIACQKEOAZQJAG5NTO54MSCQE2Q,1,106,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHIS5MNAQJU5EVZAMG4FG7DEFJVQ,1,123,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGGMJWZGH5H45UG3JGME24PISUZA,1,149,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEIO7IC2JCLNTMWTN7NWQC2WSLVQ,1,141,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFAUF3KITTRYFEHRBT7TECXPB4PQ,1,154,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHUCMSY4AYIOE6HKJH5XXJHTUPVA,1,100,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHWS6KEYMVXJ2QBO7XVMWYTEO2GA,1,155,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEBECS4OEJWMFQPDJGEC52HMUMQA,1,124,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFVS7ICCOISHBTZBGXJBWKYRBEDQ,1,231,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHAL3GJ5CESLYFHGFIS7X7L2OU6A,1,126,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGKMSOLXXD3VWLQXUFEF7RG2PYZQ,1,146,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHPRTK5ES5L3TUUAGGW7AQBGRKYA,1,142,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFERLCOSLAZPD4FOKHKCBC5PM5UA,1,165,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEMOSR6PPH6SLWWH3FTRNSCEFJSA,1,115,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHAUPRV26D4WPQN2JIJUWUZQM7WA,1,387,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGJDDGXMJFWUVAPWYWT6452FFQSA,1,236,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFVFWYK7J23ISMRK3ZI5DCKFXBPA,1,303,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHGGEBG6ULZ4CC4XTUVH7JCO2ZRQ,1,169,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFL6PHUW2ZGMWBAPEE3CZSHWOGZA,1,155,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFC3Z3QQ3D36SYHAL3MKGJMP4ZBQ,1,142,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFUW2GXCX7JQHWKDVTGDPJMHH3MA,1,116,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHPQFIVYXQZH6JMFAXRDI3FUFEZQ,1,360,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFVTHPT46GLPZLSL64FJFXT2535A,1,105,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH4TDMQHUBY3D4BX2QO3SRHEIGQA,1,228,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEHVQEYFL5WYB5PC6CUCUJPZEJJQ,1,106,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AENOZSUXFOYQPREH4REHHU7JED2A,1,115,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEHC3WKW7WCNNPC5S23T4COBVADA,1,114,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHTJ5KL3HAI5QMHSVCIAZUVK47IQ,1,141,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH34XZLFFNGG35PVAA5P35T6FMMQ,1,273,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AESVJJ7VSHXGXUARIQSRC5UM3XVA,1,138,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHBEI6Q4F4WHRIFK5CWQMRVPOQMA,1,291,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AFW2XSJVKJ2VVRQVD3IR2ZKCK2XQ,1,135,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHUQ3WRTMZBW6VD6URAQHTQQZIHA,1,101,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHIQKES2DS4GEDPKHAZMGCS2HHMQ,1,108,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEA6QOWQBEDUOOAFVVJ7VWXATEEA,1,116,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGVZL5MSRHWZ74DPTM6PFQYFVTAQ,1,1051,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AE75RQ5THMDYEJUAYOJZHODWFMMQ,1,220,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AHNSZCP3JIOZZVYXFJRGQEKRSTFA,1,306,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGDFPMZUWIYJBX3DTVC2ZPJPALGA,1,237,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGF4BUNATUPXTAIBIMBR7DBCSA5Q,1,806,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AH736FR3FOS2Y64G5QQQ6JPPKAUA,1,177,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AEFX6HLMILKKZQ6UOAGIINMLKXGA,1,129,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF2ADBMCXOYFWR4FENJGSO5NBRBQ,1,184,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AF4JOAZRTKNCU6J2LPPYZ56KEXKA,1,250,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
AGZC734FUDTRUS54AWY5NO7XHCIQ,1,410,0,0,False,0.0,0.0,0.0,0.0,0.0,0.0
