uid_local,n_sents,V_D3,V_P3,rank_Y
2581,100,33,4,32
2582,117,44,21,32
2583,105,23,10,32
2584,126,30,9,32
2585,165,51,17,32
2586,195,38,9,32
2587,153,60,25,32
2588,299,145,69,32
2589,135,71,21,32
2590,207,85,27,32
2591,232,82,27,32
2592,143,38,12,32
2593,333,132,57,32
2594,213,77,25,32
2595,162,44,11,32
2596,134,32,8,32
2597,125,36,10,32
2598,212,63,31,32
2599,137,53,16,32
2600,157,51,17,32
2601,434,226,165,32
2602,140,39,10,32
2603,108,21,7,32
2604,126,26,9,32
2605,453,361,206,32
2606,135,43,15,32
2607,137,52,16,32
2608,188,78,31,32
2609,133,53,16,32
2610,111,38,8,32
2611,108,37,12,32
2612,152,96,36,32
2613,116,24,5,32
2614,100,42,19,32
2615,110,34,13,32
2616,110,36,11,32
2617,109,30,4,32
2618,130,40,4,32
2619,146,44,16,32
2620,146,33,10,32
2621,135,62,25,32
2622,147,80,50,32
2623,323,166,89,32
2624,142,58,15,32
2625,149,60,28,32
2626,341,141,67,32
2627,121,62,17,32
2628,121,33,7,32
2629,160,67,17,32
2630,100,41,10,32
2631,131,47,13,32
2632,139,50,14,32
2633,102,27,12,32
2634,269,116,62,32
2635,131,49,22,32
2636,243,69,22,32
2637,492,438,311,32
2638,690,610,413,32
2639,194,62,22,32
2640,155,49,13,32
2641,112,19,5,32
2642,107,27,3,32
2643,113,30,8,32
2644,121,42,10,32
2645,155,43,11,32
2646,153,46,11,32
2647,120,22,5,32
2648,344,141,68,32
2649,305,190,113,32
2650,162,41,11,32
2651,375,186,95,32
2652,180,55,16,32
2653,125,39,12,32
2654,183,58,23,32
2655,164,57,23,32
2656,108,30,8,32
2657,179,61,26,32
2658,175,59,15,32
2659,180,54,25,32
2660,123,35,15,32
2661,147,57,16,32
2662,128,37,7,32
2663,161,42,11,32
2664,117,30,11,32
2665,264,105,47,32
2666,132,39,14,32
2667,117,37,13,32
2668,112,27,11,32
2669,231,84,38,32
2670,123,33,7,32
2671,439,387,254,32
2672,432,192,106,32
2673,126,24,5,32
2674,121,36,16,32
2675,306,136,71,32
2676,137,40,13,32
2677,178,62,22,32
2678,113,35,6,32
2679,167,70,27,32
2680,105,20,7,32
2681,204,82,29,32
2682,113,42,6,32
2683,184,73,26,32
2684,135,54,25,32
2685,104,35,11,32
2686,164,37,14,32
2687,152,48,18,32
2688,141,63,21,32
2689,553,464,253,32
2690,134,52,13,32
2691,115,29,11,32
2692,120,36,6,32
2693,177,56,28,32
2694,124,25,15,32
2695,461,426,314,32
2696,159,21,9,32
2697,122,34,12,32
2698,102,31,10,32
2699,263,89,47,32
2700,109,26,2,32
2701,451,374,222,32
2702,171,35,10,32
2703,251,88,47,32
2704,101,36,12,32
2705,432,237,151,32
2706,212,57,17,32
2707,201,51,28,32
2708,129,34,10,32
2709,143,59,28,32
2710,456,384,242,32
2711,123,45,19,32
2712,125,28,4,32
2713,127,33,10,32
2714,109,40,8,32
2715,256,106,56,32
2716,116,32,10,32
2717,114,32,11,32
2718,181,62,26,32
2719,109,31,10,32
2720,209,87,31,32
2721,110,35,6,32
2722,115,43,9,32
2723,104,27,10,32
2724,131,44,16,32
2725,141,38,13,32
2726,150,53,17,32
2727,349,213,115,32
2728,179,66,20,32
2729,214,43,14,32
2730,292,161,88,32
2731,601,514,303,32
2732,113,26,7,32
2733,214,83,30,32
2734,765,716,536,32
2735,279,92,34,32
2736,196,80,26,32
2737,241,106,47,32
2738,430,220,113,32
2739,284,149,72,32
2740,167,67,28,32
2741,116,26,4,32
2742,216,90,27,32
2743,278,121,44,32
2744,124,43,9,32
2745,116,31,9,32
2746,101,27,4,32
2747,228,62,23,32
2748,121,38,20,32
2749,239,103,39,32
2750,810,767,607,32
2751,141,38,15,32
2752,136,55,15,32
2753,325,147,99,32
2754,232,86,35,32
2755,626,570,348,32
2756,225,82,26,32
2757,111,26,7,32
2758,121,37,12,32
2759,112,36,9,32
2760,100,25,7,32
2761,118,36,6,32
2762,152,49,16,32
2763,102,39,19,32
2764,148,49,15,32
2765,132,44,20,32
2766,118,40,20,32
2767,246,84,30,32
2768,127,37,20,32
2769,131,46,15,32
2770,133,55,17,32
2771,115,39,7,32
2772,201,90,22,32
2773,173,47,12,32
2774,172,67,35,32
2775,158,41,9,32
2776,127,36,15,32
2777,392,197,113,32
2778,111,22,5,32
2779,129,36,9,32
2780,393,180,99,32
2781,164,43,8,32
2782,108,20,7,32
2783,133,48,18,32
2784,101,38,16,32
2785,129,49,26,32
2786,117,25,9,32
2787,108,35,12,32
2788,164,45,19,32
2789,212,85,33,32
2790,126,30,12,32
2791,105,54,24,32
2792,160,48,21,32
2793,127,47,14,32
2794,115,26,4,32
2795,151,56,22,32
2796,552,497,334,32
2797,157,34,13,32
2798,156,51,14,32
2799,133,42,12,32
2800,334,155,84,32
2801,107,32,9,32
2802,197,76,32,32
2803,133,49,18,32
2804,138,39,16,32
2805,346,159,77,32
2806,123,21,5,32
2807,106,34,15,32
2808,107,12,3,32
2809,128,32,5,32
2810,562,510,320,32
2811,159,50,15,32
2812,108,42,11,32
2813,108,30,8,32
2814,122,38,16,32
2815,111,33,13,32
2816,105,27,7,32
2817,159,53,16,32
2818,116,49,18,32
2819,159,47,15,32
2820,323,119,52,32
2821,107,28,13,32
2822,503,440,234,32
2823,171,53,19,32
2824,119,22,13,32
2825,179,52,17,32
2826,249,95,30,32
2827,321,133,66,32
2828,107,27,10,32
2829,210,75,26,32
2830,226,91,34,32
2831,219,73,22,32
2832,379,193,98,32
2833,102,14,4,32
2834,133,53,21,32
2835,139,35,8,32
2836,112,31,9,32
2837,185,80,27,32
2838,174,72,32,32
2839,116,32,6,32
2840,184,68,16,32
2841,127,43,13,32
2842,115,25,9,32
2843,205,67,19,32
2844,192,52,19,32
2845,108,41,10,32
2846,150,69,32,32
2847,360,187,104,32
2848,106,42,13,32
2849,458,367,225,32
2850,691,617,384,32
2851,429,230,107,32
2852,131,50,21,32
2853,121,32,8,32
2854,144,44,16,32
2855,108,38,13,32
2856,107,31,5,32
2857,4091,4091,4091,32
2858,137,38,12,32
2859,128,52,19,32
2860,143,52,25,32
2861,169,48,18,32
2862,161,36,13,32
2863,288,74,36,32
2864,128,44,14,32
2865,889,812,571,32
2866,132,45,13,32
2867,408,197,99,32
2868,104,19,3,32
2869,188,56,15,32
2870,148,42,13,32
2871,111,35,13,32
2872,120,30,6,32
2873,423,229,145,32
2874,107,33,13,32
2875,138,27,6,32
2876,278,122,55,32
2877,137,33,11,32
2878,1022,945,734,32
2879,179,70,20,32
2880,282,129,63,32
2881,184,68,26,32
2882,207,66,23,32
2883,127,35,12,32
2884,118,28,7,32
2885,108,22,8,32
2886,118,25,11,32
2887,107,44,20,32
2888,653,586,363,32
2889,155,58,22,32
2890,124,40,10,32
2891,189,80,40,32
2892,565,408,185,32
2893,109,42,16,32
2894,102,28,7,32
2895,621,507,264,32
2896,109,39,9,32
2897,111,32,9,32
2898,136,41,14,32
2899,100,32,11,32
2900,126,44,10,32
2901,110,29,3,32
2902,130,50,18,32
2903,245,109,47,32
2904,137,45,16,32
2905,115,24,7,32
2906,465,378,223,32
2907,179,75,31,32
2908,247,79,31,32
2909,111,34,12,32
2910,115,36,9,32
2911,118,17,8,32
2912,250,106,48,32
2913,190,34,9,32
2914,140,42,15,32
2915,595,502,279,32
2916,108,45,21,32
2917,174,46,9,32
2918,187,69,27,32
2919,140,39,15,32
2920,102,29,7,32
2921,108,46,12,32
2922,103,31,6,32
2923,113,30,6,32
2924,106,33,9,32
2925,117,41,15,32
2926,228,92,42,32
2927,138,37,13,32
2928,100,34,9,32
2929,168,43,14,32
2930,208,75,20,32
2931,108,21,7,32
2932,113,42,9,32
2933,202,67,20,32
2934,154,50,19,32
2935,119,33,6,32
2936,104,40,14,32
2937,210,59,24,32
2938,204,69,33,32
2939,114,52,26,32
2940,469,402,262,32
2941,108,32,9,32
2942,140,46,15,32
2943,127,42,14,32
2944,232,89,46,32
2945,1153,1087,911,32
2946,129,62,32,32
2947,129,46,13,32
2948,102,29,7,32
2949,126,25,10,32
2950,136,40,21,32
2951,146,42,13,32
2952,122,33,15,32
2953,124,29,9,32
2954,201,70,29,32
2955,111,40,16,32
2956,165,78,39,32
2957,111,35,11,32
2958,129,38,11,32
2959,143,45,19,32
2960,113,32,10,32
2961,163,56,21,32
2962,111,27,9,32
2963,136,43,15,32
2964,1217,1140,911,32
2965,169,63,27,32
2966,116,37,15,32
2967,256,81,39,32
2968,148,62,34,32
2969,194,56,17,32
2970,107,44,20,32
2971,874,832,651,32
2972,181,76,28,32
2973,1555,1546,1521,32
2974,204,93,48,32
2975,116,30,11,32
2976,109,27,8,32
2977,169,36,16,32
2978,100,38,16,32
2979,112,37,9,32
2980,492,428,301,32
2981,105,31,14,32
2982,231,98,36,32
2983,240,54,21,32
2984,126,35,8,32
2985,212,78,46,32
2986,110,38,12,32
2987,118,28,9,32
2988,141,41,10,32
2989,132,51,15,32
2990,222,58,28,32
2991,300,142,71,32
2992,108,37,7,32
2993,288,115,58,32
2994,106,25,7,32
2995,116,39,14,32
2996,111,39,16,32
2997,106,36,11,32
2998,196,60,24,32
2999,200,57,19,32
3000,101,35,10,32
3001,112,38,4,32
3002,120,40,15,32
3003,188,62,25,32
3004,108,28,2,32
3005,138,55,16,32
3006,181,54,17,32
3007,108,37,15,32
3008,159,73,32,32
3009,136,23,2,32
3010,106,29,10,32
3011,132,50,20,32
3012,131,38,8,32
3013,106,32,9,32
3014,147,35,8,32
3015,111,28,6,32
3016,177,61,11,32
3017,168,55,16,32
3018,132,36,16,32
3019,362,171,98,32
3020,131,43,14,32
3021,531,470,279,32
3022,123,35,12,32
3023,107,35,15,32
3024,378,225,125,32
3025,660,601,428,32
3026,109,16,2,32
3027,101,47,16,32
3028,196,66,28,32
3029,109,28,13,32
3030,236,85,39,32
3031,101,30,7,32
3032,288,101,34,32
3033,1119,1035,760,32
3034,100,26,2,32
3035,156,60,19,32
3036,171,58,19,32
3037,112,20,7,32
3038,104,32,20,26
3039,110,20,6,32
3040,105,34,6,32
3041,104,21,12,32
3042,303,129,78,32
3043,118,32,12,32
3044,152,50,14,32
3045,199,75,36,32
3046,192,58,14,32
3047,163,62,23,32
3048,116,52,17,32
3049,111,23,7,32
3050,333,119,71,32
3051,231,75,32,32
3052,166,55,32,32
3053,212,86,35,32
3054,111,41,12,32
3055,129,35,9,32
3056,126,43,12,32
3057,102,32,8,32
3058,120,32,8,32
3059,137,46,14,32
3060,342,158,93,32
3061,110,55,21,32
3062,106,28,8,32
3063,128,38,14,32
3064,141,47,12,32
3065,141,36,15,32
3066,124,41,15,32
3067,128,36,24,32
3068,170,73,25,32
3069,146,68,24,32
3070,156,49,16,32
3071,112,33,11,32
3072,117,24,5,32
3073,132,37,11,32
3074,117,25,13,32
3075,361,177,86,32
3076,212,65,15,32
3077,129,31,9,32
3078,164,68,28,32
3079,175,55,14,32
3080,193,71,24,32
3081,130,28,7,32
3082,157,74,24,32
3083,195,75,27,32
3084,115,34,10,32
3085,126,58,26,32
3086,109,35,14,32
3087,211,86,31,32
3088,110,33,11,32
3089,132,49,16,32
3090,136,28,8,32
3091,112,28,10,32
3092,107,25,6,32
3093,144,49,12,32
3094,252,123,59,32
3095,166,42,10,32
3096,102,28,13,32
3097,117,28,13,32
3098,309,107,44,32
3099,193,77,36,32
3100,107,38,11,32
3101,139,37,9,32
3102,100,33,8,32
3103,132,28,10,32
3104,139,47,25,32
3105,192,63,16,32
3106,109,44,12,32
3107,451,384,267,32
3108,128,51,16,32
3109,115,35,14,32
3110,100,27,10,32
3111,138,58,22,32
3112,130,47,12,32
3113,105,35,21,15
3114,513,456,296,32
3115,189,53,18,32
3116,379,196,104,32
3117,685,610,413,32
3118,268,137,64,32
3119,620,534,331,32
3120,178,52,18,32
3121,701,631,396,32
3122,119,37,12,32
3123,172,48,16,32
3124,131,31,10,32
3125,106,30,8,32
3126,231,66,26,32
3127,124,47,18,32
3128,235,93,32,32
3129,250,108,49,32
3130,194,64,19,32
3131,110,30,12,32
3132,109,37,13,32
3133,220,75,35,32
3134,110,20,6,32
3135,306,134,66,32
3136,143,41,10,32
3137,170,45,13,32
3138,173,42,22,32
3139,128,40,10,32
3140,129,39,7,32
3141,117,29,10,32
3142,100,29,7,32
3143,117,39,20,32
3144,285,97,45,32
3145,174,56,21,32
3146,261,96,49,32
3147,153,63,26,32
3148,121,39,8,32
3149,143,52,25,32
3150,141,45,16,32
3151,107,32,10,32
3152,164,78,22,32
3153,170,61,18,32
3154,275,114,54,32
3155,134,38,16,32
3156,163,62,28,32
3157,109,24,4,32
3158,154,63,23,32
3159,128,38,11,32
3160,102,19,5,32
3161,239,84,28,32
3162,153,53,23,32
3163,100,27,8,32
3164,119,40,10,32
3165,110,32,14,32
3166,124,56,20,31
3167,110,26,4,32
3168,206,82,33,32
3169,922,819,609,32
3170,118,27,11,32
3171,165,74,30,32
3172,174,66,13,32
3173,291,141,60,32
3174,106,29,10,32
3175,175,57,21,32
3176,370,184,109,32
3177,137,43,12,32
3178,124,27,8,32
3179,116,37,9,32
3180,115,42,13,32
3181,120,33,6,32
3182,108,29,9,32
3183,140,32,7,32
3184,497,436,283,32
3185,112,23,7,32
3186,139,55,19,32
3187,461,401,261,32
3188,216,96,42,32
3189,279,105,57,32
3190,110,16,9,32
3191,111,35,12,32
3192,111,40,19,32
3193,106,33,10,32
3194,154,59,15,32
3195,117,26,10,32
3196,196,77,29,32
3197,100,18,5,32
3198,126,37,14,32
3199,100,28,13,32
3200,108,37,12,32
3201,163,53,26,32
3202,301,114,48,32
3203,128,45,10,32
3204,124,30,11,32
3205,117,38,22,32
3206,198,74,30,32
3207,102,37,10,32
3208,133,46,14,32
3209,134,38,6,32
3210,1383,1341,1207,32
3211,330,142,71,32
3212,325,137,58,32
3213,111,42,16,32
3214,128,32,10,32
3215,109,27,6,32
3216,331,181,87,32
3217,156,34,13,32
3218,122,25,6,32
3219,109,27,12,32
3220,162,65,23,32
3221,114,12,6,32
3222,195,65,22,32
3223,115,36,9,32
3224,103,39,13,32
3225,230,88,34,32
3226,119,39,17,32
3227,107,33,16,32
3228,151,62,23,32
3229,1050,1001,861,32
3230,125,45,13,32
3231,330,155,84,32
3232,165,51,21,32
3233,123,31,8,32
3234,176,44,16,32
3235,134,49,13,32
3236,136,35,6,32
3237,102,25,5,32
3238,181,73,18,32
3239,124,50,31,32
3240,142,47,16,32
3241,118,20,6,32
3242,260,127,62,32
3243,566,474,242,32
3244,139,32,13,32
3245,147,73,34,32
3246,183,51,17,32
3247,124,48,25,32
3248,149,39,12,32
3249,110,37,13,32
3250,532,480,331,32
3251,119,41,11,32
3252,148,46,10,32
3253,390,191,118,32
3254,115,40,13,32
3255,155,25,14,32
3256,147,31,8,32
3257,118,40,14,32
3258,116,34,11,32
3259,120,23,8,32
3260,115,34,11,32
3261,176,79,25,32
3262,109,23,8,32
3263,107,26,2,32
3264,103,31,5,32
3265,1194,1117,987,32
3266,178,54,23,32
3267,272,111,54,32
3268,111,26,8,32
3269,100,12,1,32
3270,229,81,37,32
3271,153,51,22,32
3272,232,95,38,32
3273,253,92,43,32
3274,2622,2598,2524,32
3275,109,27,5,32
3276,104,32,11,32
3277,124,40,10,32
3278,106,45,19,32
3279,286,149,76,32
3280,405,212,129,32
3281,115,47,17,32
3282,148,63,32,32
3283,137,35,6,32
3284,202,84,37,32
3285,124,30,7,32
3286,111,31,6,32
3287,362,151,73,32
3288,102,36,9,32
3289,117,26,4,32
3290,141,33,13,32
3291,453,408,218,32
3292,569,493,302,32
3293,142,51,14,32
3294,125,38,8,32
3295,122,40,17,32
3296,142,33,11,32
3297,126,29,11,32
3298,158,75,28,32
3299,151,45,13,32
3300,189,70,29,32
3301,176,74,32,32
3302,146,29,7,32
3303,153,41,9,32
3304,120,43,11,32
3305,122,40,16,32
3306,790,722,524,32
3307,310,124,66,32
3308,146,54,20,32
3309,175,50,15,32
3310,110,42,14,32
3311,180,80,31,32
3312,127,35,15,32
3313,157,44,18,32
3314,192,68,21,32
3315,146,56,16,32
3316,106,28,6,32
3317,144,41,17,32
3318,167,48,22,32
3319,110,38,12,32
3320,255,157,93,32
3321,317,156,78,32
3322,109,1,0,26
3323,135,29,12,32
3324,139,42,16,32
3325,116,24,6,32
3326,168,38,15,32
3327,283,131,67,32
3328,277,132,80,32
3329,197,57,25,32
3330,106,39,12,32
3331,100,41,10,32
3332,124,46,20,32
3333,124,50,15,32
3334,115,31,10,32
3335,108,29,9,32
3336,207,82,24,32
3337,637,591,423,32
3338,107,21,7,32
3339,136,45,19,32
3340,131,37,10,32
3341,201,68,27,32
3342,113,46,15,32
3343,707,642,436,32
3344,332,156,77,32
3345,520,433,289,32
3346,215,71,24,32
3347,102,29,11,32
3348,121,47,16,32
3349,141,55,35,32
3350,114,32,10,32
3351,146,47,15,32
3352,186,63,28,32
3353,170,56,18,32
3354,117,49,25,32
3355,276,131,69,32
3356,101,16,4,32
3357,125,33,15,32
3358,139,47,23,32
3359,172,52,14,32
3360,122,49,11,32
3361,115,29,12,32
3362,130,33,10,32
3363,141,36,17,32
3364,166,48,16,32
3365,936,852,636,32
3366,195,83,26,32
3367,233,92,23,32
3368,150,30,8,32
3369,110,36,16,32
3370,103,33,6,32
3371,194,77,24,32
3372,146,29,12,32
3373,133,31,13,32
3374,178,62,21,32
3375,105,30,15,32
3376,109,23,6,32
3377,113,30,9,32
3378,111,48,18,32
3379,163,63,24,32
3380,216,53,25,32
3381,417,176,91,32
3382,101,33,14,32
3383,107,36,8,32
3384,396,220,117,32
3385,107,29,9,32
3386,119,50,12,32
3387,168,55,21,32
3388,356,195,117,32
3389,107,34,12,32
3390,498,415,230,32
3391,106,33,11,32
3392,547,485,296,32
3393,251,91,44,32
3394,578,523,365,32
3395,105,21,4,32
3396,123,29,8,32
3397,110,28,5,32
3398,100,29,8,32
3399,329,147,66,32
3400,1161,1029,759,32
3401,101,33,9,32
3402,126,42,16,32
3403,108,22,5,32
3404,122,56,24,32
3405,111,56,13,32
3406,221,71,34,32
3407,199,66,27,32
3408,120,27,15,32
3409,280,142,66,32
3410,332,155,81,32
3411,179,69,19,32
3412,275,118,52,32
3413,102,44,6,32
3414,150,45,19,32
3415,450,356,217,32
3416,155,49,9,32
3417,104,36,11,32
3418,197,74,34,32
3419,102,33,12,32
3420,116,31,9,32
3421,116,27,3,32
3422,108,30,8,32
3423,150,57,20,32
3424,337,220,152,32
3425,129,36,16,32
3426,250,120,59,32
3427,2739,2739,2739,32
3428,153,51,21,32
3429,529,465,278,32
3430,113,45,17,32
3431,133,36,14,32
3432,199,87,36,32
3433,327,151,97,32
3434,130,48,22,32
3435,153,47,20,32
3436,323,128,68,32
3437,155,40,12,32
3438,198,86,28,32
3439,141,43,7,32
3440,117,19,7,32
3441,111,25,7,32
3442,232,95,35,32
3443,121,34,7,32
3444,128,44,18,32
3445,133,30,9,32
3446,118,39,8,32
3447,115,35,11,32
3448,103,24,6,32
3449,142,59,20,32
3450,102,29,6,32
3451,1524,1509,1490,32
3452,122,27,7,32
3453,105,24,9,32
3454,198,99,28,32
3455,548,491,328,32
3456,151,39,13,32
3457,243,122,55,32
3458,100,29,6,32
3459,438,354,181,32
3460,489,421,251,32
3461,135,44,22,32
3462,134,41,11,32
3463,121,38,12,32
3464,123,33,2,32
3465,119,30,5,32
3466,108,33,9,32
3467,107,33,10,32
3468,449,394,260,32
3469,320,149,75,32
3470,146,56,22,32
3471,531,488,322,32
3472,130,37,7,32
3473,209,59,26,32
3474,117,34,10,32
3475,143,47,11,32
3476,115,24,8,32
3477,174,56,14,32
3478,197,72,39,32
3479,113,28,6,32
3480,464,396,226,32
3481,111,36,9,32
3482,179,73,33,32
3483,100,37,7,32
3484,202,64,23,32
3485,103,27,11,32
3486,261,130,61,32
3487,132,41,8,32
3488,129,57,22,32
3489,142,63,25,32
3490,217,62,18,32
3491,104,31,6,32
3492,174,49,16,32
3493,534,471,304,32
3494,116,28,8,32
3495,354,179,98,32
3496,113,45,15,32
3497,401,248,130,32
3498,401,209,100,32
3499,140,39,11,32
3500,231,92,33,32
3501,108,27,9,32
3502,111,19,4,32
3503,103,35,8,32
3504,235,95,39,32
3505,103,35,14,32
3506,117,22,9,32
3507,160,44,16,32
3508,119,34,11,32
3509,593,530,345,32
3510,571,493,284,32
3511,141,52,20,32
3512,131,34,10,32
3513,136,46,15,32
3514,135,55,19,32
3515,216,118,46,32
3516,101,16,5,32
3517,110,32,11,32
3518,140,72,37,32
3519,162,45,13,32
3520,309,149,80,32
3521,119,37,12,32
3522,144,86,35,32
3523,607,527,323,32
3524,390,150,66,32
3525,173,66,36,32
3526,199,83,35,32
3527,367,169,94,32
3528,104,29,11,32
3529,263,114,63,32
3530,127,40,16,32
3531,128,37,9,32
3532,141,46,20,32
3533,106,26,11,32
3534,276,150,83,32
3535,166,57,22,32
3536,265,102,43,32
3537,105,31,12,32
3538,125,36,11,32
3539,100,31,16,32
3540,140,35,11,32
3541,199,54,17,32
3542,108,29,4,32
3543,184,55,18,32
3544,147,30,11,32
3545,445,404,290,32
3546,121,16,4,32
3547,136,50,19,32
3548,171,59,19,32
3549,104,24,2,32
3550,106,43,5,32
3551,146,44,13,32
3552,119,39,14,32
3553,125,28,6,32
3554,134,60,22,32
3555,160,43,16,32
3556,108,34,11,32
3557,128,32,12,32
3558,166,51,16,32
3559,213,86,35,32
3560,133,44,14,32
3561,208,89,40,32
3562,109,36,9,32
3563,115,48,15,32
3564,614,566,420,32
3565,133,44,11,32
3566,219,31,14,32
3567,402,224,122,32
3568,105,38,11,32
3569,144,25,9,32
3570,109,50,22,32
3571,220,91,37,32
3572,160,55,23,32
3573,142,42,17,32
3574,393,197,104,32
3575,317,129,62,32
3576,164,54,19,32
3577,105,39,17,32
3578,431,266,163,32
3579,112,41,12,32
3580,186,69,24,32
3581,196,81,35,32
3582,133,45,21,32
3583,181,44,17,32
3584,146,39,18,32
3585,100,37,12,32
3586,262,132,63,32
3587,137,37,14,32
3588,110,36,17,32
3589,109,33,12,32
3590,158,55,21,32
3591,120,29,13,32
3592,100,40,15,32
3593,193,70,22,32
3594,312,150,104,32
3595,391,173,90,32
3596,107,46,12,32
3597,202,86,41,32
3598,330,133,66,32
3599,257,88,42,32
3600,410,201,112,32
3601,173,79,32,32
3602,299,140,65,32
3603,132,49,21,32
3604,103,21,9,32
3605,166,79,33,32
3606,257,97,39,32
3607,221,111,38,32
3608,184,57,15,32
3609,121,45,16,32
3610,292,162,107,32
3611,117,36,15,32
3612,139,46,13,32
3613,144,50,15,32
3614,136,40,13,32
3615,110,31,8,32
3616,214,64,20,32
3617,498,426,271,32
3618,172,49,23,32
3619,527,487,356,32
3620,105,24,7,32
3621,502,461,333,32
3622,140,39,14,32
3623,759,685,523,32
3624,384,220,124,32
3625,122,35,13,32
3626,124,34,15,32
3627,253,114,57,32
3628,159,62,30,32
3629,121,45,18,32
3630,120,24,5,32
3631,186,80,34,32
3632,104,44,17,32
3633,133,60,19,32
3634,154,60,22,32
3635,449,406,293,32
3636,103,37,14,32
3637,306,162,80,32
3638,137,40,18,32
3639,139,31,13,32
3640,237,87,33,32
3641,200,99,48,32
3642,177,48,21,32
3643,115,39,13,32
3644,159,41,19,32
3645,109,47,17,32
3646,129,39,8,32
3647,147,36,13,32
3648,101,35,10,32
3649,116,52,23,32
3650,148,48,17,32
3651,106,34,9,32
3652,356,155,74,32
3653,180,63,28,32
3654,377,177,94,32
3655,131,33,9,32
3656,106,18,4,32
3657,102,47,21,32
3658,125,36,4,32
3659,238,64,31,32
3660,244,76,30,32
3661,110,20,5,32
3662,198,83,32,32
3663,180,50,5,32
