uid,x_12_NLL_test,x_12_avg_mahalanobis_score,x_12_cov_stability_frob,x_12_cov_stability_normalized,x_12_intra_spread,x_12_kappa_profile,x_12_lambda_min_profile,x_12_mu_p_norm,x_12_n_profile,x_12_n_test,x_16_NLL_test,x_16_avg_mahalanobis_score,x_16_cov_stability_frob,x_16_cov_stability_normalized,x_16_intra_spread,x_16_kappa_profile,x_16_lambda_min_profile,x_16_mu_p_norm,x_16_n_profile,x_16_n_test,x_4_NLL_test,x_4_avg_mahalanobis_score,x_4_cov_stability_frob,x_4_cov_stability_normalized,x_4_intra_spread,x_4_kappa_profile,x_4_lambda_min_profile,x_4_mu_p_norm,x_4_n_profile,x_4_n_test,x_8_NLL_test,x_8_avg_mahalanobis_score,x_8_cov_stability_frob,x_8_cov_stability_normalized,x_8_intra_spread,x_8_kappa_profile,x_8_lambda_min_profile,x_8_mu_p_norm,x_8_n_profile,x_8_n_test
AE3RVPQUALI4HMJUOSE6YE4VVMUA,9.063481493809864,-12.29456839470975,3.4250613453582157,0.8696860971072765,5.453331690378406,6860.504974215278,0.0053838699574270165,5.962621187187116,159,151,7.628231642568915,-17.790965154646912,3.87523430801175,0.8750664934961432,6.0594897952404425,24853.509938730895,0.0018140031524199827,6.281784856553709,159,151,7.1880078571643,-4.141362545522407,1.2667105361596263,0.8836537792345213,3.4439674919383543,17.98906697739418,0.8050899583197035,4.443291346355194,159,151,9.724003071107312,-9.35339138994421,2.4811747913279545,0.9010284787828498,5.319078996467015,9742.075083505359,0.0035403311295410292,6.129562091645827,159,151
AE4ACJAS2JESKVSTFEGR77WFC2NQ,8.685957101900923,-11.081205112444952,6.275136260054982,0.717382421160683,5.20063646910247,5068.755820386193,0.006614829064729273,6.670136403946585,226,232,7.11989648548181,-14.985252730652974,8.707310507154203,0.6796482124281913,5.96722372025014,14760.2356133908,0.002930148330448096,7.255945559035321,226,232,7.111497133858389,-3.881509414590022,2.9294197807230717,0.7135534948630851,3.414880353437055,22.621447879717348,0.6321719036114521,5.055235444829545,226,232,9.220984931410246,-7.271572381162103,5.419628497755838,0.750879106499671,5.037855372125691,6445.428389218316,0.004901704899258335,6.980343390840046,226,232
AE4BY225FXPK32UJ5I67YPNQLIPQ,8.758674271217243,-11.98744128237167,3.280773490112368,0.7789360408648115,4.6337104665141045,4033.084459769096,0.006485328832625957,6.318033741889875,213,210,6.6686214044524075,-15.857278349127562,4.524357856203289,0.7354014244469631,5.0631420492103,14429.920558321744,0.00217933267248055,6.020554620702775,213,210,6.755800628107186,-3.6012916841669647,1.6882789412970645,0.7434006909671318,2.8788779718707196,12.49570399882876,0.829017233438743,4.563486758796819,213,210,8.746322123413226,-7.4449940966146775,3.456491263940035,0.7490373994544863,4.351442709077329,5529.938339543291,0.004285501847077888,6.122724958346033,213,210
AE4SBEJSCJAWM7CRKJDBQF3O7RGA,9.37267225375883,-13.328163680606645,2.6618917548423195,0.8589095544126841,5.038575489130645,4784.944934119129,0.006313180017772629,6.176329159298388,220,229,7.968001256182497,-17.764859839402575,3.7007773964549275,0.8365915081870714,5.628051806711629,15413.992336479878,0.0024741033104207217,6.18324949255188,220,229,7.283136502079154,-4.318353389373673,1.1348144400317755,0.8732147820906201,3.2543673199873027,16.61746613065728,0.7790667885135644,4.592461617905118,220,229,9.731934849420863,-9.024542477998969,2.3216261933477167,0.8858408189015313,4.980316387625996,6931.363981995937,0.00443005170262924,6.222534346953872,220,229
AE4XAONOTHWDUYQGLCZSHVJ4TP3A,10.37686846437954,-14.093807607783466,6.462397018925689,0.7537118096956068,5.703218118588203,5967.029341535384,0.006465967551997042,6.884519487403189,224,206,8.988045482792574,-17.84500614892575,6.751432800643294,0.7923154459436764,6.5573399598329285,17964.770301801796,0.0027947576791198555,7.461934602584893,224,206,7.300170666401066,-3.942128659373611,2.055931539386811,0.8266060851451941,3.6956602599159925,19.788760830789,0.8223092392282476,5.117619859290931,224,206,10.235588377054144,-9.154631144095108,3.242351362104574,0.879291087151752,5.649068609265568,8371.713746910764,0.004529406604741181,7.192822585391825,224,206
AE5HNX5HIVHJH734GBQBRKUMGYTQ,9.773814053614759,-13.322917698450633,4.154196665670198,0.8394727796063037,5.624678388459807,7224.7574417466,0.0053022404099531024,6.433408686021226,111,127,8.617168462430072,-19.38065250630035,4.2494125399525755,0.8595462001652565,6.158465712002498,24285.53806896871,0.0018789581623220527,6.596351664818425,111,127,7.263409631304981,-4.132267439349965,1.5113935052238492,0.8567023391975203,3.4994021799989032,18.352187776417406,0.8029635450925653,4.766550219141817,111,127,9.572126551700832,-7.5434183099436325,4.451445064592844,0.8328380947625414,5.649391209330722,7116.537893324171,0.005386183415147885,6.706515085918923,111,127
AE5IMGWRBJA7JQFBQTBK25HDYGVA,9.9021907912362,-14.65859513716645,3.29761827575121,0.7434803394304603,4.4238883038811165,4100.079675329822,0.0057221620205286155,6.589906005838834,198,227,8.136204663305467,-19.11295270412881,2.8141239676937158,0.7999130502966637,4.84684576454502,12460.099915400173,0.002211580457445498,6.492527357717656,198,227,7.163314659616506,-4.368363461018771,0.8059392229428929,0.8463223062814471,2.735523361050123,9.920744423919103,0.9169223628910604,4.916718311268214,198,227,10.081845817520835,-9.17204237527475,2.809268109919291,0.78325050757159,4.357863599260327,5086.437282502021,0.0045068391011777505,6.535713442872865,198,227
AE5INRAIGFDNXPWT5LNVJEEAAHBQ,8.727825984140475,-12.28180407089574,1.4329919027820692,0.8965470418565684,4.597284936064261,4017.860045518121,0.006153725200975919,7.0492556040217265,551,602,6.505963241168545,-16.931019292308186,1.6544058814339053,0.8972062925928184,4.902895583236742,12830.828271739898,0.00224204197125161,6.720120806477778,551,602,6.673854595282836,-3.8352327116793767,0.65885445014877,0.8894893055126366,2.718321387226615,11.22135709482275,0.8254594015747843,5.069930312677156,551,602,8.851109882435681,-7.686885472288635,1.3853066806161916,0.8974345169813137,4.401723437996837,4479.581586641,0.00514641884427784,6.731488857114926,551,602
AE5MYIUHLA3BAMM2MFJXJQN6UPRQ,7.178347351110771,-12.746855858906528,1.155949875885462,0.8672669979637593,3.7871180757848935,3602.531784908337,0.0045993905450609105,6.916793239939581,525,529,5.32142750655046,-16.441520601348195,1.2297848904440267,0.8761308471796965,4.200068302753233,12102.13264915946,0.001678587494590405,7.009737946749339,525,529,6.3134393075170765,-3.9441101374420673,0.5201819692005045,0.8632926931869639,2.380391565112039,11.265901500450662,0.5941170685023541,5.0864952716475385,525,529,8.042375287413668,-8.286467348691701,1.1214373442430396,0.8663566335940001,3.62800240132482,4313.940341146873,0.003583341053057928,6.978368333109466,525,529
AE5UVV7CEOPTGOGVKMICTYGYINCA,9.876924776320578,-14.03456230837114,5.529705642384721,0.8292236386607126,6.290637622335423,10823.527498729045,0.004325799031814771,7.063921865804386,119,115,9.320240561846331,-18.184420366212848,10.547899046382073,0.7813785868721252,7.544235052348175,32254.36933459308,0.0021196001226107654,8.170675933889374,119,115,7.328176644090352,-3.468504102200184,2.810667711762072,0.7898448582891944,3.8551558815560782,23.561602077001314,0.7714053344698639,5.7559109494197385,119,115,10.128805480531764,-8.444320177182185,5.977113800672396,0.8408199000762456,6.509391220522826,9063.91090560289,0.0056269532672093385,7.653487507457245,119,115
AE5VT32F7URDDGWM4KOVJ4LLBASQ,9.064105649817696,-11.793946596514015,1.7745443403940704,0.8891733798618454,4.837770369393621,4907.0257079618505,0.0057023930555457954,6.508078280556928,368,374,7.67926590337885,-16.338332573922862,2.3291757522496437,0.8515799466815797,5.0693310419098845,12506.49647159763,0.0024392055667316896,6.365811076216408,368,374,6.910179455353339,-4.059496062959331,0.4427851780131831,0.9267145980306039,2.8140980766033024,13.93310194186644,0.6935632462955094,4.816400636697083,368,374,9.57765472388343,-8.353474312082637,2.012769875988458,0.864155877459793,4.596006543782298,5922.25312101878,0.004344263973645266,6.573621203120213,368,374
AE5WIXDVVE4ELVZ3GTARNEEVOBKA,9.237754713940028,-13.283292552856018,4.976073674899935,0.7846005043439672,5.448885250981747,7113.900669125606,0.004913060149076756,6.240288522483035,278,256,8.387507267631932,-17.581457192992936,3.7087145691018324,0.8659687574404127,6.175441465770075,20994.88908512443,0.0021262873009380424,6.717267124819904,278,256,7.327542790864578,-4.1463997942168636,1.8002858829599238,0.8189689205015377,3.491369755354947,18.742029642449204,0.7621630193799124,4.714144940902673,278,256,9.776885696544266,-8.421686548863464,3.9351918054722166,0.8282586363202433,5.363322549745191,7376.411060210157,0.004637304685682147,6.489581086004615,278,256
AE6JXZ2HEEC3RLKQ23MI2JSCXSNA,9.29515489926338,-12.349794255627804,1.626792946573752,0.9333532172795796,5.392120592035368,4716.917954543755,0.007609108214419836,6.481043611542949,242,255,8.19226362828698,-17.74544893662496,3.120084641271934,0.895372675551119,6.165826446206132,19656.425380049368,0.002313767142021325,6.7823149748508165,242,255,7.326076617106443,-4.029575819714524,0.9467678143787721,0.9136322670407793,3.5370751899700705,17.721762969881013,0.8591516016576313,4.839723113352309,242,255,9.6166934851936,-8.056089521247383,1.7973506934924501,0.9234397878017434,5.258774201032678,6258.6623528787095,0.005453398305014269,6.616791817263015,242,255
AE6PSXRFBXPR4AHQKR2TQC56EKKQ,7.949146204235195,-12.374099720025793,1.3760033635741207,0.8930529646655456,4.2904951914947915,3968.993242416162,0.0055430880038500226,6.054483663430075,543,515,6.266682090280847,-16.771031061583894,2.012290519365087,0.8657177499736134,4.781609139870582,15703.202543245503,0.0017207452306807326,5.974045923721537,543,515,6.772457922316966,-4.020482488836993,0.4745720469096257,0.9240877466345085,2.8188327677134817,14.149506963395922,0.6820083885118003,4.4765807015591275,543,515,8.766763889702132,-8.621957263979967,0.9676842075936124,0.9174024881678472,4.084197028645615,5536.533977243373,0.003601276719118483,5.9621760497339755,543,515
AE6WU4SFOAVPE7A33RAHPQGCKR4A,8.68412601499357,-13.408028372806017,5.6348586202797595,0.6683181568128764,4.842938552944236,4368.487698105802,0.006130408517199854,6.175710974385951,104,109,7.283315208131511,-19.063263778337475,7.07844323613815,0.6872978212125234,5.68596234847874,22705.730409967673,0.0016174841894246311,6.977349858616494,104,109,6.795673458328581,-4.338764021419611,2.183325395567461,0.7253003892742287,3.0808318722057013,21.80894722843068,0.5071092296560996,4.680257257232069,104,109,9.26223735026734,-8.26415935931503,5.716962496875137,0.6681746410306036,4.849879216279907,6872.366092192591,0.003932909200993701,6.706284796655966,104,109
AE7QX327FYG2YS4OL27GBQABRRDQ,9.831476701015069,-12.793295877298542,5.718023993077358,0.7816568226291667,5.608952594691277,5919.003032104474,0.006431546592491807,6.9499405876035585,209,195,8.776470578520343,-18.771685547888183,6.470984803949271,0.7908383379074729,6.417039438530582,20391.897200790805,0.002363856063447023,7.34057985854963,209,195,7.3984600684601665,-4.710503690305071,1.2375452457735239,0.894097629268405,3.630122698792335,27.535164888055856,0.5687517326786683,5.054829639403003,209,195,9.944239633983694,-8.139575016665484,5.747688655722322,0.780833368779363,5.55702994974942,7270.441588060123,0.005192697664015624,7.082124491732766,209,195
AE7WDJBLIDV4PZNMNQ6E2ASAVUHQ,9.239108919534031,-11.796153518170273,6.990968406180421,0.71179537999005,5.479311525362811,5558.010739539621,0.006587405538927523,6.3377546361992,237,231,7.858036040815765,-16.619349763428193,6.128234215035869,0.7627822241300002,5.858659863400613,18946.32699892522,0.0022043717660008397,6.611563250230102,237,231,7.141131393969934,-3.8644274686203475,3.1557352975179582,0.6912626535889412,3.4480466000373426,19.354307197097768,0.7477369661306469,4.799310658451446,237,231,9.596029907052742,-7.684525898593558,6.672408702475058,0.7274571119012541,5.40350351541543,6733.863903922446,0.005349862474759129,6.654380610108377,237,231
AEAYK5TRLFC5J5MMW2VZ5UOVYJUA,8.654655081235266,-12.142769707840396,8.918171981399292,0.5185144640856896,4.881120262533291,5010.397879716959,0.006063865177778172,5.947207028099042,186,160,7.483982083146776,-16.972635364023795,12.312124496184303,0.4461685844216349,5.469541580681296,17858.11987262713,0.0021948347444181874,5.99367531861692,186,160,6.834715207561859,-3.80500483974771,3.2412662749694467,0.5427840271878774,2.864246741243849,14.664621000509658,0.734339574776072,4.432148301034491,186,160,9.365351088910199,-8.079535588343411,8.12508030673314,0.5604544035063602,4.8554762623202254,6548.969444618641,0.004592831427837412,6.1873238190760045,186,160
AEB2KGGJANOW27FHME4SJ3IIFGIA,8.623800947845684,-14.652821066408174,2.0979213295310615,0.8222431538803577,4.18272762029606,5364.200008878423,0.003852130854888054,5.9770550892568295,136,130,7.222383768257382,-19.06801363635679,3.7978257730022382,0.7254240689107099,4.693707978735762,14417.734055200595,0.0017942844867206167,6.210850099097627,136,130,6.761974778511897,-4.014168975112601,1.2824314366158696,0.7761294384940544,2.7725741335603025,14.039452436017651,0.6525161417645582,4.72559424127554,136,130,8.911635402852248,-9.334023742317976,2.277141216539725,0.8149061764055369,4.078535324772637,5627.4353079479315,0.0035781572162251335,6.237156934937377,136,130
