uid,V_u_A,n_A,n_B,chi_hat_B,chi_ub_B,C_B_LB
AHFGE4VXBOCPGICMJ2XZACGEJOAA,18,55,50,0.17551020408163265,0.5216738806020897,0.5360430080307526
AFKZESU3PTCQ2UVDBDSFVFTXBFNQ_2,43,342,362,0.09505517209715186,0.22370588929767857,0.8454371818233215
AHA67Q47N35BIULG2YNU7ZA3YEWQ,34,170,142,0.17660573369293778,0.38201608470665216,0.7939098197296279
AHDPI35VZ3SH2VZVGOYJS52LPVAQ,22,71,62,0.12903225806451613,0.43989641642529365,0.671460922933026
AEXQED3KRQKIMV6WOUKR3HJ5HKDQ,25,121,119,0.1575274177467597,0.3828607780833422,0.6875845557070162
AGPTDCDZJKJL2TCSX2FYL5MW33GA,19,61,48,0.15336879432624115,0.5066706172266469,0.5652484470288064
AGLOXQBIOUHGR3OQ3WSGE4NP2T2A,17,72,83,0.1063767264178666,0.3766851443748182,0.5933239636349488
AHSP5IKX6USXFMSHWDQMXSKAEJ3Q,23,64,56,0.16363636363636364,0.49073029256384154,0.619539725880391
AEX6GC25ANZIT36EQGUAJOGXCPLQ,46,208,201,0.13049751243781094,0.30357935069803943,0.8458086219866399
AGADEX5O4F3Q4BLG3VYHHKRARSDQ,23,57,46,0.10241545893719807,0.4633160398247274,0.43545181794224547
AEOUAVGSFJS53WXZT7ESMQT3VMSA,21,61,51,0.08235294117647059,0.4285166176969276,0.5437877861860005
AFRGJMSUHGKN6E36WF7NUXIQVXVQ,33,138,155,0.19539170506912443,0.39263676569741907,0.7788361094053667
AFUXD5ALWDRCHSXS4DGLVZAKS3IA,26,83,70,0.14409937888198757,0.4366610829257177,0.6880577657141058
AES77I2GEGGTHPYTW2YXN6T5VGXA,22,86,93,0.14446002805049088,0.399655276130227,0.6327575378013273
AELK42U6YCYLVSH6GQ2XODTAOSVQ,20,60,58,0.17906836055656383,0.5004732654369531,0.6513809084171851
AE2XQEA63DL66X2UUTRRF6LDEJRQ,27,83,92,0.10367892976588629,0.3588741778456224,0.5932243601969931
AG5AS6HFWYJ6SLDZEWGQE4NXF6AQ,23,68,68,0.08911325724319578,0.3859461609981332,0.4407244001888321
AHS4PZFYYBOPFTPEMD2NEQZ4LMIA,28,114,90,0.1400749063670412,0.3980900770473712,0.659332243606686
AHK22RUTPDKFZIFHCLL3NL765XCA,28,122,118,0.16123424598000868,0.38656760631659115,0.6851438012664333
AEA6O7PSMHO4VOKWAZOYOKKULRDA,20,56,55,0.13333333333333333,0.4664294863712607,0.5524023011875804
AFAGV3OYQR5AND4HEV3KPFX47NZA,29,103,91,0.08547008547008547,0.3434852561504155,0.7826182016466118
AEBA3PHX2IZXTOVI6XDGA3Y5UR7Q,18,51,56,0.19350649350649352,0.5206004224339714,0.619539725880391
AEXHGP5FTG3WZPUIVPEFZREQWFEA,18,64,66,0.15804195804195803,0.45933876497039605,0.6893748094698315
AGRC3JDXRCSSQ6TOMEB66Y5ORIYA,19,60,51,0.1192156862745098,0.46537936279496683,0.4814717134782744
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_2_2_1,39,328,295,0.17380375879165225,0.316559252950764,0.8516651460835212
AHUQHUKMW2VDHUHTAWQVVYYNER4Q,19,47,57,0.15726817042606517,0.4843620993535431,0.5854261082978505
AHCUI3MCE2AGX2HLG2YSWG3Z3OFA,24,63,49,0.10714285714285714,0.46044468004326283,0.5062850347520251
AGHETJ7PN7P2EEPPQZHFVHGV7TAA,34,162,169,0.12785291631445478,0.3167006842310265,0.774980932422412
AF2AHWFRYLISW4WNTUF6OSP3BBEQ,29,99,83,0.16103438142815163,0.4313427993851032,0.6891656999595097
AETQ662T5IP4NC524RTVV6ZWNOBQ,26,78,54,0.13067784765897975,0.4637740006969071,0.6072556800279818
AHDNBD6BXVJE7DUHN3HPT432WRDQ,36,127,134,0.1403882841431938,0.35184140422739385,0.8293658928765751
AGWUPUBODLPBDOKF7WR3NZLSQIXQ,26,115,93,0.15381019167835436,0.4090054397580905,0.64483514824908
AEXO6YBJHQZFPLVRQJI6VX7IJDNA,30,159,168,0.19881665240946678,0.38766442032603843,0.8393564600088979
AGSQN7QVGI3VRJO4LX6F5E63QJIA,17,51,56,0.10194805194805195,0.42904198087552986,0.619539725880391
AHX7REGI74RJYU6QNM6CHKH2L3SQ,33,129,118,0.11053165290453426,0.3358650132411167,0.7244026601808415
AF5TD2FIKGIYPODNQVRGRDQANF7Q,39,169,219,0.12358091407984584,0.2893632482598887,0.7916413101030059
AEHMQSTB6ESWFAT4AHROTV6M7VWA,20,58,64,0.08878968253968254,0.3947580363747846,0.6806664055141363
AGG4ORO3HU7EEFTG7JYP7IXZ7HNA,27,72,81,0.15185185185185185,0.42551826710745055,0.6393485662565761
AESXPFPYKPBWD4SLCAZRXX22GEZA,18,55,48,0.2322695035460993,0.585571326446505,0.6127797426714258
AHP3RMY24RUHJWKGGHY4XRXEA7TQ,23,68,53,0.125544267053701,0.4649856788757839,0.6225993137562401
AF5LSOLMFO3RQAH2LWPPWPYMNNWQ,29,116,129,0.1426841085271318,0.35903640635241746,0.7463686566892391
AGE2W3LSEPUMPDXXMMXOEDZ46GWQ,20,56,56,0.13506493506493505,0.46215886399241296,0.5592840534978557
AGMRNSQL6FRY5GP77GUBUIR2HVTA,18,56,49,0.22023809523809523,0.5735399181385009,0.6439191243642686
AHNQEGOLNDNC5IOKANIAOC7LW2GA,27,65,69,0.10144927536231885,0.3982821791172563,0.6496882251686545
AEM7ZR6X2YIN5CBPYQXQIEPTNYJA,27,64,49,0.10204081632653061,0.4553426392269363,0.5728493353252115
AEIYLNXFUY2EADFY736TIRBD4HGQ,23,61,65,0.1293269230769231,0.4352952769120252,0.6850802222918855
AEHV5QSASACDSTO62UXNRM3CIOIQ,19,63,45,0.07272727272727272,0.441738991779539,0.5654032452884457
AGMIT66KFFRGJFOVS3DKXIJ7VYGQ,29,112,106,0.13189577717879605,0.36964196630580376,0.78711883046281
AEOED2TZEJUJI7XNJWMP4S5I5TSQ,28,99,79,0.18760142810775723,0.4647541802857681,0.6601541857263991
AE3JHU5FFAHLLPFIDRTNY2ZTWNWQ,20,50,58,0.1572897761645493,0.4786946810449386,0.4807129862383597
AF54J6UBFYLCY5DW2KYQXLNMZPGQ,26,57,67,0.1388511985526911,0.4401480054811291,0.6232321927832387
AF5DN3WHPZKNRL5IEYBDTMNCVGDA,20,51,51,0.11372549019607843,0.45988916671653546,0.587296753724472
AGSNKFQ67XEX7JR3KMPUONRPNGYQ,42,185,156,0.11538461538461539,0.3113612058742016,0.727488884672485
AFUA5LQPDJOM6TDWTOLF6N74GUKQ,24,71,69,0.0959079283887468,0.3927408321436842,0.6496882251686545
AE3GOLU5565IGELCLCMXSDAJBHYA,17,51,55,0.1717171717171717,0.5048133247550991,0.7740858925478549
AHU5CEFMHIARA3FUDNNHQJTVKEDA,32,105,93,0.10261804581580178,0.35781329389553795,0.719886432360665
AE4IUAHJ4UGJM2AAHDDJYWQUPUWQ,22,63,48,0.14361702127659576,0.49691884417700144,0.5422702516062894
AG65BD5EVGIFAAFJEDYG5VMAO6FQ,34,109,99,0.17109874252731397,0.4183585114704976,0.7234060615874552
AGSM75HHGVYI263VKMFQMK6GJQ7A,39,270,261,0.13147656940760388,0.2832793836501395,0.8148512546145186
AEID2J5IAK3LDPXXEDHH4T3JV3VQ,32,97,93,0.1774193548387097,0.43261460291844583,0.719886432360665
AEJULOIIS2FOHJKRJK5JLXZDWFOA,23,75,58,0.1603145795523291,0.4817194844327184,0.6111913791378998
AEL77HR7DJEAEUFEHUHXS4ITQ3CA,19,51,61,0.11639344262295082,0.43239619965491044,0.5726190191204755
AHFEJ43QFE5M7F6HIK2FEXHTAIUQ,27,64,75,0.18126126126126127,0.46580605057057345,0.59881228183275
AGSGUQ5INR6QIZN5KFOFXHV3CFZA,17,53,56,0.1525974025974026,0.4796913315248805,0.5790110416470615
AHGGEBG6ULZ4CC4XTUVH7JCO2ZRQ,24,85,84,0.17412507171543315,0.4411961463269355,0.692535266943185
AF6VN3TUVQLOPONM5GPIG26BMHIQ,27,114,128,0.2157972440944882,0.43214954191977384,0.7727293741362439
AFSBZBYPM2DLIXKYS3WEQ6L3ZZGA,24,141,152,0.15650052283025445,0.3550390075509354,0.7132546365583605
AGD3WE6VAWDOBMVDUHA7WCTF4SQQ,24,91,82,0.16049382716049382,0.4308022451174454,0.7149453447474956
AGVXEMIIQ2S4N7TFU62FQASJJ6ZA,35,156,166,0.13179992698064988,0.3217819259235425,0.807408842889888
AEI77FRGYVNL3P7GNBBK76XHCU5A,30,131,128,0.11774114173228346,0.33409343955756915,0.6812275230258198
AGSTQ3JDGW2TZB5XKBF7PD2DJOKQ,24,111,121,0.12837465564738293,0.35182234801832657,0.7405578730655411
AFUL667IIU5H4NIVQXA55KA43DNQ,31,124,104,0.1816654219566841,0.4216867460716144,0.747386892385817
AG7ZV6UHNP2KF3CKTJ73KKZ2O3QQ,10,63,50,0.14204081632653062,0.48820449284698764,0.782455785388728
AHKYX34JVRX4ZPC6FKCYHDPQTW3Q,24,79,69,0.11295822676896845,0.40979113052390587,0.6496882251686545
AGKLWN6DDVBZBLGPZQMUJ4JPQZGQ,15,67,85,0.19299719887955183,0.46006827349105417,0.6682320895024849
AFAK7NZ77T2ZVYBFTUDUE6SA3O2A,25,56,54,0.08106219426974144,0.4141583473076688,0.6731462743700818
AG6WNZI5AD2JASG4KJ6XKCEB5YBA,23,82,86,0.14227086183310533,0.406218190685345,0.671732466705975
AGM6JHRSPOTBHVITWSUDXMUNEXWQ,23,50,53,0.11248185776487664,0.4519232695869595,0.6225993137562401
AFNIU5RTX74ILRYURZG7UGLYL2XA,24,69,76,0.14456140350877192,0.4253372212537625,0.5462961778644388
AGGYJDBFHKHKTL7YZ5QA4RYUZDTQ,22,54,51,0.1349019607843137,0.48106563730477075,0.6097335482929176
AEWFDRE37ICDKBMVGFPIC3VHE2CA,22,60,57,0.19047619047619047,0.5175701194036684,0.5659621115479826
AGEECCQF4MDXAP7RJDDPHK4U54FQ,42,206,192,0.12909031413612565,0.3057412255863285,0.7339505989445487
AGZS7H74UPZU746GOWUAJW6JLLTQ,21,76,94,0.16220544497826583,0.41467125364094776,0.6848540716250875
AFXQNAXCDTJ2SQDCNSM5ZGBKQJ7A,19,58,70,0.14865424430641822,0.4412159483501484,0.6709721213417411
AGKYAPJAIV6AKVK7MUVYNQB2RRNA,62,516,523,0.1514472209401991,0.2585821892336622,0.9151696181339649
AGX5BXNPC6S4RNAKL2MXQXWDKE2Q,24,62,58,0.12643678160919541,0.4478416864895847,0.6310897729801068
AEQ6P4YGW6NO3JICID7U73FG6HLQ,23,88,75,0.10810810810810811,0.39265289741742027,0.6136626560100116
AHZGQXTGR3WB6CQR3PP2TB2YPTUA_2,102,1242,1256,0.15079935036922373,0.21986652289674108,0.9245580735195511
AGNKIQAYLV52WEMBY3EPNECGQH6Q,21,57,56,0.15454545454545454,0.48163938347293245,0.619539725880391
AFL2ZDLKD6WRY5AG35RAWWKQTJFA,15,46,62,0.14754098360655737,0.4584051419673349,0.5786265732411264
AEDIMIXF5LZTNHLKWWJ3SDD3KVKA,27,130,138,0.1315984343594626,0.33996448188557,0.7706171657370843
AG3HIKXAMFBUKALTID3BGXXOS5NA,23,81,90,0.12659176029962546,0.38460693097995546,0.5731651791240617
AFSKPY37N3C43SOI5IEXEK5JSIYA,29,144,176,0.13883116883116883,0.32333702835730194,0.8108750225334246
AHNDQTIDT42KUEXE7PRP45ODX5IQ,21,64,76,0.15789473684210525,0.43867055458709586,0.6945197824656266
AEDB6ZCMWZFJNB4GJ32XNQSJLGEQ,27,67,65,0.16153846153846155,0.46750681537356364,0.4965838511973528
AFKX24ALWAPX366KX6DWTOBWLQAA,21,63,62,0.2004230565838181,0.5112872149445956,0.5609326986953191
AHU42PTRX7VJN2AFMA7HJZJINSQA,27,107,106,0.15381850853548967,0.39156469766249735,0.7634281522936759
AHUDLM6F46QJM4BSG55J2CKT65FQ,48,476,448,0.14663231064237775,0.26227747825716285,0.879698604734137
AH52JG5PBRVOSTGXB3ZR3JA4XEBA,16,60,58,0.14458560193587416,0.4659905068162635,0.6310897729801068
AGUIVHRS32TAIJJUNNJSZU2R3E6A,18,55,45,0.1595959595959596,0.5286076786482259,0.49315701273310825
AHPAXGZTH4KAGQHOWQ4SGU4BN23Q,43,223,227,0.15083232622509843,0.31365402341468995,0.8143137264870296
AHX6ND5IXNLLPE46BFRTFIWJWMGA,20,53,52,0.2096530920060332,0.5490945038281161,0.7103746943921843
AEQSZVLAFNQJY63SLGBVYWQM4IBA,24,65,51,0.12784313725490196,0.474006813775359,0.6097335482929176
AHMSVEFJC7AY76OCKWNTAIDUIM2Q,23,53,47,0.11840888066604996,0.47930946155357934,0.48880258191664555
AFVOZ4UNUZKEQ7GTQ3IHQY7PZ5FA_2,28,96,86,0.1575923392612859,0.42153966811352556,0.671732466705975
AECCAESAR6LXPJ2VJEPN64WPMNAQ,31,101,86,0.08454172366621067,0.3484890525184503,0.5556101513581007
AHGUFVDYHZT4GZVUGN3FSM4KS37A,25,84,56,0.11948051948051948,0.44657444840799737,0.7059560493937462
AF4DA6OA3GBNJPXYR66R5K77HI5A,16,55,55,0.17306397306397306,0.5061601261019004,0.47557989721527144
AFRPPMWZW3VMGQDIZMPHBQNTMULA,22,58,52,0.14856711915535445,0.48800853097743735,0.5512847671309347
AG2XUDCCLTNCSR4AEIZ4UHZRFOSQ,27,139,164,0.12240011970671855,0.31353703505588654,0.7613078147422009
AGQ3BYKSR2EWRBITM4CERV2MVJZQ,29,115,124,0.13939155520587465,0.3592057096106292,0.6808563924526507
AGVRVBSW33TUHVPWX63GSGYVZQ6Q,19,64,57,0.22055137844611528,0.5476453073735932,0.6669945733865204
AHEE76NDKZZRDPTCUKAVHI4OF6ZA,22,65,63,0.0855094726062468,0.3963736309670243,0.5159640709057707
AFWTHSFNTWL7APIKKGQZV2B745HA,27,82,90,0.14132334581772785,0.39933851649805785,0.6850314545027312
AEFUNDFXSJLROLIBSFW74D5527NQ,31,88,109,0.19707781175671085,0.4326123603569813,0.7581862393082528
AER5HOHRL6LSC45EWGEBOUWZGOLA,31,158,168,0.14535215283718278,0.3341999207537545,0.7737131905018008
AHG5YPN72JJQXCG7463HZYBFRZZQ,22,59,59,0.1309175920514319,0.45232249693182125,0.5787412193093191
AFU7OPCX5SYLPSLCFPGBVX7ZDS4Q,28,63,57,0.11090225563909774,0.43799618456657563,0.5279666876087183
AHDMZQISGLPO7NOH2JQP7SKPLBOA,22,59,60,0.103954802259887,0.41995755929184664,0.49539209759325087
AEB2IM7SDC6STXDK4X5WO5U4GN4Q,30,101,104,0.10474234503360717,0.3447636691485375,0.7241939158986619
AEW353QPPVIJ25MBCZTQCQ5PS7AA,20,89,81,0.26944444444444443,0.5431108597000431,0.6822020612220092
AELZDJ42ZTKWK3733KORAERLI2CQ,39,138,139,0.14878531957043062,0.357151367096538,0.7635160633312882
AFG4FX7JY6KEFFNXB2YGSIZ7HWHQ,20,66,65,0.14038461538461539,0.44635296921971745,0.648420469976933
AE5IMGWRBJA7JQFBQTBK25HDYGVA,39,229,196,0.15149136577708006,0.32633042511142407,0.8045574489835475
AEBFA4NDV7BFY73OSUHAZQRTLHYA,24,66,46,0.057971014492753624,0.41887159538028296,0.5023354776519451
AG4Z3BVEK6BL4CL266OLIT7YJFBA,26,63,39,0.17813765182186234,0.5752146212632243,0.5667804634445841
AF4MF2TEL724JVL42HY3LH2EZEOA,33,172,159,0.19457049597961945,0.3893027780762376,0.889354307480023
AG2TPA2OTHKAJ2EDMS4MSWVEYEVA,27,68,56,0.09805194805194806,0.42514587697942596,0.6617228619761635
AGF6TCJ5DIUYHXKWWLFKAY2HUIXQ,41,355,385,0.14949945887445887,0.2744105162636816,0.8918571656869116
AHLZVZPQ5TWJ6KXNLADJBDZAT7EA,79,1078,1119,0.12912596059924447,0.20233177815297568,0.9133886286828949
AFIDM7WD3YFJG5SKPRVCRV67V7EQ,21,50,83,0.20834557743167792,0.4786539953886295,0.778875432073065
AE64UFB76MUZT2F2V7TCAWRO6PEA,16,48,53,0.11973875181422351,0.45918016363630637,0.4401639576749542
AHUL5FEPPRSUNPUTXCLK45RMC62Q,21,65,66,0.12261072261072262,0.42390752953916067,0.6181835372734725
AF5EMKPOFEX5D46HRWSMFMT3CIWA,23,78,62,0.2157588577472237,0.5266230161080012,0.7976067791825407
AFKBVRDWS2ZPNM6EAEA2GRYRXFPA,39,230,238,0.1272559656774102,0.2859198266734416,0.8075867524453892
AHRACJKKRNEOQ2RXRL3LJUIJEHEQ,22,89,89,0.11159346271705822,0.3725241515962208,0.6430959020725315
AG7J2BQ42YTOXPDVY4T4JZWUDCRA,33,131,139,0.15014075695964968,0.35850680448575706,0.7464124240489096
AHAZPUWMQKVPWMNASKRRHX72I7SA,24,73,75,0.1783783783783784,0.46292316768769054,0.6286905822814648
AH7DWQWLE3J47LT53FQ76ILLLCTQ,20,66,59,0.12799532437171246,0.44940022925210177,0.5787412193093191
AGYDO6ECOZYYNUZNBEC7B4KIIUVQ,19,52,57,0.15538847117794485,0.48248240010542276,0.6052302873869578
AH2ZYDCH2AFZTWQTDL67LN6Y5W6A,22,60,50,0.21387755102040817,0.5600412275408653,0.6501699326619461
AGQNTP3WGCU4SXKGLQQU5S2LIJLA,31,156,156,0.21224152191894127,0.40821811240852746,0.7879090264648184
AGNXIANQRNMDLDHCR7BKD3B7LFSQ,18,52,53,0.21843251088534107,0.557873922707424,0.6448702362084395
AGZ2367HI7GZ5GRNZJFGG3VMPZLA,53,488,519,0.16628354200608536,0.2738313633449011,0.8912271416316805
AHPKWXPGOUOKHA4FRTPB7ICIMBAA,25,80,79,0.15060045439792275,0.42775320657593363,0.6169301902918163
AFJWRG6WWXKBY6FK36QZ6KTC4LFA,17,55,46,0.2144927536231884,0.5753933345107177,0.5492267292244446
AG4L2W6D57TWHR2OAS66DQLBR3MA,23,69,54,0.08525506638714186,0.41835121942506925,0.5057745431923907
AFWA4VQRZMFNYQDZZ44DIPKT7CHA,27,62,64,0.09722222222222222,0.4031905760573243,0.4738805598800518
AFSLMINZMMAJU7VPGFV5WTH2RZ3A,20,57,59,0.12741087083576855,0.4488157757161578,0.5976975571345595
AHWNFWQGIAREGP4GVHWXYBKWKSZQ,27,83,77,0.10457963089542037,0.385355448640411,0.6826004625304902
AF4I2VKLJG2HLYYJEVJP3KULCHEA,20,51,53,0.10740203193033382,0.4468434437524167,0.5379907055121395
AHMGXQ4SWFPAMMIL7HMV2B5JXRRA,14,57,78,0.14219114219114218,0.4193438943691531,0.5983245948043638
AGZ3HGFWWX3757NYOQL22RFG7J7Q,25,67,44,0.14482029598308668,0.5138320150353529,0.6642208855988465
AFGCUCPIKWCO4AAILF3H26QFAFUQ,23,65,69,0.16453537936913895,0.4613682831240764,0.7015891310648786
AETXTXQ43FDWUAGFI6LGCHIQPULA,13,107,103,0.20121835141823718,0.4435814024409924,0.7813223585307423
AFLLWVXPGCSBHCVVTEU4Y3B2GYQQ,29,165,139,0.13971431550411845,0.3480803630302258,0.7046889778261411
AHTIHA4JQEANT2PJ2L764YT5JBEQ,20,69,52,0.1085972850678733,0.4480386968899562,0.5725168389739189
AFYEU723DTGCA5ACI3HVQBWU5MDQ,17,49,68,0.16417910447761194,0.4610120082325494,0.6281509439985903
AHXBO4WJP7MRUNRXFGDL3KWYWPXQ,34,133,99,0.13193156050298907,0.3791913294461727,0.7234060615874552
AGEQJLCP2QYVN3FPPZXSSWDX2BPQ,20,47,53,0.17198838896952104,0.5114298007916039,0.5794774148253274
AFYJU4H5WNECL4AEREHBUGH5J26Q,24,73,79,0.10613437195715676,0.38328712413516763,0.5479259347518847
AFTMOD264DYR7HPFW6QPW6RFAL6Q,26,65,62,0.1253305129561079,0.4361946713168854,0.5609326986953191
AFRXIXRPZPJ2POZGDZGXH2HYMNMA,18,53,57,0.10964912280701754,0.43674305173449546,0.4730607857386236
AHCZED5BFUGQGCREBBYP4DSEMQJA,32,92,101,0.14138613861386137,0.386160821681943,0.6818821537411324
AEC6IZVI2NGFBCIYVD4X5MDGB6DQ_2,31,102,84,0.14802065404475043,0.41509172865625277,0.6646570157485501
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_1,38,183,185,0.14153936545240894,0.3219896558961736,0.819665708595091
AEQCZRWLHYXFS4QI6UEORJYM4BKQ,25,87,69,0.10059676044330776,0.3974296641982452,0.6666937095644937
AFFOH5RTT3P6QL2UIS4KHVPO3GWQ,20,66,54,0.11949685534591195,0.4525930083838393,0.5253792589868966
AECO2ZWV634CZOOCC7MQ23TC3GMQ,47,514,503,0.14299858221190784,0.2522468697996433,0.8902071802243953
AFH5HNVJKP7F6YKKZBP4ZRM7NTVQ,19,54,52,0.14027149321266968,0.47971290503475256,0.5725168389739189
AFIYJLRZHK7C4B5QSZAGSGZVVAJA,17,39,67,0.15829941203075532,0.45959621895919334,0.6755136027138984
AFLTPVLTS2QLWE35SQ2DOYUOLIRA,28,127,115,0.1870327993897788,0.41628529458575,0.7699908111700997
AEUHNC6V2H4RJ37GGR742EUZZUOA,18,52,51,0.09803921568627451,0.44420289220673154,0.5653272850383958
AHC5NT5TXPAUQHCHIVFZ4P3QWEYQ,30,74,68,0.10842844600526778,0.4052613497602052,0.662303804618508
AE2GZYIHR7J5P2RXNBGICKOVK6LA,15,54,49,0.0935374149659864,0.44683923786639207,0.44333669648137236
AFWZFWJVNKWBDPG2IO3WNXEQZVJQ,29,93,97,0.12736254295532645,0.37718465773377197,0.6817911198663763
AFXHLUY7QOZ325FN3H442SVNDMDA,26,106,99,0.19707276850133992,0.4443325374445235,0.7355833995284471
AHCY2AUSPYYA4C4H5ODIGIVQW4JA,18,59,43,0.14839424141749724,0.5260897772506405,0.5229205191797013
AGWYBTJM4LHS74LEIA27N2BYQ5YA,22,77,92,0.1533683707596751,0.4085636188394113,0.6912881595994984
AEK34YY7BEVRVHDLGZSTIHMHM72A,23,80,105,0.12307692307692308,0.3630982471918534,0.6603137917910977
AHAVVDFUPNWTGLACNX7FXDKNSAKQ,24,65,65,0.09278846153846154,0.3987568153735636,0.48075717537229073
AHFF34MUXMT65INX2CMPMHY3I7TA,14,49,54,0.2138364779874214,0.5469326310253488,0.6506689257222734
AGBF546BGRZAFFEIPWP3FIPE3F3A,23,53,55,0.17104377104377105,0.5041399240816984,0.6346560706163359
AFU67UH3Y737FHNGIEGFH5HBUWPQ,24,78,77,0.1302118933697881,0.4109877111147787,0.7299388345538895
AHMUT4NECOL57PONZ5IDTHOM5H2Q,20,49,67,0.23563998190863863,0.5369367888370766,0.8577470605967116
AFLYZHMSKHIH5M3WYCVGHI7TZUOA,22,68,76,0.17543859649122806,0.45621441423621867,0.6633617341517104
AGMBZZMJLRWPAXDBY2BONNXESVPA,24,75,71,0.14849094567404428,0.44105264971777447,0.5944395209651212
AEHVQEYFL5WYB5PC6CUCUJPZEJJQ,17,51,55,0.10841750841750841,0.4415136614554358,0.49434426168028306
AEDVEEUD4NZX7NYETDDN5N3HBJEA,80,738,748,0.1216452261810164,0.2111437141070895,0.8757848113139378
AHSEZYIM44F25UGBC6XPSGAUUBBQ,29,79,86,0.08727770177838577,0.35122503063062543,0.7271191347207885
AESCUI6VXJSHLUIO44Y5ERAHZE4A,30,142,164,0.14304952865479575,0.33418644400396375,0.7757307636095068
AFRIIXZFN6G47XNWDRESN4RT3UGA,19,61,62,0.1930195663670016,0.5038837247277791,0.671460922933026
AFQW3CD5IJTQWEWFXXRWLQNNGKNA,19,70,57,0.15538847117794485,0.48248240010542276,0.5279666876087183
AG2ALPFAOZDJ55V4WDSRTQR4GLWQ,24,83,92,0.11227902532250358,0.3674742734022397,0.6536439383809598
AEBD4EQFW4THUDUVAETCYTEDJU6Q,39,250,217,0.13044034818228367,0.29698842470124737,0.845250349616849
AH67QNDYAF5I7XGT55OSFK4ZWZDA,23,57,69,0.10059676044330776,0.3974296641982452,0.5841054594245085
AHQ4VAOPWBYUD3FUNK53CM6N77BA,24,107,112,0.10923423423423423,0.3405245694638045,0.7425118667547587
AEHM3SNZYPQT72AV2L3KF2SQ6E2A,77,624,594,0.16850914995940292,0.2689414189355489,0.8731275476695033
AG2KYQ7Q2HUUJJDQ5QNJ5VDDNYHQ,15,50,58,0.16333938294010888,0.48474428782049817,0.6310897729801068
AG3IOEGF2MNX7OC7JSUPYV2Z3ITQ,39,144,154,0.12333418215771157,0.3205792427860062,0.7620022566912918
AEW6MP4UK3A3VZEC2BDQN3DFEKRA,22,84,58,0.15789473684210525,0.47929964172249456,0.715084742455897
AHLAFGAYRM6P5V2ZPCAQHUHJF6ZQ,30,96,87,0.12162523389468057,0.3855725627469202,0.7442033681505633
AHFUOAHL6VL57NG6C5OMSBVVH5RA,20,51,59,0.11279953243717125,0.43420443731756053,0.5787412193093191
AFVMDYUBLUG5UUET4DW44SA4OM3A,16,58,54,0.13626834381551362,0.469364496853441,0.8260399213362408
AFNI2C3GRBCPIQOT3H66FUQYRPJQ,33,92,89,0.08529111338100102,0.34622180226016364,0.593208028445146
AFKYO43G5H3CT7ZVLIBWQW5DUDNA,21,50,59,0.17533606078316774,0.4967409656635571,0.7194414023008631
AFGILDAOESUJX3BCUY533G2ZZ5FA,20,55,71,0.1517102615694165,0.44427196561314664,0.6751431804133872
AENEBO2ESDZSB3GSHROPTRBAN2VA,33,154,144,0.14588189588189587,0.3498607984386306,0.6827665655899493
AHD5FXGYTDXMFJKTMQ4BINV5SG5A,20,55,53,0.19230769230769232,0.5317491041297752,0.6676864852114199
AEL6K4LBMCUFFYE27NG3DWZMV2ZQ,30,98,100,0.15373737373737373,0.3985120568054554,0.7022248183962722
AGR7754BCGDRLYBG47FPUV5LF7ZQ,34,138,153,0.09296525627794977,0.29150374099863074,0.7528322052749497
AHIYDVWOJNUPCTAMT4RB43P473JA,20,53,54,0.12299091544374563,0.456087068481673,0.5253792589868966
AEGHFEHDKRBBJKOC4VDKBBSGVHDA,16,48,55,0.11313131313131314,0.4462274661692405,0.5524023011875804
AELADMN45VGEJ7XYNZFIHRVMEJ4Q,40,125,105,0.11355311355311355,0.35357443766804386,0.7153111854403504
AHE2JHVJEQAFTJVE5RWEYBYJQUBQ,20,58,49,0.11649659863945579,0.46979842153986145,0.38352024265810175
AGM26HADKCZCTJ6Q64PRL2TQRTUQ,28,102,120,0.16904761904761906,0.39249531141856264,0.6995487133971237
AEXHQUNUGGXB4VZG3HB6GFU2FCDA,20,50,50,0.10693877551020409,0.45310245203066113,0.5145999324265984
AF7AZHZYMJA3HX76DCBRWLYSV64A,27,65,58,0.14761040532365396,0.4690153102040433,0.5724451086946694
AG4LYEIO3K6VCMTRFVYTTQI2TGWA,29,102,89,0.16292134831460675,0.42385203719376935,0.7083513179584109
AGODPCBFEQIVP5IXCBODQQHHDTUQ,20,81,74,0.14661236579044798,0.43115715509976016,0.6710018905837396
AEUOFJ7IEGXHNGNVGLC4BQQ7XOIA,35,112,111,0.13972153972153972,0.3731050428214021,0.7189117554346378
AF4LDZM3ZB3BISP6ZDDXMVEZDL4A,25,55,50,0.08816326530612245,0.4343269418265795,0.6262770761129544
AGPGHXWBOK3TRJU7WACF5AAYBBVQ,22,71,66,0.18974358974358974,0.49104039667202776,0.7270624891750462
AEESMMTHKZCT2BBJNQ552MGSQ7ZA,30,109,126,0.1726984126984127,0.39076103198339796,0.7597184782112866
AF5OFZXBBKPHYIPULJVLJI5UITFA,27,108,97,0.1879295532646048,0.4377516680430503,0.8227294529675553
AEP5ABC7N2Q334JAL2OVM3KGKQTQ,26,95,86,0.11080711354309165,0.3747544423953313,0.5310390345847196
