uid,V_u_A,n_A,n_B,chi_hat_B,chi_ub_B,C_B_LB
AFQVCWWD7BEUS6YTHTDLCTLWFIBA,41,168,153,0.14637082903336773,0.34490931375404876,0.8670814605413173
AEJOYSPMLMXZBI7F4XP2LF2TK3CQ,22,52,53,0.17126269956458637,0.5107041113866693,0.6008167150976835
AG4NCQHIFFYHXXDZEYE4PEFVA5DQ,35,126,97,0.13810137457044674,0.38792348934889226,0.7059014479902656
AF7BG2NE2SR2QAXCRW7TKYFW5I6A,26,81,73,0.1449771689497717,0.4334468993834859,0.7164657374470177
AG2LPAOPEDJQZBIZX65L7QVSAHDA,27,55,45,0.10303030303030303,0.4720420220825693,0.5167086665954705
AE7ONXWBLUX652N6OQUSJSL653GQ,17,79,101,0.14613861386138613,0.39091329692946775,0.6592487204781994
AFCMONQZTRUTDG6AETEXBRVA47IQ,42,215,188,0.15155307771077484,0.33007336303390267,0.876633538389793
AFRWPHO6IL5LW4RGGHBM23HHDMFA,22,87,70,0.1784679089026915,0.47102961294642165,0.7054515876121217
AEYEUF2RKNRZHFQONGVF7SHZKWJA,19,55,64,0.1259920634920635,0.43196041732716556,0.5060759246234976
AER6II7VS3FHCWLZZTNXHXBZCMEA,17,73,72,0.11032863849765258,0.3987983689313668,0.49551096325019983
AE6H2P47PDD47Q4KJAPDHKTVTAWQ,16,70,59,0.13793103448275862,0.4593359393631479,0.656624835397579
AHJZPHBEQY7LOHJN56LUBYXGOWSQ,28,104,105,0.12490842490842491,0.36492974902335523,0.6389458379699053
AGI7Q34LZXOCFJ5HKAPWQOJTRQSQ,23,56,51,0.0784313725490196,0.42459504906947665,0.5653272850383958
AHSGFDWZPO4EBZXPA4ONTLKFWETA,24,82,79,0.13339824732229796,0.4105509995003088,0.6311696079429963
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,15,51,55,0.1595959595959596,0.492692112633887,0.5723986032921584
AGCTA5FTMXTM42RIG3JUZCYJ3XSQ,8,50,55,0.232996632996633,0.5660927860345604,0.7488383118450554
AF2VHDDPCPACXHHN7B6TTAFSPYOQ,20,52,50,0.18285714285714286,0.5290208193775999,0.6501699326619461
AEMRDONNNZBO5PQ2HEFXCB6HREDQ,20,49,60,0.17175141242937852,0.48775416946133815,0.5848581866522475
AGGLWPPVEYPUYVDVXWNRACAQIPAA,20,55,51,0.10980392156862745,0.4559675980890845,0.587296753724472
AEMGLNAYIQXYCL5QC222GDNFOQMA,23,69,69,0.11636828644501279,0.4132011901999502,0.6666937095644937
AEWYJHC343CEBQA4D2NYEXWEMMBA,28,106,120,0.1280112044817927,0.35145889685273635,0.6995487133971237
AFLBMDZDIPCHMWWA7CXQXITPBJKA,24,100,109,0.1474685694869181,0.38300311808718857,0.7359334733300193
AGBW6HQDAQNXGB6XOXYEC6KMWSZQ,22,53,65,0.11826923076923077,0.4242375846043328,0.5786351893924526
AGQDXR3ZO6DYGPTJ22BGNKM6CZCQ,18,50,55,0.12255892255892256,0.4556550755968499,0.6784314580533164
AEBPXYZA7YGK5FLY5IC5XQ2RV34Q,19,52,71,0.12354124748490945,0.41610295152863963,0.5789279150766437
AHIWNCZZSLPVVHPPLCTJPLWTG7KQ,16,45,59,0.20280537697253068,0.52421028185292,0.5976975571345595
AFNY23C57HU5NMYS5T37EX2RNI3A,23,63,61,0.13333333333333333,0.449336090365293,0.6471738729373551
AEQHM6Y3TY5VYFG6SHGGXUA4XWCA,24,49,55,0.10774410774410774,0.44084026078203514,0.47557989721527144
AGCPEDYIF2QXKNLBIOOEKEHJ5V2A,29,101,102,0.11628809939817511,0.3586511504209303,0.6961152447541363
AFQJOI3SFAS5PBT2QVK5NYBW26TA,27,77,88,0.11363636363636363,0.37456705251552624,0.6266740890824605
AHOTRV7O3LMRFLM3D3AFTMUZQZUA,33,124,115,0.1635392829900839,0.3927917781860551,0.802805389867773
AFKOZVHBJBVDHY7BNYKA25EIUCUA,16,58,61,0.09453551912568306,0.4105382761576427,0.45215944826441873
AGEJ7CYCLW75IWZY3M74MRFW3CYQ,18,70,75,0.10774774774774774,0.3922925370570599,0.5841298828145445
AFU3OZVM7DT5BYNOSENWS5AF7D3Q,30,160,148,0.13017098731384447,0.3313745373857565,0.729266804036111
AFRHXT7JQYG6KQYNQ52DAVG2J4CQ,23,59,52,0.24283559577677225,0.5822770075988551,0.5512847671309347
AEKES7KPH7KJ4KKJKT7A7A4V5ZVA,24,60,55,0.1468013468013468,0.4798974998392742,0.6784314580533164
AFXFMZLAUHOG5OZQ47Q3X4OY55SQ,24,73,67,0.12935323383084577,0.4306500407592838,0.6232321927832387
AEBXCJZAQ577RFWTGV3LOU5I55NQ,27,53,61,0.15136612021857923,0.4673688772505389,0.5370436266583215
AH7D6JEGJBPOOYTEI6P2CLXMKNCQ,23,93,78,0.1655011655011655,0.4426539176791764,0.6562314609744706
AGW5RTGKZVYINWJK7KO7JCL45QBA,24,83,64,0.12351190476190477,0.42948025859700684,0.6619298827695084
AEOTWG667CGEIHYH33COIX53Y25Q,26,103,128,0.14419291338582677,0.36054521121111244,0.6812275230258198
AGZANVLLZFFMIRWCE4VTLEFK2ICA,26,81,83,0.12694681163679106,0.39725522959374265,0.6199744231267463
AFV22WB4XLGDNPIAQXH5LNSO4K4Q,23,62,62,0.13960867265996826,0.45047283102074576,0.5092898729037553
AHZT5X5DWMOS44PEHTQ555CMBFKA,23,60,64,0.15922619047619047,0.46519454431129253,0.6619298827695084
AFIIJTKBYPZW47HFORMJHZYVQIDA,18,78,54,0.103424178895877,0.4365203319338044,0.5253792589868966
AE2ISZUYUETFXQQU3GLBP46OEPTA,26,118,124,0.15997901914503015,0.3797931735497847,0.8059906884218813
AF3ZPSVGI7TKJLMLH5C7PR36TE4Q,22,69,73,0.11187214611872145,0.4003418765524357,0.6996760711234844
AECTQQX663PTF5UQ2RA5TUL3BXVQ,31,118,127,0.13035870516185477,0.34842132444684004,0.8003304128773447
AHBLQCK2VAXLH7YTETLY3R5NMFZQ,17,48,57,0.19736842105263158,0.5244623499801095,0.625402410586479
AEQQOEWHVJBBERGEYUTCTLY57ZMA,22,63,73,0.12404870624048706,0.4125184366742013,0.6042806809134385
AGVPTOCMRGSG6VLDI63SYQRPHXDA,17,52,67,0.20398009950248755,0.5052769064309256,0.557013177764826
AF6SH3CW7RGUQCQF3P3EHSTIBQKQ,37,180,186,0.16745132229003196,0.3469288278010333,0.7258641711781515
AELWQN5ALO4SNKDDGYXQOO5OAESQ,31,99,83,0.0934469585659712,0.3637553765229228,0.7328794636001876
AEDJRZNH4XDXHVSXYQOBNR4X2PAA,21,60,59,0.1636469900642899,0.4850518949446792,0.5057611592104926
AFWKPVOLEYTBZNW6FRJ4C4VJ76DA,25,64,68,0.16198419666374012,0.4588171004186775,0.7534115098741596
AH6XPUYACXKVDBFK4IV324V6UDZA,28,72,62,0.1253305129561079,0.4361946713168854,0.5609326986953191
AFIV4IDDEDQJGWIH4QOPVXBM4RUA,18,58,55,0.21616161616161617,0.5492577691995435,0.6134936628587425
AFJGIE7UPS7Z37UWF4OIBCHXEQLQ,20,88,99,0.13543599257884972,0.38269576152203333,0.7604083420072584
AHPJXSLDL4ZFGJEGEURFUAMZYVGA,26,70,48,0.12234042553191489,0.47564224843232056,0.433867544535409
AEKS4KRTVTUVDTWF5AE5JDKARA3Q,27,66,74,0.06293965198074787,0.34748444129006,0.5645002443920593
AFQ6DFTKAWHJTOBWJSBOCNLZH6QQ,19,108,107,0.16928231352495152,0.4070285026519592,0.6661218045924018
AFLOM6HXIM7CJECSEUDVO4I3JXBA,38,240,237,0.15264964599871272,0.31198439312026205,0.8018431575875591
AET3GRVVMHEXRXTSBFFWSY3HQEMQ,19,65,47,0.14246068455134134,0.5033612654388707,0.7395360432850288
AET6PG7VY34KJDBH2U2C2FHJL4TQ,27,77,98,0.1373869135282979,0.3846466824714815,0.6044781178027375
AHWLAJMDMMY3U64I5ISWYBVE3S7Q,26,109,108,0.12997577016268605,0.3655103187629565,0.7336657506767612
AHSJLMX6XBUJSJ4HKZQ7TXSMAA5Q,17,60,57,0.10839598997493734,0.43548991890241523,0.4730607857386236
AFX4KLMEDBLOCTDCNSG6HL73R6ZQ,22,78,85,0.1781512605042017,0.44522233511570397,0.6819472694878118
AHKTG5BKQKQSQZQZ63KNM7L53EYA,28,80,69,0.09121909633418585,0.3880520000891233,0.5682427607374647
AERDQD3WFTSIGCSDF6GGFCF5PPVA,37,202,199,0.1599411197401147,0.3338949123262231,0.7834941886874462
AF4G7X5CE2VHHBTTPM3Y22QUCZ2Q,27,89,80,0.1310126582278481,0.4046790734834468,0.7237104218669741
AGK7DEPABLFQZEYK6ZY4MD7EW53Q,47,188,190,0.1115566694514063,0.28913488864550474,0.830701885322535
AGOVLTNJALUJABLGZQTK6HUCKIKA,23,55,55,0.14545454545454545,0.47855069849247284,0.7011707459207333
AGWDLG2MSBLD5247MVETEVYXK6WA,25,62,41,0.15,0.537022756020495,0.6736947217233775
AHKSGEBEMDMPRIRPKPMILMO3DDSQ,21,58,50,0.13142857142857142,0.47759224794902844,0.5801946695959669
AHNKWCHSFDBX35B3EY6HNRBM5KNA,34,177,206,0.1265451101112953,0.2970877128675952,0.7962443909114486
AE5VT32F7URDDGWM4KOVJ4LLBASQ,49,362,380,0.13116233856408832,0.25672910154726647,0.8402416712861741
AEEHTDVCZHZ5G5YD37LJK3JPTOGA,37,143,119,0.08773678963110668,0.3130701499676891,0.8090606416379986
AECL7JJZHWTNAN2RWAMJEVUQSVLQ,16,52,67,0.15965626413387607,0.4609530710623141,0.5251435782400506
AGIDJMSMKVJIHG23IYLC7OX5NG4A,38,235,262,0.11114035857389372,0.262362662796205,0.8290927399953112
AEMDRXCB2CEAHDULSQBPKETWRCIA,20,53,48,0.14627659574468085,0.49957841864508656,0.5887352662263132
AGDHEVKQUYELZMDFFGG5UZF66JFA,23,85,108,0.1256490134994808,0.3611835620997512,0.6480897344623286
AHDXQCPXT6VYDEEZORX32ZIS5ZHQ,32,124,129,0.20142926356589147,0.41778156139117717,0.7743850698971615
AFFISBC4NXQ7B3S6ZYXBEMUVEMTQ,19,74,65,0.14807692307692308,0.4540452769120251,0.648420469976933
AHNS4IA3FTAYFENRMTJJ2XAKO7JQ,41,242,224,0.16523862908392056,0.3287855935476595,0.8388922395656515
AGZ2SJY5T7K22CPGLYIFZBBRTBXA,25,78,88,0.10945663531870428,0.3703873241978669,0.6523274187283872
AHRFTKKYKME7JFAYLW6GEGOAGKEQ,22,86,78,0.11821511821511821,0.3953678703931291,0.686288655265838
AEFELZWGKCM4FWBKEETRCVWKUYGA,25,92,78,0.12953712953712954,0.4066898817151404,0.733110637248447
AHLJJBY3MKF2NDJ56A2CDW2V52PQ,22,58,54,0.13626834381551362,0.469364496853441,0.6731462743700818
AEGXVCKJYG6A7ZIDP4MNR45XSKVQ,27,183,148,0.1350432064717779,0.33624675654368996,0.7609243021616744
AEAUDYX2GGJJYZ5GLKTG3UESI7WQ,18,59,50,0.14612244897959184,0.4922861255000489,0.47285202539791066
AERILPVOZA5OUHF3XWFWFB7EV6KQ,20,53,62,0.20200951877313592,0.5128736771339134,0.5786265732411264
AEA7GX2M4IUP4OTI7VFQ5QW35MGA,22,95,76,0.12385964912280702,0.4046354668677976,0.588969722966577
AHT5JNOJYQIE43OCNK2FY3I2P3GQ,24,64,76,0.17157894736842105,0.45235476511341166,0.7432263119949354
AEZ46SSKY4A7ESP3QNEZQRLA2Y5Q,20,70,51,0.07529411764705882,0.42145779416751583,0.5018827343627887
AHL47FCIM5NLRK4WSKMZL324GQLA,30,108,119,0.15838199686654322,0.38371535720312566,0.7364981050599494
AGMNCSMEST5JWV7BQF3GN56FRORA,20,66,54,0.16491963661774983,0.4980157896556772,0.5453077325986742
AE6ZY3SJW5ATJ6TR3R6HZQKB3FWA,16,50,52,0.1048265460030166,0.4442679578250995,0.47001439576473186
AF4QNP7565O67RE7CFPRZBS5D6LA,50,352,359,0.16495230388571605,0.2943197437194255,0.8639788646135371
AFDDELZUNQV2UKYDUHJ27QW3IBLA,36,140,163,0.12095735817617208,0.31327051179864823,0.752740576238649
AF6AHZOP3ARBRLR7M7BAFEYHMHDA,18,58,66,0.10675990675990676,0.4080567136883448,0.5675983150357731
AE2CSDOAQ3A3NNNHJPOYKXLUAOVQ,30,94,95,0.09182530795072788,0.34429111661340983,0.7002240822126381
AEPI4GPTILJZJGJHEPW57KTA53TA,21,54,52,0.053544494720965306,0.39298590654304816,0.43131988570722596
AHL4DUQINPGMLDA37BT7ATAETDEA,38,220,233,0.1834763948497854,0.34417884728998005,0.8086985176300615
AHPNEEABM5OSDMOU67FIV5767RUQ,35,161,173,0.14013980373706142,0.32677874984455574,0.7937373629356654
AHDBQ7V6POIUED7PH5WZNISK4M7Q,26,99,89,0.127170582226762,0.38810127110592463,0.655865097208962
AFAZOFYCJDB4GHEW7TXEEYSP3TXA,29,90,85,0.12324929971988796,0.3903203743313903,0.7099032491461267
AEBIJ7QM7KYDN6KY4ESFLIPGCJBQ,23,57,47,0.1036077705827937,0.46450835147032304,0.4668324878573718
AG2XHVLDSJXRCWTFNXKHL7B5KS3A,30,102,121,0.10110192837465565,0.32454962074559923,0.692355093646648
AEZUHJ6LZS4UZMCMZXUIQW4FFUZQ,24,82,94,0.1169068862960421,0.36937269495872405,0.6009870154784669
AFLNZ43COHJWS2PKMQHVOIM6FYEQ,29,107,114,0.1655022512032293,0.3947547463992005,0.7900029511915055
AGWKXOM5YQMBGMUEXDQSWFMWHEQA,22,67,60,0.10112994350282486,0.41713270053478446,0.6225974574464043
AELU7VBQWQH7VMYK6Q3CIU5C43RQ,39,216,203,0.1728039799053797,0.3450268459242173,0.7992165576558279
AEMPTSYMS4DJSHZ6NQVAHOXJLJCQ,26,79,78,0.09057609057609058,0.36772884275410145,0.5983245948043638
AEONEZTJSCG744Y6IYFJPBAYRPUA,21,72,69,0.17817561807331628,0.4750085218282537,0.7378898962260654
AEWSNEDPCKO4I5RHNORKUKTDOQ7Q,13,52,50,0.12244897959183673,0.46861265611229375,0.6747284568901861
AFZUAHAJNO4UMQWHTXHGAXCG52BQ,25,78,100,0.1507070707070707,0.3954817537751524,0.6905419351297505
AFNNVYHVCZRZZWLJ334YZWRGJVYA,17,62,55,0.13400673400673402,0.4671028870446614,0.6346560706163359
AFP2WXHZKBB7XPY4N3AJUTNU5VMA,17,50,51,0.22823529411764706,0.5743989706381041,0.6562078591396046
AFQQLOHJDAZ6FLE55O3J4NFZSE4Q,27,76,80,0.12215189873417721,0.3958183139897759,0.7237104218669741
AHD74CISOKM7L6YTYKY4GN2CAIWA,20,47,56,0.1357142857142857,0.4628082146417636,0.5592840534978557
AGE4RTB36XFI6KKPR3G5AZMDDI3A,18,69,72,0.12089201877934272,0.4093617492130569,0.5689152588432781
AH7YO7YEDTMDVR7QRKGJPUSX3TPQ,23,65,63,0.13159242191500256,0.44245658027578005,0.6761283879605628
AE3VE2MPKBXR3OM3CJXE7FQZ5CAA,27,148,156,0.15144747725392887,0.3474240677435151,0.705551740262359
AGZK7EECJXRY6YUVGTBM2SRBZFSA,30,141,135,0.14516307352128247,0.3566161936054826,0.7747899567920192
AFYVMSSEWRVG6CEOM4PF7J6SSDUA,26,78,64,0.12251984126984126,0.42848819510494335,0.5901581119804671
AHZJXRSEQSJ5TKYWWINKEORIBYSA,18,44,56,0.16103896103896104,0.48813288996643894,0.5019821565665499
AE7PBNQ2S6SDNLDN5UDR7DD3Q34Q,19,49,63,0.13159242191500256,0.44245658027578005,0.5669930617557406
AH2TH7FBK2XSDKS7LCJJTLX3OBJQ,25,123,106,0.12740341419586704,0.3651496033228747,0.7403514234690748
AFB5EMZ7KD3GDB2FX4JDT3KRS5GQ,33,94,71,0.1090543259557344,0.40161602999946455,0.6260505788324213
AGYJAAK7DLCRMZJYZ7EUGPNTEDWQ,27,69,87,0.13552526062550121,0.3994725894777409,0.6357039096407543
AGSFFWGHDHFIIM5J6OQNRGX7L4EQ,31,166,153,0.1934124527003784,0.3919509374210594,0.799907266397754
AEODJ4NGAI3BVHZK43GVLOLQZ22Q,22,53,64,0.07589285714285714,0.3818612109779592,0.607675818275921
AFAQQZSNUGEJP2RYTXHYJKFVG32A,23,44,69,0.08397271952259165,0.3808056232775291,0.43317846924719594
AGP3SV3HRCELN34OMNVEBEV75HGA,31,97,92,0.14930721452460582,0.404502462604342,0.6660631081842201
AH7IMQ5YIPV6NG6C5D4QOT5L4UUA,27,70,85,0.19243697478991598,0.4595080494014183,0.6958331494604688
AHM57VOLLXXAKPBFJV3KGMYRLBZQ,23,68,62,0.15230037017451084,0.46316452853528833,0.5786265732411264
AHNQ42N546NAAKT43DUOXVS6U6NQ,28,60,45,0.08181818181818182,0.45082990087044805,0.4474780862634731
AGPW5J7HI4NGTJUANOCMKDXAIDZQ,23,61,51,0.19686274509803922,0.5430264216184962,0.6326842387742619
AE2HIN4P37JPH3GCTZNNNWCK62DA,21,53,48,0.17375886524822695,0.5270606881486326,0.6628094464652029
AEGCGUV3UYD44P4JPEJ2RAKX7A4Q,16,51,50,0.0946938775510204,0.4408575540714774,0.4525092378595224
AELBVEAU2AZHSNEXVKM7C2WNQHRQ,32,113,122,0.14618615363771847,0.3677947390766165,0.6760350913790645
AFAUF3KITTRYFEHRBT7TECXPB4PQ,22,78,76,0.14666666666666667,0.4274424844116573,0.6633617341517104
AHGTTJLK53MVVEOESYW7QJFVHYRQ,23,63,63,0.16999487967229904,0.48085903803307656,0.638521373596947
AGCZHQWQNF6QRKDO7T5NQWR7GQAQ,21,87,78,0.16283716283716285,0.4399899150151737,0.7016434415248278
AFOVU64LBEIX5AQOCTZSAUC2IA5Q,29,116,111,0.13988533988533988,0.37326884298520224,0.7846815998901143
AFDM5JSC54MIFFQ36LONQJMWI3XQ,25,61,52,0.1478129713423831,0.487254383164466,0.5725168389739189
AFHBDFGDRJW3S3M5Q75Q6KV2URLA,20,73,73,0.23097412480974125,0.5194438552434555,0.6351944018676907
AEZEZ2H4UC56XJNN7A3ORZREEDNA,27,151,165,0.1295639320029564,0.3207008473521244,0.7988964609247167
AEOK4TQIKGO23SJKZ6PW4FETNNDA_1,42,263,284,0.14816105111232766,0.2934081032400341,0.8418843634631784
AFXS2DNVD3WRLMLSJLP2UXL2OQ6A,33,87,85,0.12016806722689076,0.3872391418383931,0.7099032491461267
AFEOGCJOFIPCVENKECNXZ4NQHKEQ,22,91,72,0.16314553990610328,0.4516152703398175,0.695899838313818
AEV53RCOPMQNNAYIDOT6K26HPCGQ,31,105,91,0.23931623931623933,0.49733140999656933,0.8117726369021045
AE2K7G2RD7RULVI7EICLIIF3VZHA,15,43,68,0.10842844600526778,0.4052613497602052,0.38345337256021844
AHW4XT6VZ5BJUSH7LMYWFWBLZ73Q,21,66,67,0.09769335142469471,0.39899015835313273,0.5896790156553184
AGDWW6FZQJQVOH4J3TEIA3SIL45Q,23,104,118,0.13906996957844414,0.3644033299150266,0.6948453349540339
AFSQAZ4GRUOGBTBB4IUKKLR4UA5Q,23,79,60,0.15310734463276837,0.469110101664728,0.6617151711034095
AGX23Z72LWKSGCDMKI4NR6OVR2WA,18,52,54,0.24039133473095736,0.5734874877688847,0.48647699523517873
AFJYUDW2LLMAVP2L5F7FQPYGWP6Q,42,265,300,0.1386845039018952,0.2800052330620575,0.814640439275259
AED3R7P5VL5PEBNPLOMFMC6OLNUA,21,75,58,0.18269812462189958,0.5041030295022889,0.5535472478688948
AEAKWLN7QQ675DPGNXDKUD5EQE4Q,23,61,54,0.13417190775681342,0.4672680607947408,0.6506689257222734
AGOVZTWAXGQ4KG3F2LFWT6DS6TKQ,16,38,67,0.13387607417458164,0.43517288110301966,0.6232321927832387
AFO56ALOAN5ZYK7XVV2XWOSEE6DA,21,75,74,0.25360977415771935,0.5381545634670315,0.6396027652906691
AFRPIQB4EY3I33OXHAWYPDLRKHQQ,22,78,78,0.11122211122211122,0.3883748634001221,0.5983245948043638
AFOTTSAZYNXVVEZ5IV24QOP5QOWQ,30,80,85,0.16302521008403362,0.43009628469553596,0.7683996480589794
AH3D2AFXD6K2LDRCCTC6GCIXTSAQ,42,348,306,0.1662273652630451,0.30615573801265183,0.8768035721074141
AFHPTQMY64EIQHJ62AEQSGCEBVGQ,43,329,372,0.12972784975219545,0.25663761096947046,0.8494720798050142
AG6KQ64NNSYP4RHXA6RVER43RGJQ,27,81,90,0.1867665418227216,0.44478171250305154,0.766102723327388
AGXO3CPYK7TUTKH4BTVJD2DX43HQ,32,119,99,0.16615130900845188,0.41341107795163545,0.6876785308261484
AERZA2PMTCZCBSZAR6GATANJB3QA,14,50,50,0.2057142857142857,0.5518779622347427,0.5801946695959669
AEBYGDBFCD3QEOFKNHCXHUFKREGA,30,102,83,0.0952101087275933,0.3655185266845449,0.6891656999595097
AFJBKPK5W56XWSNPQU2WW66ISWYQ,40,179,189,0.11443206124057188,0.2929523465636997,0.8233161874890134
AGBMWG5RST3LJWQ2YSOEISPVKSBQ,32,101,91,0.06153846153846154,0.3195536322187915,0.7409561433252364
AHYSAAK3U3UXMVID65JHTIJMFCJQ,23,62,51,0.0996078431372549,0.44577151965771195,0.4613977943174854
AGPJIILGSLMZLC53Q52HRBMINIJQ,16,60,60,0.1847457627118644,0.5007485197438241,0.5664414062354267
AGVIH2XXBIIZDXDEQJCUCY42JOOA,23,102,114,0.14656109299798167,0.37581358819395283,0.6749903722529358
AGZ7PBBXZAOSSRC4RHDY37JQG4XQ,20,86,92,0.16770186335403728,0.4228971114337734,0.7041112459614334
AE3A6XP5TAMJ3GBGD52QK5APNR2Q,21,64,65,0.15096153846153845,0.4569298922966405,0.5287968276081308
AFTLLGHUC56MJK4QPDC44CADACHQ,26,126,126,0.18780952380952382,0.4058721430945091,0.7036716022429907
AF7KAM4NO674XYRXUWEYWKAUKTGQ,30,95,94,0.11759322809425761,0.3700590367569395,0.7355306336048172
AEF4A5PLYVU67SYR67JR3227YS4A,33,171,179,0.16100684200615153,0.3444732236295974,0.8138987477412274
AEEX3WVJK5TGMRJ43V7IOI63JOFA,27,72,62,0.10153358011634056,0.4123977384771181,0.7976067791825407
AFJPOTNIECXIDZ35M6PDCFEVQQEA,31,166,168,0.15355004277159967,0.3423978106881713,0.8318085017132737
AHKMCJ5V6ZXMMU7XSNAL5ST74WYQ,19,48,60,0.12033898305084746,0.4363417400828071,0.5127882993657413
AE2ED6WSUDMW3NGBDG4NWQCYNOMQ,21,61,46,0.14009661835748793,0.5009971992450173,0.6237729616754668
AGRR2SWMCD33X27M7Q6NV2VEKGZA,24,57,55,0.1367003367003367,0.4697964897382641,0.6784314580533164
AEIPJBAN7A55Q5DFFPZSR2UV3OKA,96,762,756,0.1333543571954168,0.22237804873258424,0.8906913368868496
AFBXMLDI73OK56CZEJGVLCLNHRJA,19,56,58,0.13127646702964307,0.4526813719100324,0.5724451086946694
AEARZR2FUPD7O6LU3TTTRD4NCU3Q,20,79,69,0.16922421142369992,0.46605711517863735,0.6496882251686545
AFEAJYA7HTYXIWK4Z3NPMMAIXHWQ,21,49,69,0.13682864450127877,0.43366154825621617,0.7015891310648786
AHTOI4KAG6UGFCU763DHZ7JR54CQ,32,147,161,0.12748447204968943,0.3209958500599369,0.7282943792649184
AHPBTFJXUI6X4ESAHBRBQBKOQP7Q,20,50,68,0.1264266900790167,0.4232595938339541,0.5311850768340144
AEVDXSTWTWY24KPOCJIDVHJNQV3Q,19,74,69,0.1547314578005115,0.45156436155544893,0.5525700901942117
AFB3LK6JUTBNOFKZN27PCGOUULFA,29,137,131,0.12295948326482678,0.3376410819730243,0.8158103412997525
AFKHG4JI2HAW6CNNXPM7CPDUQOEA,35,127,99,0.12368583797155226,0.3709456069147359,0.7355833995284471
AHQQJATBFWW5TORPLQ4LQOGXKIWQ,27,130,126,0.17612698412698413,0.3941896034119694,0.7597184782112866
AEEBX6K7I53KOU5BKJTT43FZULAQ,19,59,61,0.10765027322404372,0.4236530302560033,0.5908033490176484
AGUEIZI5BONVZSNA3FBBR6DBX4JA,38,163,123,0.11995201919232307,0.34156060463122107,0.7348386390076722
AFFA2YLWVHPOFFX325YI7MITMACQ,10,51,53,0.19811320754716982,0.5375546193692526,0.7937362721428635
AE4RGAHEK5Y6XTJKQBUVDR6K32ZQ,22,67,67,0.2161917684305744,0.5174885753590124,0.7903430559247188
AFK3P4OWJK6XFYNFYTSVBZ46RCDQ,18,81,87,0.1226944667201283,0.38664179557236794,0.523747580219545
AHG4LOFDG63TZLAJ7HCGHELCMSLA,25,62,70,0.09026915113871635,0.38283085518244653,0.4978548356298061
AHG5KKQMMZJA46LDH73IZ4QUHYXA,19,65,49,0.11649659863945579,0.46979842153986145,0.6196461314494355
AG73WJW3CJUPPVWTGBJ6QBHUJ5XA,36,181,200,0.19100502512562814,0.36408686338585666,0.7904190729252892
AHAVFW4GL3ZT2A6PDDDJSJJ5GY5A,24,61,68,0.0996488147497805,0.3964817185047179,0.6450938538299912
AHQR5RU4UKE2S65XWC5WMU2JZS7A,44,155,163,0.13868060289328182,0.33099375651575796,0.8346487172806634
AFKOXRKM5XY3N3FR54SGGLOJJFVA,27,76,69,0.14876385336743392,0.44559675712237135,0.6496882251686545
AFGJYXOLE2THZ4IF3UVLSRTECMIQ,25,84,97,0.12886597938144329,0.3786880941598888,0.6937836741177128
AFRFJGGP6CP5ALZLV6SA5WQ74U6A,32,139,121,0.1650137741046832,0.38846146647562685,0.7504442259298365
AEJI7AVCH24E5LOCL7OPS5LDY5GA,22,66,55,0.10168350168350168,0.4347796547214291,0.5133931526016258
AEKVYKMVVSJSJNVPRHQIN5UX6UVA,30,101,75,0.20324324324324325,0.48778803255255543,0.6908299635564327
AFC3Z3QQ3D36SYHAL3MKGJMP4ZBQ,21,79,63,0.2048131080389145,0.515677266399692,0.6202155502317279
AFEUSBBGM3XTTIYAYK2GNGDGB5NQ,18,54,68,0.12115891132572432,0.41799181508066174,0.7158006784817273
AHAYJYTWBY6A6HTPQ4KHWKD6X7RQ,54,347,329,0.13249684928460226,0.26765105826307806,0.8739548592515327
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_1,31,195,204,0.1601468173476287,0.3315233742348801,0.8060049952037037
AELBDV3WKDSQE4X5KJ4K2NR7AS3A,17,63,52,0.12141779788838612,0.460859209710469,0.638878544449677
AE3LJU64A7LIZRAIDLWLY7WIXKPQ,20,69,65,0.3072115384615385,0.6131798922966405,0.7232532202331322
AE3RVPQUALI4HMJUOSE6YE4VVMUA,34,133,177,0.14047252182845404,0.3249783813545872,0.8328797883218002
AE2ZVBITK4WG7SXTTLG2YFLRTUSQ,32,90,74,0.14846353202517587,0.433008321334488,0.7368752522878421
AGDOGDBA3K4KIWTOCBCWKC5C6NEQ,33,135,130,0.13905784138342278,0.3537394400916203,0.8046854333580118
AFMOM4ZVIZ6EXLU7AKHHL7OVWSQQ,37,178,169,0.1177796562411947,0.3066274241577664,0.7610327440029468
AHIPYT7Q7IDYXLLNNHYX5GGWMEVA,18,72,79,0.1970139565076274,0.47416670868563826,0.6898928570624696
AFFRCOTU354SFF2TWTMJSVJ3T5HA,25,87,96,0.16666666666666666,0.41648878144511214,0.7279597953479342
AEB5WZLYV6NTC6TQPWVOCRS4JYBA,21,63,76,0.13649122807017544,0.41726704581516605,0.6633617341517104
AFAWXPWTSIPWCOQPMGFYIG4I2QYQ,20,44,63,0.13210445468509985,0.44296861304587737,0.6202155502317279
AE25GU3LWQGZJN4NNT5GWAGBN2KA,19,58,69,0.15643648763853368,0.4532693913934711,0.7760120307868967
AF6OKIE3IGAMM2RJLNGUTUB7XGKA,17,56,63,0.15565796210957503,0.4665221204703526,0.5669930617557406
