uid,bucket,n_sents,V_u,x_max,x_4_lam_min_med,x_8_lam_min_med,x_12_lam_min_med,x_16_lam_min_med,x_20_lam_min_med,x_24_lam_min_med,x_28_lam_min_med,x_32_lam_min_med,x_40_lam_min_med,x_48_lam_min_med,x_64_lam_min_med
AFHZYGTGYN4MY4HW2P3K5U7FMVUA,5,148,20,16,0.08500472442159772,0.008259468178902735,0.0031211616355969985,0.00025875992511291906,-5.499518574495184e-19,-2.1969617540242113e-17,-2.2103250158413197e-17,-2.152882206816739e-17,-3.405896744185645e-17,-4.0040608170446315e-17,-5.2242586779201054e-17
AHWQ7NF7NNOI53VYRHMNOLHHT4YA,5,149,23,20,0.07222449332644455,0.020054397284021388,0.0044782790650308,0.0015647791875754837,0.00023904179590777242,-8.884445488240864e-18,-1.770605777520377e-17,-1.905440974853024e-17,-3.9311079099120816e-17,-4.400753089673577e-17,-3.838033846659441e-17
AG4F2ZYQNVQG7M6GYNFPTV72IR6Q,5,157,30,28,0.08752837584370711,0.022632185836703112,0.006928849152955338,0.0019273692082996251,0.0016488855207077734,0.00033087684086163663,3.854511168038576e-05,-1.0276483881399386e-17,-2.6788842783689834e-17,-3.1539452575846847e-17,-4.5964870091445407e-17
AFVV7CLXY43P3Z3F7SROBZATZVSQ,5,156,20,16,0.08503563152009354,0.01078276105128773,0.0018255654676641723,0.0003910257655251293,3.072559076587429e-18,-2.0952085523525347e-17,-1.678818290754272e-17,-2.326482302837296e-17,-3.972198520199531e-17,-4.153815450414204e-17,-4.8344712123830287e-17
AH254KLJJLFZUUSWU6STN7PMKS7A,5,159,25,24,0.09734287631385821,0.022703261284401106,0.005426746296923212,0.0016678400790063267,0.0003691735392440038,8.703994332843549e-07,-1.5894875488264876e-17,-2.0376619546324983e-17,-2.9598337095065606e-17,-4.142131779773426e-17,-3.899830149562658e-17
AFMKYJEEGTOYLGNBX6B7FZIKC3RA,5,148,25,24,0.09352092169876666,0.017301415071248962,0.006693351358549482,0.0023166627220968777,0.0006181651601091498,6.506013815271951e-06,-8.401420389660029e-18,-2.9639343441216947e-17,-4.159113094399755e-17,-3.3004562599199004e-17,-3.6973797599320725e-17
AHMAGO6RME5BNQIVWP56IIWELOJA,5,148,24,20,0.07697307036516954,0.020009585853675696,0.0057809497434402075,0.001164552529317367,0.0002827196059238805,4.595514508651499e-18,-1.6622410803861185e-17,-1.901725710928429e-17,-3.6131266450833153e-17,-3.30951067221266e-17,-4.413395067901228e-17
AEWUN4XMRUYX4XWVL5WRLMEMAFOA,5,158,31,28,0.0906760817942226,0.01757863086750348,0.007578027175359557,0.002269531050150759,0.0015587182597928814,0.0005036382186504943,5.038155606631906e-05,-1.4010006157465153e-17,-2.1656655383041062e-17,-3.3880232141814923e-17,-3.309293121862583e-17
AEHY474ZXCBIST6LCUFKNRSXON2Q,5,142,24,20,0.08761037083820837,0.01646055978120064,0.004002964862042915,0.0014706629008930155,0.00021647469471562886,-1.4755861970783036e-18,-9.687832661471898e-18,-1.6378096375399713e-17,-4.531415654185837e-17,-4.225711659048357e-17,-4.2656373447055644e-17
AHW755HALUYCUV4XZ6VN6JN6STRA,5,143,28,24,0.09001106411049176,0.013986576267022321,0.006499704781704752,0.0036025477150174886,0.0011253358590303196,0.00022983801987032357,9.970917216852309e-19,-1.471270604363554e-17,-3.18516003420312e-17,-3.514546777413403e-17,-4.0036514450424943e-17
AFFU7MCUYCZCDWNRLM2S46JEI2EA,6,179,22,20,0.06413255766078403,0.012015145714512917,0.0039266813964701245,0.0015074174778663635,0.00011854075104599315,-1.0186115737385967e-17,-1.5511117073175326e-17,-1.3851981900828425e-17,-3.320422694432672e-17,-3.959113510820364e-17,-5.74258435711246e-17
AG6WNZI5AD2JASG4KJ6XKCEB5YBA,6,168,25,24,0.08164829250066666,0.021746651821666442,0.003411689775035284,0.0021508441840766735,0.0005274278605143906,8.922814123881882e-06,-1.2994096919155598e-17,-1.2974777660181383e-17,-3.085345644029467e-17,-4.11154421167965e-17,-3.731514318685592e-17
AH27HGQKIHLIJMZEZKPFNGOU35EQ,6,166,18,16,0.09339002785677211,0.01059939739245555,0.0023128981361292267,0.00022848937175831788,-1.2070370456926763e-17,-2.16466514480406e-17,-1.7474795420084138e-17,-2.6331886545405095e-17,-4.5215033630166345e-17,-4.1086168019122805e-17,-4.029628469953675e-17
AFGRAUIXGHWO224SV5YN3TNEUMJA,6,164,18,16,0.05709113672672329,0.010014086833661789,0.0005459636859384286,5.522364178466431e-05,-4.7118885850112486e-18,-1.6915611253497298e-17,-1.5963917235340176e-17,-3.3954481590303676e-17,-4.287511368066771e-17,-6.035484249294332e-17,-5.527462731626689e-17
AFAI3A7XWPRB2BRZWPRJJO5FP45Q,6,165,25,24,0.06300872038658506,0.01671244750009885,0.0031052639042232814,0.00193208638261497,0.0004605505721868114,3.845162638934645e-05,-5.78248597450293e-18,-1.5002165108878208e-17,-3.7185098614458266e-17,-3.8120629555475476e-17,-4.2289548708459546e-17
AGKMJKWW2AZPOJGCZGHMNYONC33Q,6,174,16,12,0.06088103998374364,0.007640854635828904,0.0009328321971430349,6.976964424449605e-18,-2.5179540190584265e-17,-2.699362185175125e-17,-2.416176238530199e-17,-2.7426411474800957e-17,-6.75335617657851e-17,-7.920160614669207e-17,-4.406102799846894e-17
AG3KFKJCPSYRVYN5PN5NEQJS4V3A,6,163,31,28,0.08273294150497405,0.019646516202247947,0.009146304291573005,0.0022965934441438246,0.001369441012725819,0.00042270154827772513,0.00010394592603841683,-1.1274189035184782e-17,-2.6448531556899777e-17,-3.0885303953442626e-17,-4.267098134282925e-17
AGGNEZJKG35QXGBIZADSSC2QNPGA,6,167,24,20,0.06770781036846757,0.01404994067712796,0.00491430731625239,0.002016089948926876,0.0002516957035387391,-3.3192779598391438e-18,-6.509451323626476e-18,-1.7698551675767168e-17,-3.632138263339638e-17,-4.864945281148816e-17,-4.431397329543785e-17
AHCMBEGSVFSUHRNRYBQ7L5URHCYA,6,175,24,20,0.11416447669618057,0.0226299472245235,0.006024968350347631,0.001800978249235207,0.0006135402013069185,-3.0405307626992548e-18,-2.677804323253317e-17,-1.6084106575064993e-17,-3.3816968984602424e-17,-4.0493057783661474e-17,-3.614580082899797e-17
AEJUY5D3YNQ3FAOIZP3FBOJMPCCQ,6,186,27,24,0.08946531720612773,0.01982026186725657,0.005138610487433029,0.0027629857994602492,0.0007530614183237964,0.0001068307659335406,-6.4736253560123835e-18,-1.3659117320929855e-17,-2.4151293621450453e-17,-3.623176193691505e-17,-3.693867472198708e-17
AHF575RNOU3ATD7PN73Y6ML7QD4Q,6,164,17,16,0.06489893362391184,0.004760742393117296,0.0011365572050254674,5.0063839413690505e-05,-5.9783975649602505e-18,-2.8445469407403825e-17,-1.5357983524897802e-17,-2.1607484509092227e-17,-4.854297369669994e-17,-4.565974330521871e-17,-6.421596205776287e-17
AFLWUZCVK4MXLWIB6H2PWSQKHJTA,6,166,24,20,0.07588698842829429,0.015821221480665507,0.005499921554949888,0.0018706821169171156,0.00015281414970239748,4.759184914032993e-18,-1.493057532150044e-17,-1.9773128324769536e-17,-3.8966993285447406e-17,-3.583296700667075e-17,-3.3005642504647513e-17
AF6XCN7EPYNIO24FJRNV3KOFI3QA,6,170,28,24,0.0795266549362304,0.023851294014429137,0.00634860512062097,0.003120582452772215,0.0006103643240015778,0.0001353682527201884,3.1424922343134458e-18,-1.3808773435145472e-17,-3.237508032155025e-17,-3.819862092007805e-17,-4.6850010821439164e-17
AHY33GMV66E2L2OGPPLIZ3IDCUYA,6,179,31,28,0.08147950310746485,0.020811175304644648,0.008078922866761484,0.0034159496065609765,0.0010076482250384973,0.0002076224275024305,5.5435867944703604e-05,-1.1243258376971742e-18,-2.434745963155762e-17,-2.809173573986437e-17,-3.308564179815064e-17
AEIRN72SL3Y2Q5T3BFR7STZDZI5A,6,184,22,20,0.06243501651224185,0.009880537712949845,0.0034198509979556863,0.0008551191014117154,1.989002736247317e-05,-6.969577611576432e-18,-2.516892092264702e-17,-1.6119436653849468e-17,-4.619497144510358e-17,-4.5324837799891556e-17,-4.3211375907196613e-17
AFWAQN3ITXKIYH3ZEARLO7PJLINQ,6,168,23,20,0.09465958951037301,0.01220658701736572,0.003677114962416025,0.0013765134995643773,0.00016232239257279584,-2.0951720264190288e-18,-1.8491181227602673e-17,-2.3112492713848906e-17,-3.438344372596058e-17,-4.877646237520381e-17,-4.0851317804430407e-17
AF2ADBMCXOYFWR4FENJGSO5NBRBQ,6,184,29,28,0.10554484151598494,0.018129027059899203,0.007911472020905804,0.004334393552869779,0.0007383460000228705,0.0004845802580815447,2.8387628948764196e-06,-1.466625493234325e-17,-3.3066071744939035e-17,-3.727737457130592e-17,-3.3629679231803133e-17
AF4GIVSP5XNFHPDX2IOFMUQ3EAIQ,6,186,36,32,0.10376234211176714,0.031064129387345783,0.01097104322298636,0.004918287003548692,0.002767858729496814,0.0008133969305817968,0.0002994215610751264,0.000157028027034217,-1.2559834292831696e-17,-2.403209323053447e-17,-2.436607478535907e-17
AFO7DHIAAH6SJFY27S7ANI2NIZ6Q,6,181,27,24,0.08629625040338307,0.020119554352720906,0.004375724079177238,0.0025900073500063478,0.0006308879789019046,8.137705212655239e-05,-6.233200985016803e-20,-1.0047128617270526e-17,-3.287755437695031e-17,-4.216728565209147e-17,-3.3611385516557173e-17
AHID5S4JG4RV2QIELUKZX4VYTJ3Q,6,170,23,20,0.08081628882993239,0.013592264049985675,0.0050201288051277835,0.0014948056358936655,0.00011328953127022877,-5.788007208242082e-18,-1.5433908869679716e-17,-1.7423254203105515e-17,-3.803578781746406e-17,-3.7492038422488695e-17,-4.5592806106317366e-17
AF3HOFY5T4LHGCCWXV5TUVVIVKHQ,6,169,30,28,0.09437717417754513,0.022996571771787128,0.00972268555022959,0.003148681837083525,0.00143793418936355,0.000460278649409647,2.700873930262969e-05,-1.0422929577600451e-17,-2.8063830753092276e-17,-3.833396316419606e-17,-5.1073682740795483e-17
AHB5KUPK5G3TCAYG5FVU6FZTZNXA,6,170,32,28,0.10157475690358311,0.025909978304986047,0.011309691230253872,0.0032192451872544514,0.0012077050480328278,0.0003793006485856862,0.00011434021184263056,4.641515939426788e-18,-2.6101567439574817e-17,-2.6768314551610562e-17,-4.080481108641946e-17
AFBICRUSD4PB7Q7X4WMX7SHEZZKA,6,164,20,16,0.07110606504305923,0.01608957971200129,0.003134664352799231,0.00015379130657866877,5.2468920899832375e-20,-8.121058905359973e-18,-1.8872300640498486e-17,-3.325983219250096e-17,-4.153015108375631e-17,-3.631912865543023e-17,-5.3987109627183023e-17
AFYUZU3JAPLETO7EEBA6BOU2RJSQ,6,170,26,24,0.09535874381974341,0.02294986799883036,0.005109500069552494,0.0021006415496771023,0.0004300718885045516,1.4327578174511164e-05,-6.333836323867725e-18,-1.0519763685773526e-17,-2.8038375243635344e-17,-3.5732715023111105e-17,-4.002282297458116e-17
AEVJRHZZOSWCWC4IVTH2QPPG775A,6,174,27,24,0.08256022504755614,0.018283872739965734,0.005057035646318024,0.0021312485812756067,0.0005772555882948132,9.181042053294696e-05,-6.5270175858218426e-18,-9.070877793714069e-18,-3.54027711077e-17,-4.2087464516210925e-17,-3.6331069801073656e-17
AHJ4YK5CHZQ4QJZUNNKZVOMDKTVA,6,161,31,28,0.10030759661406265,0.026331150812740577,0.007771793497368797,0.003928615577659171,0.0020695157228158797,0.0002585792853344061,0.00012693126097140475,-5.878065600007047e-18,-3.458380976488945e-17,-3.176267989773934e-17,-3.767356012660481e-17
AGCJCB57J5PDFKTMK4V6ZYIMIZGA,6,164,28,24,0.07064190294606663,0.017615913458519133,0.005234054815630749,0.0024340119111282785,0.0006130954815726087,0.00011602924615193141,3.766915524189358e-18,-2.4188594591182572e-17,-3.8645937076483353e-17,-3.6881548036293947e-17,-4.9144477239039e-17
AHKB2DDGDMX3ISA753Q2BBM574KQ,6,186,30,28,0.11806117285010857,0.023575131216233332,0.00880064794802223,0.003141675638284009,0.001143210236641357,0.0003807817109356421,1.7618579298843412e-05,-1.2538253969024148e-17,-2.0778737664317096e-17,-3.045602299505184e-17,-3.936551196282859e-17
AEGSMK2RONJ4PU4US54TRRMINDIA,6,168,29,28,0.09615568087382778,0.02511828291724889,0.007869834085498404,0.00264974587458168,0.0010402297924674215,0.00013885953249312747,4.133497173965729e-06,-9.000045950192081e-18,-2.787086140255007e-17,-2.8638632648052005e-17,-3.3947238261009074e-17
AHVBTWB5RQY6XBD4GK6L7N5NFKUA,6,181,24,20,0.060131576879626794,0.013306800906366373,0.003429989799618527,0.0017822568137331066,0.00035614940741274833,-2.3523031388155645e-18,-1.2104115716240818e-17,-1.9985636325848205e-17,-4.542479245953785e-17,-3.8687467342797697e-17,-4.776776424990321e-17
AE2QK2SWUQAGG54GHQDJUREN3DRA,7,207,32,28,0.09560801221979778,0.018225368084644006,0.006051609006116413,0.0033395909566468675,0.0011787951086458417,0.0004654958635068524,0.00014832966904504592,-3.872941714077468e-18,-1.802151119889497e-17,-2.7642465470609635e-17,-4.385097293850735e-17
AHFGCYK6JXYXSTJFMC2FF7R3IXFQ,7,230,34,32,0.0970292423771178,0.023101838061241945,0.009701245014321923,0.006107263315045716,0.002073286940889593,0.0012396336917515154,0.00016165820394018323,8.280626331854194e-06,-2.251677654893692e-17,-2.4959729182047108e-17,-2.531795913487454e-17
AGOL4YVNGWMNV5WJWSA4IRBTSZ4A,7,220,35,32,0.08186467215187342,0.01984093531554779,0.009836824659124804,0.0037383091700146295,0.0016140607475539322,0.0005606277180431171,0.00021165806192022547,3.47948487429032e-05,-1.519447149855514e-17,-2.6573762081693387e-17,-2.6899848884755044e-17
AGZMKHWSCB3UXDGFUPFRZSL4EAWQ,7,236,23,20,0.05889442164082807,0.011641661460401817,0.00441828707450575,0.001471889477412012,5.106308801555791e-05,-6.305153665045693e-18,-1.2772260303883353e-17,-3.2768997837382136e-17,-3.767351195401126e-17,-4.3152565250980685e-17,-4.7880309438697e-17
AG43PBRTELK3SL3WWPB6CEKFXVPA,7,233,29,28,0.07903452300394549,0.017484033929556095,0.006229856049426961,0.0028846146252040424,0.00037561789287336353,0.0002054388752474095,5.006218930800921e-07,-5.946309752873439e-18,-2.5683315947415605e-17,-3.741363514160634e-17,-4.0410067387938944e-17
AG5XM7RKRNHXZU7NZAVS72AWEKQA,7,189,31,28,0.11584127050799507,0.024106161293049627,0.0076381863468375985,0.0023367394456813954,0.0008366905792515345,0.0004126285719864975,2.917938804099708e-05,-6.964898037904568e-18,-3.123893757350228e-17,-3.885036132399555e-17,-3.187392361888449e-17
AHA5MSNKUQADZA6E7UAMRHJ3LOSQ,7,199,29,28,0.09662979926879059,0.01356730954591438,0.006880682961982274,0.0030570258010120836,0.00092619476371878,0.00027486385577855585,4.986296023576532e-06,-1.093998339806829e-17,-3.078630270263054e-17,-3.3219637874768733e-17,-3.70641126778182e-17
AE75RQ5THMDYEJUAYOJZHODWFMMQ,7,220,22,20,0.07284042362397904,0.009426807612304747,0.0038454603940956426,0.0008545307854840227,5.918623302478327e-05,-5.7574681683305194e-18,-1.6017945524993502e-17,-1.4566898374969112e-17,-4.0736448024806156e-17,-3.701603653655971e-17,-5.025537967228861e-17
AFD3QKEFR4QC5A77SE52O634AH6Q,7,201,35,32,0.09550886016253224,0.026442454525307725,0.010949015243401944,0.004853081111784913,0.00159271323682389,0.0011227237156298106,0.00025066449741970417,8.798776826666842e-05,-2.186997145990949e-17,-2.804712233711578e-17,-3.011034564586495e-17
AEBDUTDUTBCJ5DRNRYF5OE5MTPPA,7,216,26,24,0.08723512781004737,0.016232480195137004,0.005078351484832056,0.002522433156090484,0.00042556966120879956,1.22202295877621e-05,-7.785048840395707e-18,-1.4073343721764356e-17,-3.070989547243162e-17,-3.827943317996336e-17,-4.7652156800002354e-17
AEV7Q27IHW3CU2NGA5NMHVHTLIAQ,7,223,25,24,0.08739666839851877,0.011711979274232454,0.0038956712786256623,0.0012090337353880382,5.842784246773597e-05,3.3563635051750193e-06,-9.635914201950126e-18,-2.8374029987329977e-17,-3.5160140391757016e-17,-3.795674665700219e-17,-4.2810665798651424e-17
AEKBPFBX43IZ5DPNC5JU7NSRZ7FA,7,202,29,28,0.09493322187942056,0.01935688002909056,0.00620602099974773,0.0031228267644295483,0.000731583924222093,0.00018871522371881913,8.884424550737154e-06,-1.6838108968373925e-17,-2.590180583232658e-17,-2.742343514156219e-17,-3.969382637521006e-17
AE4DQHMACKSMM65GRIU77B25OC4Q,7,190,30,28,0.09427593492451082,0.016414877821412887,0.007277287732934409,0.0033973771877243808,0.000902266742843189,0.0003645217574734195,6.89982224513329e-05,-5.1350365879113864e-18,-2.4860046859952265e-17,-3.2942044970238645e-17,-3.793619846078316e-17
AHUWQT5AKAF6WGOBNGDXSH5QLBXQ,7,192,21,20,0.07985846919900909,0.013616152693729339,0.003487863530298135,0.0006447361887338288,6.690853857381738e-05,-8.2121186019388e-18,-2.63257001698477e-17,-1.7749281354193477e-17,-3.6964932373808177e-17,-3.664196178512836e-17,-4.7515723815686456e-17
AEC26YK5DEVHDZ6CSRFPRNWERT3Q,7,230,30,28,0.07913068333578227,0.017469165401836503,0.005781318949877811,0.001971807195508567,0.0010048805386003103,0.0004177056673797106,2.6230403619760096e-05,-2.8338720250200947e-18,-2.480675757714988e-17,-4.087551548292074e-17,-3.535693154422155e-17
AFNCHMAKUAJOGVCKOA4XGLINHPDQ,7,196,24,20,0.07006469732348473,0.008961692953302933,0.003210683891480417,0.0007328224351311028,5.6140405876436275e-05,3.266638734142085e-18,-1.9745033320408915e-17,-1.6890844248288195e-17,-3.8543621264873715e-17,-4.6188732275918746e-17,-5.431546077362402e-17
AEV53RCOPMQNNAYIDOT6K26HPCGQ,7,196,29,28,0.08693323250597652,0.022864251856238995,0.00670878463749448,0.002672113334871375,0.0010673658374437955,0.00020507814070766934,1.335417202192596e-06,-9.630222750351366e-18,-2.7691728163251307e-17,-3.1301513273949964e-17,-4.089707351105483e-17
AHVDFCOEVNZ4WGIXXFLA6RSETHRQ,7,204,26,24,0.09011466036120953,0.013754118205585518,0.005393098914794447,0.0021781090906606514,0.0002385449484596416,4.0767299072098397e-05,-9.010817757731392e-18,-1.501005958801966e-17,-3.301934306221366e-17,-4.0461574272892626e-17,-4.3670214132805226e-17
AGYIKU5EKQ3CNUOGBYBAJXALPVZQ,7,230,30,28,0.08593707838220008,0.019103124830512453,0.007805357727318001,0.0027409621422745537,0.0010996951139340939,0.0001565426539210362,3.4161717237245365e-05,-1.0779274470058372e-17,-2.889161168637792e-17,-3.282127871085386e-17,-3.6290581622785016e-17
AHS4PZFYYBOPFTPEMD2NEQZ4LMIA,7,204,28,24,0.08247501278195896,0.01830340484783391,0.007377015690939068,0.0025129664593130296,0.000361352762274219,0.0002036525972967833,-3.3224586191073244e-18,-9.642459168573601e-18,-3.138794823442422e-17,-4.324472117351681e-17,-4.041313042042168e-17
AHGAZLFSLXF427HSFBTRKF6J5UOQ,7,191,30,28,0.06628018240748895,0.019199439398209853,0.008039582916405786,0.002906005439073568,0.0011273454028529225,0.0004324126111123597,4.3488795763205304e-05,-4.0219296720145066e-18,-2.580830237743033e-17,-3.136348827827389e-17,-3.8692126389358466e-17
AGWUPUBODLPBDOKF7WR3NZLSQIXQ,7,208,31,28,0.08768957289492543,0.02347402463607744,0.006774100710346077,0.003247495099425436,0.0012608489531940967,0.0005057410072089268,4.851781839516688e-05,-1.6217011341704403e-17,-2.3320496089635917e-17,-3.544108368529165e-17,-4.563244841699151e-17
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,7,220,32,28,0.10992043177251308,0.0233707050477364,0.00708223412035971,0.0038333758202537837,0.0007555856849242555,0.0005366890575507207,0.0001436503469951474,-4.054014774185043e-18,-2.6354254972105127e-17,-3.0441320080110666e-17,-2.796323647375092e-17
AH3EIX5R7MWRNMAOUAC3M2BIM7NQ,7,190,27,24,0.08231701433387324,0.020174944692535477,0.00623324921335901,0.0022130836031509725,0.0013481137980399793,8.264540986522771e-05,-2.517505235504105e-18,-8.638242740131884e-18,-3.1210091848806565e-17,-2.890829895423641e-17,-4.1877243575025695e-17
AGZFC4267K7DXCAQPVQEXJHFUEWA,7,188,24,20,0.0670202589073815,0.013198029946678826,0.003997945177832743,0.0012719955685457337,0.00026531419394608543,-2.4939292884923294e-18,-1.4192591321443143e-17,-3.767377247217192e-17,-2.939785416243267e-17,-3.694617921747864e-17,-4.88375210120609e-17
AHLASMY7HPI5ACTI3XRP2DDHUOTA,7,215,29,28,0.10533835793911923,0.033416049337331166,0.006915036238209875,0.001969587523476349,0.0007536277623816404,0.0005994879629518374,9.724276119929034e-06,-6.937928970631461e-18,-2.290275431785178e-17,-3.9837663773030134e-17,-4.860230955844823e-17
AEKSI575UP7LPD4NUWJFI53IFV3Q,7,220,24,20,0.08006072565429904,0.01338505061845663,0.0046992389677998824,0.0015080597666564388,0.00015128155566920002,-3.689832660276319e-18,-9.498628964044443e-18,-1.4687163117764963e-17,-3.165138653052829e-17,-4.5755400057083324e-17,-4.653509148469358e-17
AGNVKXHFTQ5WSP7TRRLSTH5APJNA,7,188,27,24,0.07159641503407146,0.020728206002299084,0.005443194332425983,0.0026752322404427673,0.0003512439078460771,4.949146839769187e-05,-1.0442772500612232e-18,-9.725136639524154e-18,-2.838361617825192e-17,-3.033632272170274e-17,-3.827821895232045e-17
AHU5CEFMHIARA3FUDNNHQJTVKEDA,7,198,29,28,0.08813038815613325,0.02092880820286769,0.008939422760528315,0.0030159344375821854,0.0008542857763292745,0.0003110098582003044,6.58886379125296e-06,-1.5141395580357708e-17,-2.863442452198002e-17,-4.057088584735641e-17,-3.8100330868151276e-17
AFBYL2QEG462L2MLUCBRDZS7VWTA,7,205,28,24,0.08472930341802418,0.019569719957199947,0.005678357671491689,0.0028057198892508625,0.0006000033167855909,0.00014593428798993788,3.278561641945727e-18,-7.185907828545803e-18,-2.9518573711395515e-17,-3.7267146180966655e-17,-3.757404310851701e-17
AEDTSN4EJBDRNO3U75QDDYLJTJ4A,8,264,30,28,0.09078389994744901,0.02100463550475773,0.005317554691861848,0.002663740630231671,0.001135194520096222,0.0002643927402520388,2.8727421097567763e-05,-6.4096439374858666e-18,-2.3235781179217426e-17,-3.337755446279262e-17,-5.02704373737276e-17
AH2IB5VEDFNG2HMMS3WYXO4JYZMQ,8,284,26,24,0.08851918697585551,0.011986821353459602,0.0034708221101466216,0.0011771012164431536,0.0006678685877811282,1.72795253180967e-05,-1.359038565400303e-17,-1.3134325162104877e-17,-3.8468989406932574e-17,-4.885465361451499e-17,-3.7787525295965366e-17
AHQQJATBFWW5TORPLQ4LQOGXKIWQ,8,256,23,20,0.053660378368995544,0.010677963831915091,0.0044368319637558455,0.0012327604524787423,0.0004421536896597469,-1.8466614161425796e-18,-1.0581312156533329e-17,-3.532663204567439e-17,-2.9296756572072434e-17,-4.001944184767743e-17,-4.657968787395891e-17
AGLBN3MINRB7262SANHMPBSRLVXA,8,283,40,32,0.09719239814795187,0.018569039713808525,0.010643675081046683,0.00541754526303403,0.001898641387347071,0.0017156519925536952,0.0002804762679027661,8.301437191925086e-05,7.77862988461432e-18,-2.0280919980408693e-17,-2.3976409998575046e-17
AH2IJABKXWIZIO2FYJXNFEXNRR6A,8,255,28,24,0.10140918919206363,0.018691721471758634,0.007940821187950385,0.002381098359474004,0.0006740502484526576,0.0002577236939772024,-4.1170504528774475e-19,-7.805212920585962e-18,-2.5168652199415325e-17,-3.8212282680159066e-17,-3.273127189186868e-17
AGADKXWLAJJ4FGWIDIWAPJL5A6HA,8,315,32,28,0.06568002783479004,0.016066983501272218,0.007568846994871276,0.0028799232240580663,0.0011776514864028159,0.0005594359667395655,6.647543984777341e-05,6.408904238067887e-18,-2.2597730493168254e-17,-3.2998266408447247e-17,-3.2007291336412744e-17
AGDU4N5YF4PWUEJSUPMJUGYYJLSQ,8,273,31,28,0.09657560582008475,0.013869203170259,0.006668475792371712,0.003240510229507309,0.0009790829845549953,0.0002371869418282734,0.00010929232602489988,-2.335399028283633e-18,-2.1818195055055223e-17,-2.4518155494465542e-17,-3.578346602633609e-17
AFTZWAK3ZHAPCNSOT5GCKQDECBTQ,8,334,41,40,0.13221210693386384,0.032422863173345494,0.012405853652213358,0.005368474491159328,0.0026493919179207933,0.0012775004013087438,0.00046445569807127403,0.0002539531052434743,2.4195093592194815e-06,-1.982638529209343e-17,-2.851147529226627e-17
AEVEXKKEIOEM5OH3XGSVMUR3VGBQ,8,276,35,32,0.08388784981734322,0.019068300803185927,0.008196073221713502,0.003801721987288435,0.0013092079862378474,0.0007060679714374138,0.0003048815168282912,2.3328029765952172e-05,-2.1975172793208325e-17,-2.6752333064477845e-17,-3.5557842389249154e-17
AHDY5AR2HZ2ERNZYAHL4XNP6F4JQ,8,249,36,32,0.1194395602302606,0.024263759947914333,0.011322845861277072,0.0059441493952433425,0.0018242770589962606,0.0009209458140408493,0.00042228877937755635,3.925206688121045e-05,-1.908170627027026e-17,-2.6917365796858875e-17,-2.6128162476782893e-17
AHVK6E5LV26567B2Z6JNDM336G2A,8,333,37,32,0.10322430123906187,0.018329651875460127,0.01035380896353287,0.005457753612453754,0.001439128535228779,0.0013594735492284894,0.00025773075478530204,5.0816894713441996e-05,-1.4235414716234623e-17,-2.6729196865590074e-17,-2.9808665654038954e-17
AHSQMVRKFLYTKXI5UHFXISLOE46Q,8,239,28,24,0.08653694518288503,0.016876999050587645,0.007800887148350727,0.0022505059849921203,0.00045568617801541823,0.00018556835395436364,-2.076534768723176e-18,-1.063139762535247e-17,-2.7317309224235508e-17,-3.7518548603579836e-17,-4.339391099991455e-17
AGHE5YHUV2MJNLS7JH7VO3G6MFPA,8,258,25,24,0.0683977306581976,0.013191219940943378,0.004705984235977672,0.0010949141072188401,0.00025371033743631574,2.9376775186986028e-05,-1.4523585638059594e-17,-2.006887443825468e-17,-3.0972395633176963e-17,-4.056578463934458e-17,-4.880843879027332e-17
AFCI3PAVNMM3Q5CD3YYY5XZUYOIA,8,246,29,28,0.09129676625556947,0.016985449898444333,0.004583783725602186,0.0020607905848574705,0.00031823194500206454,0.00020386779060743273,1.0938873369107604e-05,-1.2138186284204496e-17,-2.7256094793206214e-17,-4.276987202594554e-17,-5.525824547678114e-17
AGK6P7T6FVUJW7W7Q5UJKJWF3NGA,8,307,30,28,0.07722403204026722,0.011050259991849538,0.005291836586308469,0.0028814057238861104,0.0003603627535432494,0.0002137836137511357,1.8478321886637944e-05,-6.0203146765719344e-18,-3.27139253899212e-17,-3.473343161875658e-17,-3.6592422967511256e-17
AHS5FPE6RHE4ITJ4SAVI67YVRNOQ,8,243,27,24,0.10069453769785987,0.02294371859405608,0.00597713208679599,0.002231185555869264,0.0003910708948214818,6.887535245278874e-05,-3.7206616097458354e-18,-1.1081421506496066e-17,-3.344953296613094e-17,-3.4020635263362137e-17,-3.646484131933524e-17
AGDBPYOOBEMKUQXFFB6H4E657YAA,8,264,33,32,0.08147895968281166,0.022503984758413306,0.006142187311273016,0.002580975392584377,0.0018832808571925023,0.0004608745899525417,0.00015218703454263882,2.4283119635069446e-06,-2.8003814669338927e-17,-2.6131034280034768e-17,-3.398184147780676e-17
AGWK5TRRULB7JGEHV6EM7D7JAU4Q,8,271,27,24,0.08297584888074735,0.016235072538504647,0.005947508784536475,0.0014440864250544392,0.0005450914059226956,9.998883065270357e-05,-7.027205452961499e-18,-1.3713037091325435e-17,-3.51628892559415e-17,-3.5734404923960125e-17,-5.039210593413124e-17
