uid,bucket,n_sents,V_u,x_max,x_4_lam_min_med,x_8_lam_min_med,x_12_lam_min_med,x_16_lam_min_med,x_20_lam_min_med,x_24_lam_min_med,x_28_lam_min_med,x_32_lam_min_med,x_40_lam_min_med,x_48_lam_min_med,x_64_lam_min_med
AFOTJXRQDUCKYFT2PPHRCVFKDN7A,2,119,20,16,0.07505118711397976,0.006538539869314819,0.0019525459884776263,0.0002491309237542604,8.318290084709084e-18,-1.859258591839716e-17,-1.7057817497522824e-17,-2.1256490589080192e-17,-4.054836549888035e-17,-4.335459716412269e-17,-4.3120024258518173e-17
AHCFLUHDCLAHZU6AHAJ4C7MPA4EA,2,116,20,16,0.05153982430747675,0.00870254935124628,0.0031519348979753225,0.0002977314113151722,8.465241120280291e-19,-2.3739961303677876e-17,-2.3437316977843856e-17,-1.3357912956121856e-17,-3.750360084942349e-17,-4.4206703817217386e-17,-6.452138446130376e-17
AFR7G3N4UVC76GTHQP63TKQLX4TQ,2,114,23,20,0.08119396639487209,0.01077520875489903,0.0067766100533502,0.0018380981341259595,0.0002540868904131794,-8.924300415519578e-18,-1.9603045064071496e-17,-1.7711406318961442e-17,-3.27015968436572e-17,-3.936372888618646e-17,-4.068180216855745e-17
AFCB2RZXCJKPRGE44SMQQUEGXHNQ,2,117,20,16,0.08552899527790024,0.016149405803711717,0.0026418695176258873,0.0005284479296464746,-7.672365060575004e-18,-1.1928930204280122e-17,-1.5172079014132436e-17,-3.1579356238261687e-17,-4.075644360355479e-17,-4.034807147767821e-17,-3.9102535439532135e-17
AF6QAHEJL6WEQHIO2PWQNPNPJIRQ,2,118,19,16,0.06933054535480632,0.015959148286663064,0.0033340734009044484,0.00019372053852694432,-5.736382012204578e-18,-1.9042191881083615e-17,-3.3362112668668165e-17,-3.0226593697269416e-17,-3.5294098934059674e-17,-4.444682159581165e-17,-6.323485977275227e-17
AF5GRAZOLOUIUPODTWQVJDYF4AZA,2,113,21,20,0.06018769457997631,0.015245252550648904,0.004434924318621718,0.0012193456492574205,3.3988816847820206e-05,-9.44539226399341e-18,-2.4022587547856314e-17,-2.1381148017327585e-17,-4.109577349127207e-17,-4.562021222157204e-17,-4.407496316974083e-17
AEZ46SSKY4A7ESP3QNEZQRLA2Y5Q,3,121,26,24,0.10497505502992387,0.01821271312251332,0.006731490822555866,0.002244087128902754,0.0002760559362971329,8.886580946342776e-05,-2.668309494414204e-18,-1.3596028514290895e-17,-2.967010472382826e-17,-3.7036047097559783e-17,-3.890079510202521e-17
AEC4WROC543KSOU7GOBC2DDXND7Q,3,123,22,20,0.09049257484578481,0.015934766553646118,0.0042631043498149125,0.0006351320207948099,0.00015686140745838916,-1.3035962045750901e-17,-1.6214850777811054e-17,-1.640343436145449e-17,-3.84750653905115e-17,-3.5066033663522215e-17,-5.855945665903575e-17
AFPIOO2UG44UOTC46QKKSHX4SGWQ,3,124,24,20,0.1007320199283358,0.02454899040367949,0.004968523542198913,0.0010861085048712443,0.0005290211144342783,-1.825197189330114e-18,-7.72958107276363e-18,-8.947450242584542e-18,-3.3547222228314214e-17,-3.806259255955736e-17,-4.5712821780610954e-17
AGARAGBTDWJVZAZH2DJZDDS4CQQQ,3,126,17,16,0.05296965075147004,0.015155934332188113,0.0022820775449430095,0.00012558220922292816,-2.052238869476499e-17,-1.9179709393940308e-17,-2.6100970511071795e-17,-2.9243945388601504e-17,-4.404536032188185e-17,-4.618490321355404e-17,-6.362315065313915e-17
AFKX24ALWAPX366KX6DWTOBWLQAA,3,125,26,24,0.06812303623459126,0.017535391823864488,0.006694030575768023,0.002229642166815027,0.0007458423455460682,5.007024476753388e-05,-9.491194682636563e-18,-1.5872822920600657e-17,-4.0643736957613925e-17,-3.251382154535565e-17,-3.374919285590542e-17
AFM3KHXL5LZH6SKJSF2BMJYF3SQQ,3,126,19,16,0.07624475264094377,0.01490128102619636,0.0025495823904901375,0.00018888080961788315,-7.67777355202869e-18,-1.5210841033032604e-17,-2.2880118477186845e-17,-1.9988716512454343e-17,-4.2210497699247945e-17,-3.9657215735986797e-17,-5.1801902061065634e-17
AHRSEQIU4DBPAPKJDIYAWCYBYPSQ,3,127,22,20,0.08861155082543468,0.016425600543550443,0.005663076386788623,0.0004245889693478869,0.00011036800044620943,-1.1004903127304576e-17,-2.374194304353775e-17,-1.2766841002799076e-17,-3.1741839340274165e-17,-3.692324225222346e-17,-4.6922084257665964e-17
AGFCGZLKAE6D7XDIRA57POPSG4BA,3,120,25,24,0.1050335308944221,0.00989301615600257,0.007700365041882696,0.0016778723054969493,0.00019999461069577736,2.263465677563552e-05,-4.279814245418684e-18,-1.9194936633192694e-17,-4.091183460127309e-17,-3.6627033965867215e-17,-3.793440760888812e-17
AFXQNAXCDTJ2SQDCNSM5ZGBKQJ7A,3,128,21,20,0.10155038713774021,0.012516634317230792,0.0037429377032971644,0.0009398521564299628,3.1008654304079696e-06,-1.8544274423282702e-17,-1.195476219104222e-17,-2.1670080152681493e-17,-3.9880677810988446e-17,-3.6850041012353627e-17,-4.8020477499175864e-17
AHIS5MNAQJU5EVZAMG4FG7DEFJVQ,3,123,20,16,0.11519770573025574,0.014206563585184559,0.004283094135946977,0.0005597101492628798,-4.80281577693564e-18,-1.3800749116632002e-17,-2.0253946847139852e-17,-3.3844874307524464e-17,-4.130696840027553e-17,-5.4325077785233835e-17,-4.035726140562647e-17
AHXUNS4RYQXI2O4FLAKVE7FA5TBQ,3,124,21,20,0.08921189001989875,0.020061268795604256,0.003161737748455467,0.0006922030829762969,3.5630065282390675e-05,-1.2657732544168971e-17,-2.3244601218685294e-17,-1.8582734328880232e-17,-3.006651325851817e-17,-4.957579618946771e-17,-4.73338064059016e-17
AGYITYRAKLJ2Y6B36QH5XC3MH7EQ,3,120,21,20,0.0708937147852536,0.016792885693413816,0.003382183290519943,0.0012420035576991757,8.666432068336171e-05,-1.314234855781205e-17,-1.3740368604653593e-17,-1.8057756166477923e-17,-3.395810818677154e-17,-3.854637631275748e-17,-4.288107871692708e-17
AFU7OPCX5SYLPSLCFPGBVX7ZDS4Q,3,120,27,24,0.06792596575576326,0.021814862878995946,0.0035039158575182836,0.002853085216885241,0.000541331752134876,0.0002744036821336015,-9.1477143184799e-18,-1.699808298251902e-17,-3.892385924598131e-17,-3.379978092887654e-17,-5.080789094456533e-17
AHKLYD5GR4BP4K65HR6EGXRNP47A,3,124,21,20,0.06777401509857202,0.007820306121123829,0.0029933559486019267,0.0006134131362376134,1.9655134699643818e-05,-1.7539898154864694e-17,-1.786435285290764e-17,-3.0289710578424726e-17,-3.42711120154346e-17,-4.9921511419522885e-17,-4.4727436804206995e-17
AE7JBM6K7UPOFSXSCXY2VAWFWD4A,3,120,18,16,0.07093904805826552,0.00671445804256007,0.003569387568121322,0.00020550363982028727,-9.628142526453784e-18,-3.350819835752854e-17,-1.8899595297902232e-17,-2.907090933064793e-17,-3.979040562139264e-17,-4.7629534954650063e-17,-4.8856511492977084e-17
AFMOMWWWDGAQLHVFQBCQVJPG46CQ,3,126,24,20,0.07328756492449463,0.016945333550976525,0.004671134071339055,0.002215842708540838,0.0003412087900616814,-3.979786734839786e-18,-1.7035811194708768e-17,-1.7243401272992718e-17,-4.060747743167497e-17,-3.9196891475132034e-17,-3.609092520464568e-17
AEMXI5DX7EYO7YHIWRHZQHLRPJGA,3,124,23,20,0.07110550191718223,0.016384510552907853,0.004539174408816489,0.0005379456347998189,0.00013532622864330376,-1.8453892607899502e-17,-1.5515241317450283e-17,-1.2043477587672722e-17,-3.1847158604637115e-17,-3.813173761488343e-17,-4.582953579327399e-17
AF7KGUAKKGFQFTGJUCYUC5IKM3XA,3,122,24,20,0.08476735875807374,0.01776144064921552,0.005322814831694493,0.0015101106162830663,0.0002622599979230589,-1.650873361507677e-18,-1.4653209601639796e-17,-1.1572177488348443e-17,-3.668789401073293e-17,-3.9671886961008024e-17,-5.2530588078656584e-17
AG2BRLCY7NVOZ33KD33PGIIJF4LA,3,121,20,16,0.0910967866967197,0.013399370686793876,0.0036015204436358516,0.00045735588983534153,1.0194474021426801e-18,-1.9533590536098242e-17,-2.7103659797022265e-17,-2.2674340573798667e-17,-5.089926944839093e-17,-4.749077282775005e-17,-4.9830157407610574e-17
AF63GHTZBFUQTJPVNLMYMBCRQRJA,3,123,23,20,0.08353617670921772,0.020849521627148402,0.0055363910685271266,0.0004760770346378862,0.0002954459246349672,-1.8863013385961342e-18,-1.6393697544001992e-17,-2.7844384201652684e-17,-4.295588881930824e-17,-3.569394867742105e-17,-4.012610661196095e-17
AH5NA6LIKHFQO3CDP6LULJT6VLYA,3,126,24,20,0.09181322913539824,0.018043664358810125,0.004946029459878896,0.0023895890249826636,0.00019290925048984442,5.1133880011775395e-18,-1.5467160820850615e-17,-1.9712831018897182e-17,-3.1661954940420564e-17,-3.597046276349792e-17,-3.3067238801353605e-17
AFCXZMRKPFASNFASWKYGQA3KOFSA,3,124,13,12,0.03666504817240403,0.003562235365165252,4.3898345437280355e-05,-1.0805230275116154e-17,-2.6908825728388213e-17,-3.4437675261138546e-17,-3.667468757653927e-17,-2.7604352713299117e-17,-5.516682998558602e-17,-7.321603773282948e-17,-5.827131777569411e-17
AFVAHM7UHYS562TQASNXXH6OJNTQ,3,121,23,20,0.09502295140118869,0.01584612898461376,0.004734165695295387,0.0016226065302600869,0.00016258117654070382,-4.578051707788896e-18,-3.1436116887060255e-17,-3.0040544365814224e-17,-3.831475991185947e-17,-3.767384114821998e-17,-5.38073670878322e-17
AGMD2HXCJJ4AGXVO5KGN7WQOQV6A,3,124,21,20,0.05074240871244057,0.011853284995027871,0.003780398882738503,0.0005494620688101283,1.8515461443159285e-06,-1.232682266134371e-17,-1.8265729705129507e-17,-2.7289335879478983e-17,-3.839140635397524e-17,-4.325919438860108e-17,-3.697054755852222e-17
AGRC7GGSEM62JUMADAPRDMWK63TA,3,123,20,16,0.057379242470812636,0.009381829655906776,0.0025133141371462197,0.0004737435213234858,6.4800948684308555e-18,-1.4113720195364132e-17,-4.592457492667626e-17,-2.0768987363041877e-17,-4.87916615938859e-17,-4.3944295076410364e-17,-4.6710000180313566e-17
AEHXKS3UWSNEK2WDJQQH54O7ZAZQ,3,124,21,20,0.08786215198800071,0.015047223081039243,0.0027533943813045476,0.0008043765435975543,2.577883475016873e-05,-7.068993082647956e-18,-1.8237330165588448e-17,-2.1458432523788794e-17,-3.6203838071280545e-17,-3.937542604253892e-17,-3.97661388196165e-17
AHT6AM6BNIZUHFJB5V2M6XM72G7Q,3,120,24,20,0.11030068612406559,0.01563213426619966,0.00440776446507617,0.0018744451964866284,0.0002313399724737245,-1.0475845168956512e-18,-1.5116668185362292e-17,-1.8896612623825508e-17,-3.400250580990971e-17,-4.306391398113477e-17,-3.917025274498762e-17
AES2TITGKXHZZPQ6NQQXHK5RQP3Q,3,125,23,20,0.08558508781949571,0.02659470154428253,0.006082005330911865,0.0011143813856336559,0.00022459720096065834,9.134250872776134e-18,-7.215191347199344e-18,-2.145982307498359e-17,-3.765956976212429e-17,-4.2358075096207456e-17,-4.772008889752707e-17
AG2TTN372SIFA43IEXZRPCN7B5HQ,3,122,19,16,0.05930270648421257,0.011233565547925888,0.0030238462552242226,0.0003516559750319447,-1.2636868965215305e-17,-1.6768918188381122e-17,-1.950240294969717e-17,-1.6329798728062303e-17,-4.287287788267484e-17,-5.710853574878662e-17,-6.044006263432136e-17
AESYTHEUCGQZR4QSELPK5RI6CSLA,3,127,17,16,0.06566695048412532,0.011951757967748888,0.0015498361691321963,1.3810604290447427e-05,-1.4969924648187216e-17,-2.3926582022845088e-17,-3.261732413747664e-17,-1.6435177228219414e-17,-4.5138599345008875e-17,-4.5739984920610124e-17,-4.687596519529711e-17
AECPXFEX6RCWCRBOIJKTR5LFXW6Q,4,132,36,32,0.11495599819985138,0.03956453804282221,0.014157252402733739,0.006632472546373894,0.0026598920220704484,0.0013321282202084148,0.00032660796992532346,9.124394505076988e-05,-1.4087253891696687e-17,-1.6464088442917343e-17,-2.5197441831122237e-17
AEB5WZLYV6NTC6TQPWVOCRS4JYBA,4,139,25,24,0.10067099980474047,0.014263404110543979,0.004872819838244638,0.0016879273840254797,0.000289629226572572,3.639317662731153e-05,-8.859570381166007e-18,-1.8302675563696308e-17,-2.5143354991049002e-17,-3.998265538729743e-17,-3.239023494781075e-17
AEAD7ZP6VV4IJL2Z2HVIRVEBHZJA,4,136,26,24,0.09488547755736546,0.01873438692740696,0.00846181196668855,0.001564797440482926,0.0005748558584216485,0.00011792482106056538,-6.3029194528918324e-18,-1.5754733866098707e-17,-3.3975517603300164e-17,-3.3688752941181544e-17,-3.677934701651173e-17
AGYOOOF3X6KSMLZIWBPMMQGAC5FQ,4,132,25,24,0.0858623786680277,0.020990126768252793,0.006401856859758294,0.0017830887861580227,0.0004536378993930991,2.036496448526495e-05,-1.3514864394989622e-17,-1.8026674498491122e-17,-3.116081205370385e-17,-3.5434052206188695e-17,-4.56260260990567e-17
AEEX3WVJK5TGMRJ43V7IOI63JOFA,4,134,23,20,0.11238457282827251,0.02316731758653322,0.005863477231159331,0.0024838602659708327,0.00020470790904712047,-1.1379892757079822e-17,-1.0367034131409865e-17,-1.2506753610544699e-17,-3.7406568415463586e-17,-3.69579379475353e-17,-3.660454369628396e-17
AFNUHCITVPCKVVAAYVQH4JNECFWA,4,141,23,20,0.08059742535481777,0.009933436631174585,0.006290674018141758,0.0014947885834341807,0.00021850880985853802,-1.1182193885861155e-17,-1.3005475989083741e-17,-2.354352875863919e-17,-3.729659227140255e-17,-3.438452053238315e-17,-4.609428096218979e-17
AE3A6XP5TAMJ3GBGD52QK5APNR2Q,4,129,26,24,0.09062693160419587,0.02035716112613445,0.009461265600770253,0.0025098228915528147,0.0010844702725524035,0.00013215075908980557,-9.309897392765404e-18,-1.7826971784453394e-17,-2.6063946286384342e-17,-3.6916205597326565e-17,-3.3670939192884783e-17
AHJSQA5D46FZG52CO4WPJTGRMIBQ,4,131,21,20,0.09117471857058523,0.01570060065612447,0.0027535510029958144,0.0013436027829785966,2.127209935932119e-05,-1.4612896981763425e-17,-2.356536379378381e-17,-1.8989758576988538e-17,-3.801929722186941e-17,-4.5783716458453466e-17,-3.8439811952492394e-17
AGBCW524EY75I4GQ3NX2SJA5TOQA,4,140,20,16,0.07204956080020503,0.01521054751998147,0.0030639329918001087,0.00034374067588205034,-1.877632914395068e-18,-8.040250559516402e-18,-2.518459991524133e-17,-3.781154007209027e-17,-4.632656993443284e-17,-4.074134973891554e-17,-4.3324609503494893e-17
AHC2NI7LIVUJYCFAIXBPANTPTPQQ,4,137,20,16,0.0938282538978556,0.012425891255436545,0.003322801592528891,0.0005878775559879449,-3.5129419050334155e-18,-1.7631912595498648e-17,-2.4487605337857457e-17,-1.792820079666874e-17,-5.0826143490917256e-17,-4.368690361690836e-17,-5.637968658317355e-17
AGKTK5ONWYWZ25UKBIWRGJTLLH2Q,4,137,16,4,0.07444352775302307,0.01168009599943279,0.0009677970507134648,-2.846717262682868e-18,-1.0202173952559167e-17,-2.815491545957252e-17,-2.201631726551135e-17,-2.3287720414816146e-17,-3.9770660341232614e-17,-4.877818516852651e-17,-6.727814009835512e-17
AFWKPVOLEYTBZNW6FRJ4C4VJ76DA,4,132,20,16,0.07100797501047733,0.011227571119382218,0.002258387159900222,0.00045612472620890006,4.220768667451438e-18,-2.27824157911204e-17,-1.750492614865393e-17,-2.8161171472478074e-17,-4.320040528592472e-17,-4.313985378491494e-17,-4.1251130330566035e-17
AF6VJYLVYJCQIXUEIBSVKZGRUGVA,4,130,15,12,0.062352342985421305,0.0034968332974578795,0.0003685047865449414,-1.226396835578817e-17,-2.107323906954705e-17,-3.0828275484530425e-17,-3.491691757876548e-17,-2.656637705821049e-17,-3.943945403445652e-17,-6.40347791922724e-17,-6.044343469201956e-17
AHMGXQ4SWFPAMMIL7HMV2B5JXRRA,4,135,20,16,0.06854615533820033,0.007430261075970871,0.002158204556663442,0.00028373521108015744,-1.1705731170546505e-18,-9.359576978502272e-18,-3.308109104378651e-17,-1.9187359862126214e-17,-5.2581934084512004e-17,-4.289452207495977e-17,-4.5526071501537904e-17
AGZS56ZTPGFUCMXBRIJ3OAGH3KZQ,4,131,19,16,0.06725473924694512,0.011761269492974243,0.002472363397406819,0.00018917489387719827,-1.3093027970486339e-17,-1.0563619607993836e-17,-2.2150363856956204e-17,-2.2312845896224244e-17,-5.044484548736028e-17,-4.3883765526354753e-17,-4.759124585921775e-17
AFG4FX7JY6KEFFNXB2YGSIZ7HWHQ,4,131,18,16,0.061228794498665036,0.01157302658491448,0.0017620465922556876,0.00014863360260877493,-1.529588932413511e-17,-1.8859812963858433e-17,-2.5636907853894303e-17,-1.497014935477315e-17,-3.934494201917427e-17,-4.6972770603178366e-17,-5.009103929016284e-17
AHJCSM7OYYT5AC3YPOKL3VNKNMNA,4,141,25,24,0.08926063227364453,0.013851935714369844,0.0054274508387205395,0.001255206805254229,0.00027504783550100817,2.3799529155014738e-05,-1.138397970543883e-17,-1.9043832219633898e-17,-2.681032601684015e-17,-3.608192264722354e-17,-4.109493692416272e-17
AEQKWYUMGE4XQ2LIM43ACOBFGRKA,4,137,15,12,0.06473386839437763,0.005363041986037374,0.0008395437614544166,-5.3070684515597196e-18,-2.784645709107929e-17,-2.925021216415701e-17,-1.8081177373992154e-17,-3.199485561176017e-17,-4.276210797446927e-17,-5.583955263018805e-17,-5.332897713071866e-17
AHY5FPL6HYSJSWRQ4555NGCOHSYA,4,132,18,16,0.05783562853676081,0.00792501623272397,0.002586255113117932,1.1535463411315227e-05,-9.859325611007823e-18,-2.0957028723686005e-17,-3.075891582742549e-17,-2.0738536300141316e-17,-4.043071649385927e-17,-4.017836534585988e-17,-5.601400561660368e-17
AHDPI35VZ3SH2VZVGOYJS52LPVAQ,4,133,20,16,0.08603719351189465,0.014225538421416934,0.0016084576425466188,0.0007990326774879194,-4.73826804466235e-18,-1.2458474466933846e-17,-1.701365532572829e-17,-1.708501059828653e-17,-4.67488310814052e-17,-4.4242189508065266e-17,-4.5406837316041246e-17
AGCVOYO6WC6M4KYGVG4NC5VNNZPQ,4,133,21,20,0.07744193771927951,0.016905736961355156,0.004441700522084314,0.0010887007432419664,3.250750232782128e-05,-1.303397534627359e-17,-2.1585284652070557e-17,-1.7820087455077125e-17,-3.47956177486283e-17,-4.111596518181404e-17,-4.1295864181066015e-17
AH7HCMRSHZCML7WGBJP3YPNTPLSA,4,130,24,20,0.08913389623285743,0.016128638823367066,0.004838041211523867,0.0014186164657976604,0.00025471435551260136,-5.3186921518352625e-18,-2.1082092133369213e-17,-1.7048094802833984e-17,-2.3448494960013476e-17,-3.951879046328314e-17,-5.155582161132187e-17
AF6J5S76N3E52XNARY66M2ITNNZA,4,139,22,20,0.07384889923482928,0.016049265160835994,0.004930302828372036,0.0017216969110858446,0.00015111954715948204,-1.2037534663952922e-17,-8.33362304496589e-18,-2.2125944921057122e-17,-3.350676339010873e-17,-4.7193448629101715e-17,-3.5031639237044134e-17
AE4RGAHEK5Y6XTJKQBUVDR6K32ZQ,4,134,18,16,0.07303701325213899,0.01309648150758099,0.0013652571854263138,0.00022924014133729096,-1.0095262883380696e-17,-1.9493381392802465e-17,-1.793527504709296e-17,-3.6279276360498917e-17,-5.080052515196656e-17,-4.253098795203175e-17,-5.354122501655278e-17
AH6URM6URQ2EKVJMCPE3XZXRCIUQ,4,132,22,20,0.08320303334485658,0.013086842726500063,0.005755375325558346,0.0013573266810278043,5.748188193301379e-05,-1.6241045025953074e-17,-1.8723806855785297e-17,-1.706831740307932e-17,-4.544726227972019e-17,-3.827510740204146e-17,-4.1471645481208885e-17
AFRPWBSVEF2BQMQTKA33SMTXJI6Q,4,140,22,20,0.09956756717634992,0.01760768034473336,0.003540488444659034,0.0012397641626029363,3.3571856887219676e-05,-1.941505379086323e-17,-1.872502377459242e-17,-1.7921564095099352e-17,-4.454070992161566e-17,-4.374993141819095e-17,-5.153099316243924e-17
AHDLM7R2LUNV4NASNZDDK3WZ4FEQ,4,133,25,24,0.0816130941051843,0.017802290542842766,0.00814876136320623,0.0011005605063084821,0.000499989974702981,1.027711719394593e-05,-1.1006278036420953e-17,-1.7749065856744846e-17,-3.66464703317387e-17,-4.040102156101946e-17,-4.057777386526026e-17
AHQYNYYZWPQ6F42O5XVCA54P7ACA,4,133,24,20,0.07770501802203211,0.011888967631086924,0.0045428490499811545,0.001764022529942335,0.00041161286853873226,3.804185310176086e-18,-1.9762856283736826e-17,-1.8023679169331345e-17,-4.088964126367227e-17,-4.444407090741052e-17,-4.309424299401972e-17
AGECX44JOL7NOUX2N3F5WXVXVBRA,4,131,23,20,0.09760227589354031,0.015452058802205662,0.007292028799257265,0.001240102583404729,0.0001343987593602198,-4.086476383843884e-18,-1.7765632659920897e-17,-2.2252278542474486e-17,-3.763787067483357e-17,-4.104340768243201e-17,-4.2225096718168196e-17
AF7YPDDSITOLXXOX6JM7HYLUXK4Q,4,138,25,24,0.06470470683867739,0.01790650328994195,0.005523271524471805,0.002372908894654621,0.0005090863746359904,2.204226811455429e-06,-1.893384582107887e-17,-1.8023571138186602e-17,-3.0350845651145505e-17,-3.23517660879691e-17,-4.731348863282551e-17
AERGQ6U7YCR6JZ54FFKYPUM7PFDQ,5,146,24,20,0.08552749450602463,0.01605757072694344,0.003919113239900051,0.0017172818753587987,0.00017779383487576724,2.16081577865558e-18,-8.400616912145837e-18,-2.7600368854699292e-17,-2.8076952024036926e-17,-3.2070691723754825e-17,-3.764545335467216e-17
AH64ZXDWRRKT3RN6OI3Q4WNFBKWA,5,155,19,16,0.06604123097983357,0.009511876001494031,0.002622896986119666,0.00028899963012202066,-1.1931164653104548e-17,-3.3893790747747363e-17,-1.6987792417296026e-17,-1.4834489079130748e-17,-3.972558761927148e-17,-4.2637321331120955e-17,-4.777523938110265e-17
AEHW3XPN4OAJTCRSJFMQM3GB2MSA,5,145,23,20,0.09274496205800628,0.013857678553025573,0.006208012919009317,0.0015608150810932071,0.00025613237419193336,3.048708905993338e-19,-1.201382182046949e-17,-1.762965277171114e-17,-3.736449499723052e-17,-4.3241321878098717e-17,-5.073682292254732e-17
AFBOXU6QKQGVJP6M4THIHE66BMCA,5,143,22,20,0.07656179529666185,0.016296579121244215,0.0024864159150027646,0.001097732413990625,0.00011133616830065827,-1.0162871653232864e-17,-1.5803880731649924e-17,-3.346536890969785e-17,-4.0442994165538855e-17,-3.923527161758316e-17,-4.238137649046779e-17
AGKLWN6DDVBZBLGPZQMUJ4JPQZGQ,5,152,19,16,0.07334655224673207,0.014747580619014706,0.001701771276637527,0.0006901330340540111,-8.982642128658069e-18,-8.405607583714786e-18,-2.0730566384023212e-17,-2.1827553640600894e-17,-4.001175217853955e-17,-4.903382739661801e-17,-5.1008240664380095e-17
AHSTHVDE6D2AV6M5NYKF2V2ZZUDA,5,155,28,24,0.10493131373102717,0.02446318217219327,0.00840578693308938,0.0013821415293320653,0.0007704419432052685,7.086400683498544e-05,3.922165514540609e-19,-4.47906200559487e-18,-2.937615870286996e-17,-3.499378583592639e-17,-3.214607086511733e-17
AER6II7VS3FHCWLZZTNXHXBZCMEA,5,145,21,20,0.07814625327461805,0.01585672830503862,0.003973850412556448,0.0007413232580920665,9.179752642277926e-06,-6.604646508339952e-18,-2.17271004233871e-17,-2.871868933774994e-17,-4.009870122895033e-17,-4.1265326082401435e-17,-4.5884001773565726e-17
AGDQR7EYHX5Z7Q6OCXXTGHQZV7EA,5,146,24,20,0.06198311081440499,0.019583181775787384,0.006771738871884827,0.0017622522014899694,0.0001761708009146552,-3.4611244947364015e-18,-1.0613530623638778e-17,-1.5448796932890115e-17,-3.4053609061185736e-17,-4.562409377779058e-17,-4.440359784995461e-17
AE6U2ZCGCBRDU3TT3PVH44ITRLOA,5,147,25,24,0.10134094552160335,0.014495620750631532,0.005057145132396652,0.001900618762102295,0.00045239985153391074,9.930617056180894e-05,-1.2048791093793756e-17,-2.787784845108016e-17,-3.53496495987425e-17,-3.683043672828295e-17,-4.076090226660958e-17
AGFSGNZ5OXN5SAOTL73LFINSBIAA,5,151,21,20,0.07256986703472085,0.01087473524212414,0.0029366678742619957,0.0005565352816254474,2.1240447326721132e-05,-9.344349529619102e-18,-2.1204291017544356e-17,-2.174018264020616e-17,-3.9564248685104606e-17,-5.1643123793089257e-17,-5.2216621960469836e-17
AGH5UEOJXJR5CMN33VMPDCEFBQAQ,5,153,30,28,0.109266881063364,0.032733956882768415,0.006927794843564598,0.002844013420818564,0.0008451045125266547,0.0004427665927037972,4.591593766549991e-05,-1.3009683936323206e-17,-2.895083978400097e-17,-3.819383245851492e-17,-3.2136147422151835e-17
AGYIFIF36UAWEBK4TO7X4MGJNAPA,5,146,20,16,0.0641512903240752,0.015286542527287195,0.002174132536237757,0.0005034666323659675,-3.049263477327324e-18,-6.91476509140696e-18,-2.0412893435862644e-17,-3.2660510297504886e-17,-3.4702270672824766e-17,-4.74292838056301e-17,-5.738333228436461e-17
AEBP2Q4O2JGI5KXYM25VW4I6MUCA,5,144,27,24,0.10655715191329584,0.018608823837577,0.006977401524014632,0.0027928701737826144,0.0006825148826458391,0.00011975426764050566,1.488901568763524e-18,-1.4723231460376606e-17,-2.9246221271906695e-17,-3.212012601743243e-17,-4.3813684224962446e-17
AFWVQJYN5QXGDXIGEQDKTJIAOFQQ,5,144,20,16,0.053975499248359704,0.009889057390284894,0.0038266849989596822,0.00048679516300737614,-6.232283437913893e-18,-1.8339086009877758e-17,-1.839036657182412e-17,-2.4452391017869136e-17,-5.1305132440405186e-17,-4.664863966521541e-17,-4.375945963811251e-17
AFHBDFGDRJW3S3M5Q75Q6KV2URLA,5,146,24,20,0.09359756858648337,0.020981605254865324,0.0050718807478349805,0.0012196788052831603,0.0002147713944450956,4.726756448864478e-18,-8.838656383918931e-18,-1.1855286397560287e-17,-3.7672196140637547e-17,-3.65997979093319e-17,-4.3294269781127447e-17
AFAUF3KITTRYFEHRBT7TECXPB4PQ,5,154,19,16,0.07249049872263902,0.011752019086839748,0.0030824229208602466,0.00021735703474285315,-5.903952318305778e-18,-1.9739293322024962e-17,-2.7794515850765574e-17,-2.0288092299788677e-17,-4.471267821233712e-17,-4.26267435497291e-17,-3.925826079473067e-17
AEBVIJZLUXIBEZ25ZQLG4SPFVMVQ,5,153,20,16,0.07323918895806308,0.010348605733877511,0.003209949653773198,0.0007021339462756357,2.878873862547737e-18,-1.5791496138381154e-17,-1.9709940168916766e-17,-2.7630654157677422e-17,-4.2390012349993176e-17,-4.3796456704076147e-17,-5.0491805278052814e-17
AEATS3SIIP2OTQBJ4LHYHQOG3I4Q,5,145,25,24,0.08135896389159004,0.01921681481662727,0.004675018050580881,0.0019360355266271009,0.000319049445230201,4.798209627426262e-05,-5.033798360690632e-18,-1.233617609085583e-17,-3.951012552485219e-17,-3.0173442863087735e-17,-6.557831581008322e-17
AG4QQGPDZIE3Y3HF3QYWOBWBH2QA,5,149,23,20,0.05727526747096397,0.017809464895220627,0.006327762647981885,0.0011372613405545163,9.494531373511926e-05,7.338415984413528e-18,-2.5054519844370712e-17,-1.898893305058713e-17,-4.060488333195776e-17,-3.819646636671325e-17,-4.939372259999084e-17
AFRPIQB4EY3I33OXHAWYPDLRKHQQ,5,156,25,24,0.07817455519534589,0.010087565030135246,0.0049511153400564716,0.0018458808338260694,0.00027834574016138085,3.3654668789057083e-06,-1.4089079347705272e-17,-1.770221148831653e-17,-3.689815811750843e-17,-3.5929471557019606e-17,-4.154143536046623e-17
