uid,x_16_KS_stat,x_16_NLL_test,x_16_kappa,x_16_lambda_min,x_16_n_profile,x_16_n_test,x_16_tr,x_20_KS_stat,x_20_NLL_test,x_20_kappa,x_20_lambda_min,x_20_n_profile,x_20_n_test,x_20_tr,x_24_KS_stat,x_24_NLL_test,x_24_kappa,x_24_lambda_min,x_24_n_profile,x_24_n_test,x_24_tr,x_28_KS_stat,x_28_NLL_test,x_28_kappa,x_28_lambda_min,x_28_n_profile,x_28_n_test,x_28_tr,x_32_KS_stat,x_32_NLL_test,x_32_kappa,x_32_lambda_min,x_32_n_profile,x_32_n_test,x_32_tr
AEZG2W4TRMMNFFAWS2BPQE676K4Q,0.07041730795513135,0.7534343557277366,1008.1794994871734,0.008633530894736834,251,301,8.70414885626283,0.07043565456789214,-2.9393953088737477,1347.0333739901275,0.006486082990374723,251,301,8.736970254504438,0.07043892260695217,-6.986778220701741,2140.3444128214965,0.0040929514056026435,251,301,8.76032567293151,0.07043027975769434,-12.287910069356862,3946.2530538803603,0.0022233793754734854,251,301,8.77401765039685,0.0704610421803138,-18.102695197380488,6282.8550743166725,0.0013979740372005328,251,301,8.783268273388332
AEZGGDKCIVNXHMK7P2MPDSBOEPXA,0.08119809248125659,-0.4396543330574572,1187.8354513000702,0.0065701139038426785,170,162,7.804214214063834,0.08120430042570942,-4.475910856564809,1802.1259297719096,0.004348870460346561,170,162,7.837212221809638,0.08121365136650188,-8.846843914439306,2823.1157775648803,0.0027840413295095448,170,162,7.859671002731101,0.08118332105594889,-14.19604468048979,4703.47225663482,0.001673931895604329,170,162,7.873292230471095,0.08118491050329196,-20.68384007258673,6776.470287528641,0.001163176792266608,170,162,7.882232971937543
AEZP4MEPLS6JWVV24LLVBVZXMSNA,0.05090370878617184,0.8350474383973712,788.4234944473881,0.00855102855981116,166,158,6.74183181824573,0.050837953752904286,-2.495393529751044,1191.4532031465842,0.0056881587224098034,166,158,6.777174929821342,0.05088280096200709,-6.124222121118891,1914.918384453408,0.0035514657787644294,166,158,6.800767111513146,0.05093795933476092,-10.776616024193494,3611.219920955613,0.001887411025379784,166,158,6.815856293882736,0.05093217119274068,-16.168301450593095,6257.046953839162,0.0010907990203107086,166,158,6.825180687285861
AEZUL3R34WWAORYARPTJG2X6KC5Q_1,0.06473434399854189,0.5355040839869768,858.2502991318562,0.00899735650874563,297,308,7.7219839150268905,0.0646706953893686,-3.0346610937846608,1167.2259391385282,0.006646403617985485,297,308,7.75785470489682,0.06469981624512866,-7.282298159711281,1657.447308078616,0.004695949683299261,297,308,7.783289161456991,0.0646856903094356,-12.478371548049234,3348.302262456572,0.002328926844434093,297,308,7.797951022314518,0.06467047077331256,-18.469388920584024,5413.292989284247,0.0014424326399498108,297,308,7.808310497355079
AF2ACCKOTUKHIGCZHGHSZXMJDTKQ,0.08858330871036368,1.4906551212827233,1061.6358876267238,0.008185593863232065,159,129,8.690120206744238,0.08861489901586472,-2.1008753451205213,1798.8474624968462,0.0048519707663448024,159,129,8.727955301148226,0.08881311810775361,-6.026787983248557,2412.20652579358,0.003630361768540461,159,129,8.757182349064822,0.08883303174450408,-11.345696572559888,4426.652280858948,0.0019821112670752993,159,129,8.774117361315094,0.08878755390725068,-16.425774035638064,7497.046822107183,0.001171928047413599,159,129,8.785999443600398
AF2BLE54TEMGZ546U763ZHZRXC4A,0.0536709659347584,0.02251151649000429,1138.499964554009,0.007888772710495201,284,263,8.981367451273421,0.05367963352151339,-3.623844294226185,1825.9199048124135,0.004936390239318364,284,263,9.013453195893115,0.05372657571567274,-7.9889134345906125,2119.2583116746755,0.004264756202015257,284,263,9.038120028386954,0.05372875220601536,-13.584513681565866,3611.1241492682643,0.0025068261555800915,284,263,9.052460468432592,0.05371659184463762,-19.59766030955063,6433.434034411221,0.0014086322697112754,284,263,9.062342785930445
AF2T2NURQISR3BHXLKR647ILUOFQ,0.09403598791303625,-0.20480029929703658,1212.4396551133864,0.006428028141427626,145,142,7.793596222851653,0.09407604992803154,-3.544518739937206,1779.8042264488865,0.004396757319939948,145,142,7.825367260699199,0.09402220571117925,-7.701514582781871,2444.3978399823122,0.0032118606784229614,145,142,7.851065304661211,0.09402679846928091,-12.666720519415257,5234.798079494082,0.0015022525534376938,145,142,7.86398878165072,0.09400371699151044,-18.332282438821213,6496.582125356383,0.0012120090157050221,145,142,7.8739161072000305
AF3OWPUMBCPUFZE3ICY25MOCL2BA,0.0340533119775156,-0.29820557690115806,848.2511241922024,0.008505515229443457,361,340,7.214812855209311,0.03404748921893741,-3.914948504716913,1316.8895205035444,0.00550346564925381,361,340,7.247456239953578,0.03406942782115996,-8.40562770518986,1763.9399007435306,0.004121546718350674,361,340,7.270160709277313,0.034077768430413324,-13.970747691842748,2795.1157983664807,0.002605887698952639,361,340,7.283757876111397,0.03408730193327547,-19.736183163425213,5519.1707572707965,0.0013214200405428302,361,340,7.293142845835579
AF3YEJ63COKWZNJHQ2JQP5B6AQ3A,0.02786764992135546,-0.3382869057382931,871.8118310571791,0.009290211430912288,436,499,8.099316238491978,0.027901785111144578,-4.137020720249364,1415.8350688592252,0.005743759638863165,436,499,8.132216323800668,0.027940383749215897,-8.712464827659298,2115.0924888081063,0.0038556690135620607,436,499,8.155096569915274,0.027932515719515744,-14.243744441500825,3124.4936353212465,0.002614581362244988,436,499,8.16924282536402,0.027936325742728058,-20.54750366576124,5577.8702907520465,0.001466205364830154,436,499,8.178303344627382
AF4D4XTHGULOTY56CV3C2T5WPSEA,0.11169423992105942,0.2502372994603375,848.1220323223768,0.009023802347730408,188,165,7.653285586432548,0.11153330227273278,-3.348611958160529,1295.7506835321499,0.005933427009579753,188,165,7.688242103351085,0.11153410306651501,-7.646306388798348,2165.1499410425786,0.0035612916869784974,188,165,7.710730486096918,0.11153719755621827,-12.855539934525686,4129.36367344364,0.001870882818869069,188,165,7.725555549507773,0.11152592210985846,-18.6624490955213,5053.051337366809,0.001530876131423795,188,165,7.735595683233935
AF4DEGIQ6C7TB4CHIWRXZACZOH5Q,0.07280164002786593,-1.0711503109206788,887.9390708419179,0.008559494863919588,258,266,7.600309916344927,0.07284138454229494,-4.951820078875494,1583.2880372196416,0.004817080463051998,258,266,7.626825871474681,0.07288826455946135,-9.388826391266134,2064.145855327742,0.0037054605407200623,258,266,7.64861101720781,0.07290301320830772,-14.878181803652163,3618.3012459000324,0.0021174317851373747,258,266,7.661506066270893,0.07293692956044368,-21.026842858518936,6072.767394581929,0.0012632175993419436,258,266,7.6712266495458135
AF4IFF3OA55YOWXILYETWH57F7UQ,0.06652606338951694,0.5159448308998078,1060.7935055475023,0.008591795854652523,263,268,9.114121243605348,0.06648153742076968,-3.0630289405783397,1676.8656380678524,0.005454770992294209,263,268,9.14691804050744,0.06639920365025942,-7.276422217185004,2428.974537072417,0.003774881813478545,263,268,9.169091805397136,0.06642184159152742,-12.643765787217228,4537.987990917277,0.00202352552649614,263,268,9.182734538554044,0.06640072173976397,-18.429300655791433,6651.962970434013,0.0013818814897243472,263,268,9.192224499174548
AF4JG6AGQZ26FUBADCRC6CZ4Z26A,0.11151960502577918,0.11780722066735733,720.1332992725571,0.00941562060492281,91,86,6.780501930921733,0.11168968444472038,-2.6348172115691915,1876.3448855112808,0.003630930039722313,91,86,6.812877009682234,0.1118118215891255,-5.839636350654655,3226.8937265370528,0.002118903181437621,91,86,6.837475383320462,0.1118357144246579,-10.533355589286716,5008.245491138154,0.0013678737119206899,91,86,6.850647350173205,0.11183492264801576,-15.351171412059688,8504.28660948951,0.0008066144011711372,91,86,6.859680050901103
AF4MF2TEL724JVL42HY3LH2EZEOA,0.05278445553617794,-0.3122418572306957,625.8285350883797,0.009852733334452643,161,170,6.1661216693169445,0.05288350002424125,-4.352445697189281,1259.266341103584,0.004923441697573197,161,170,6.199924412139818,0.05293769557406425,-8.916885102158297,1776.1061330493044,0.0035030251669527115,161,170,6.221744483250775,0.05295029951810282,-14.250076473946757,3089.7913912471126,0.002018294954431035,161,170,6.236110375198495,0.05293847926613665,-19.828785973470925,4978.221193619414,0.001254491446955239,161,170,6.245135908446857
AF4PPTRCKDJDOQSJW42JPRBVXZVA,0.08811875041505401,0.6731421160232132,1145.5935527506613,0.00645905570228485,189,159,7.399452569394919,0.0880303565772328,-2.7580186865955607,1319.3068988127625,0.0056328190075648765,189,159,7.431416976444,0.08801766734930772,-6.871647328663719,2366.0178272111416,0.0031495693851814584,189,159,7.451937313377765,0.08798253177327431,-11.838058211366917,3712.5320637790323,0.002011136939309743,189,159,7.4664103718378465,0.08799776535236148,-17.965349466037004,6132.356955340897,0.0012192642045185595,189,159,7.476963324977574
AF4QNP7565O67RE7CFPRZBS5D6LA,0.04884696769939845,-0.8847746655394116,954.3028749450463,0.00836292380421195,364,347,7.980762229305827,0.04883581312254759,-5.08154883437971,1403.0416636898544,0.005708576235220394,364,347,8.009370298363988,0.048883417943940466,-9.50921114040767,2239.1027784628195,0.003586715396459478,364,347,8.03102440976779,0.0488769555738896,-15.091268999625072,4016.9063529461605,0.002002381904378748,364,347,8.043380592723423,0.048845441608274975,-21.62175649856462,6171.722119808857,0.001304535717664628,364,347,8.051231944791507
AF4UB2PGVLHK45WF7I6OED36OQDA,0.102074024426547,-0.307335557360154,1139.4492627437862,0.008664024839591129,244,254,9.872216715865962,0.10203756451062362,-4.058482296739263,1654.1893425366736,0.005987900572263519,244,254,9.905121310807562,0.10203508275571271,-8.461708600030564,2359.4732224336176,0.004208363002122047,244,254,9.92951981378732,0.10206742518252354,-14.0288261375618,4724.747062348481,0.002104536010969254,244,254,9.943400335433573,0.10206935617448776,-20.388713212340036,6806.832670908702,0.0014622412397985575,244,254,9.953231443810868
AF4WQGVF7WVIVMLLTIX4A6EMMBRQ,0.11770687900667642,1.4799084642436562,970.0052785250533,0.008854878496191746,115,138,8.58927888200398,0.11758515819931503,-1.7804039553183304,2100.5485643945426,0.004106253259166064,115,138,8.625384388581688,0.11742544782711795,-5.070384983159205,2654.206516579481,0.003260199561074528,115,138,8.653242920353577,0.11734865135823613,-9.414607008962857,4215.220229480377,0.0020562710261530894,115,138,8.667635226734877,0.1173627735424626,-14.073370243783392,7742.5052201945855,0.00112104614747237,115,138,8.679705648883854
AF5TD2FIKGIYPODNQVRGRDQANF7Q,0.05213829115821372,0.035858672818304356,941.9378633415124,0.008807682900631436,194,194,8.29629001241035,0.052109459059796526,-3.507148664288146,1486.4146969195676,0.005604709006540433,194,194,8.330921839279169,0.05212714835182003,-7.793637776461214,1991.106090931787,0.004196094534274749,194,194,8.354869385320033,0.052098634746629735,-13.034071486527896,3712.4702225111964,0.002254966067798899,194,194,8.371494379476577,0.0520851589325696,-18.94132612245992,6767.276629613328,0.0012386215503782181,194,194,8.382094670809943
AF6BAP7PONMFFA5LTZZY7SN6ANDA,0.05917866146808104,-0.40841038202193275,1024.2192893525823,0.008471972605304304,448,455,8.67715776121932,0.05927481812356128,-4.5334537488522955,1678.2352036276704,0.005188798581906528,448,455,8.708024444688869,0.05928246872526444,-9.30817055701615,2512.240577307136,0.0034759850732808306,448,455,8.732510747210021,0.059283376309905655,-15.168932960124577,4428.769442621167,0.001974737822005724,448,455,8.74565852328723,0.05930725077647325,-22.01076630538775,7289.6016337548845,0.001200935548023236,448,455,8.754341732904498
AF6EOOWDGXOGQSENWNYO4AQ77CUQ,0.07806467551644206,-0.2928924438741387,741.3510904219196,0.010383166952127562,251,195,7.697572141992607,0.07803119509202308,-4.170574889436514,1352.3272603342482,0.00571694198593807,251,195,7.731176493333466,0.07796731261046044,-8.481570532817527,2026.5570162999625,0.0038256608855238173,251,195,7.752919909542619,0.07799640358486223,-13.485568185202164,3379.463309125829,0.0022986258378236814,251,195,7.768121680333749,0.07799692061595928,-19.32811699292496,4867.115125487462,0.0015982274714266952,251,195,7.7787571001504485
AF6PYKOUHORFC3TLKFYFD33N4BFA,0.10538481678517886,-0.10973993934921775,701.9928248198931,0.008436474369417664,164,198,5.922344474108133,0.10538134911010011,-3.6599296851750838,1189.0506206071548,0.005005567749724364,164,198,5.951873439300915,0.10542381817159119,-8.167690635698175,1753.1575964566255,0.0034081894130376196,164,198,5.97509315962995,0.10542188987257906,-13.305218098115255,3274.2207560551587,0.0018283401712241563,164,198,5.986389337751575,0.1054182328101706,-18.952869084439353,6469.052600258546,0.0009267615362299722,164,198,5.9952691257681066
AF6QHJSY6N5MMHTC5L26QOTX6K3Q,0.06202645810451535,-0.14091170040256223,981.2214692868398,0.008305425526900443,366,333,8.149461838557679,0.06200614240432778,-3.850445243103029,1519.1104078654957,0.005385117777661255,366,333,8.180588463626721,0.06200877236431768,-8.355714456818907,2023.9573423760537,0.004053120219391863,366,333,8.203342427571002,0.0620250206507289,-13.827430848925168,3081.09355634682,0.002667178004765244,366,333,8.217824964112161,0.06203901143140733,-20.066015796272907,5613.226328350326,0.0014657975791243186,366,333,8.227853563172795
AF6SH3CW7RGUQCQF3P3EHSTIBQKQ,0.09881543118990044,0.3960737285141369,901.5322840964927,0.010225317963285916,200,166,9.218454259054049,0.09885833985833259,-3.059553939613057,1588.7077392678016,0.005824166704437679,200,166,9.252898718125987,0.09886819182474971,-6.962794889490853,2573.737886191936,0.003604549188134126,200,166,9.277164808143185,0.098907836542516,-11.65485032257263,4735.032993046615,0.0019624879339451362,200,166,9.292445115686107,0.09891419908567156,-17.107840741061338,6336.798437777641,0.0014681518319999132,200,166,9.303382235437432
AF6SM2ESLD534XWS7P6PFSL257CA,0.06711252775233312,-0.7364807408290484,977.6954044785598,0.007803999966341334,314,306,7.6299349036427575,0.06721318007373489,-4.270787596619019,1549.4062695096172,0.0049448866337071015,314,306,7.6616383522800895,0.06726804788433083,-8.717688698530173,2190.5564747651983,0.0035078472935371756,314,306,7.684137601345437,0.06728279411967641,-14.39622856586123,3750.136440337021,0.0020524665057049148,314,306,7.697029435615193,0.06727576928387236,-20.485157732075237,6114.546989333893,0.0012603423726927187,314,306,7.706422660478199
AF6VZKYEJNO5IW6KCGKGZBMDKORA,0.05073502989411005,-0.19759667078751453,818.898317382762,0.00843705881945637,248,205,6.909093270912214,0.050713168592074975,-3.8807535087162393,1291.9267367105522,0.005371681576515811,248,205,6.939819049796267,0.05068556988812478,-8.195095908060956,2244.1676455037805,0.0031011873235209813,248,205,6.959584254092252,0.050769931911628374,-13.410358818712576,3666.6386874914583,0.00190145116379252,248,205,6.971934399537312,0.050791609111031755,-19.67716648776644,5747.414413793621,0.0012145183046244237,248,205,6.980340009814604
AF7P3N4WIHMAVATNPD5MCDI5Y2KQ,0.09071632421246512,0.32459633995129133,1020.1431695374465,0.008266404315538585,306,362,8.432915899131558,0.09075691350016374,-3.0182839866859026,1688.470629770943,0.005014305234212252,306,362,8.466507116674098,0.09073555434395508,-7.25925764013019,2103.9852838651314,0.004037080432775413,306,362,8.493957820339345,0.09070187657239326,-12.573881930623731,3650.8603761325653,0.002330692661789196,306,362,8.509033487869115,0.09068893755486213,-18.487969965891025,8030.597555670626,0.0010606840521238147,306,362,8.517926756324322
AFABYMP565JRM7UTWNGXF6E6GL2A,0.087198205236318,0.4897221767121556,1383.8658088033046,0.00542122112804076,87,70,7.502242561057689,0.08707890662332723,-2.741010266385702,2472.7989057733794,0.003046751264646334,87,70,7.534003193381114,0.087025224203723,-6.218621145219877,3392.393598056975,0.0022273499944259366,87,70,7.556047861722786,0.08704273938677548,-10.478188277141841,5695.823255742709,0.0013288078578169477,87,70,7.568654698967422,0.08705179695546589,-15.324297549925816,11694.016873944034,0.0006479533035178126,87,70,7.5771768648650815
AFACZSTCNX6VMUJQGUK3YVE6CK5Q,0.07203264906475404,0.32733022164437897,1141.8204300337586,0.007866886189506553,183,173,8.982571371929009,0.07209769589058679,-3.3176925617979935,1738.611976662491,0.005184833559316923,183,173,9.014413723230016,0.07211319825618889,-7.578673179539508,2809.5658546542577,0.003217094474698417,183,173,9.038638787309548,0.07212731676101902,-12.911758173519615,3817.219404376694,0.0023720638166001362,183,173,9.05468802914588,0.07211694053503614,-18.870228373810416,8660.478961152368,0.0010466232999352888,183,173,9.064259069341434
AFAGLQ3MJPGL5736PU4ECCH6JIDA,0.0648694342814905,-1.281467094878516,758.7323801128654,0.009614802388910309,530,577,7.295061900852782,0.06487091228904118,-5.410471234996409,1228.975132240684,0.005960191389621603,530,577,7.324927001239996,0.06482862808333623,-10.105141401537454,2078.987569732729,0.0035333548804061957,530,577,7.345800875818953,0.06480686685568882,-15.911229360168102,3282.0562108583067,0.002241616705530809,530,577,7.357112030751127,0.06479670689422701,-22.303603277727895,5256.9002520943795,0.0014010772488880733,530,577,7.365323342883412
AFAJBILA4IKTWI22BUPLOQY2H6EQ,0.17769755635576434,3.854372137117783,3358.230250016044,0.007582862169297487,72,92,25.4649971186371,0.1776709853997288,1.230076575027331,6747.024289766623,0.003781118461685119,72,92,25.511298103474505,0.17755236643584216,-1.54361876008718,9389.644220993685,0.002720105621826982,72,92,25.540824032480153,0.17762546172056892,-5.030808489646168,18999.02278432056,0.0013452039188753821,72,92,25.557559904270693,0.1776299548874869,-9.53367111965576,33324.18414506702,0.0007672700522112404,72,92,25.56864850888256
AFAWMUZHDWA2BUULOOOVMF3RR6QQ,0.057155466074477634,-0.6364617638930496,834.7054524814429,0.007358618764014557,139,128,6.142279205055207,0.05716223251612329,-4.226737932387756,1308.0196938829158,0.004719860071606805,139,128,6.17366992603333,0.05704903190688704,-8.285729769193146,2492.1674031853818,0.0024865114157129626,139,128,6.196802697888182,0.057066833468350064,-12.676256319626113,3922.2570219030335,0.0015830682211772544,139,128,6.209200446664031,0.057155056528124026,-18.006173865132983,6035.178742688386,0.001030360042830119,139,128,6.218407027803829
AFB5EMZ7KD3GDB2FX4JDT3KRS5GQ,0.07255981440107406,1.1495765882064923,1058.065150035291,0.006411644506514494,82,83,6.783937606758208,0.072616205453927,-1.8047051385030026,1666.70807517172,0.0040891784069744825,82,83,6.8154666717222,0.0725645334756595,-4.791684083072025,3088.4705810479395,0.0022129407715719305,82,83,6.834602470601436,0.07253343026878001,-8.744806336250946,6650.92715648479,0.0010294070772716199,82,83,6.846511485303454,0.07252068093524566,-10.9674800014455,10854.092844414487,0.0006316821498977858,82,83,6.856336703149916
AFBR5VDMITJI24U5KZRYEPET3TJQ,0.09373549777944556,-0.9552514774671887,845.676689340862,0.008261890392467218,219,211,6.986888114798751,0.09365534246818147,-4.82728080388511,1158.7264552167771,0.0060596817081502085,219,211,7.021513505426836,0.09366522119463677,-9.30024410978947,2043.404844172092,0.0034461678926561816,219,211,7.041916165683971,0.09364164711291878,-14.964264580778371,3313.992179384305,0.0021289313554274437,219,211,7.055261862332577,0.09364953231213091,-20.93083984745428,5488.792353307984,0.0012871989988129959,219,211,7.065168021870464
AFC2ORBDTHTTGKUIJ5GBTDI6ULQQ,0.13409463767593233,0.911361854829767,1395.1840608835264,0.005168484276815466,87,97,7.210986881940058,0.13415877319271774,-1.413995631540382,2258.6026938897553,0.0032072230222241014,87,97,7.243842557900598,0.1342542911544018,-3.8570434533998754,3697.954613869376,0.0019644306441734634,87,97,7.264375364247649,0.13431454927091036,-6.650074495483095,6238.916693901772,0.0011664694438060204,87,97,7.2775056858876965,0.13432026425443966,-10.080125462539261,8639.902237599474,0.0008433924634463444,87,97,7.2868284321046035
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,0.0576562306113092,-1.5187185407238735,818.9407986906807,0.009354358589800122,405,377,7.6606658947699415,0.057709334423875824,-5.60821761499337,1304.8329450073086,0.005895170959000903,405,377,7.6922132837547075,0.05777739187319231,-10.357036281045158,2181.7172600275067,0.003535551896268844,405,377,7.713574595812717,0.05777095819227129,-16.24873963015852,3146.4804862506157,0.002455782306987937,405,377,7.727071107417062,0.05777245530238051,-22.686654517904635,5363.84679274016,0.0014423390491754343,405,377,7.736485682963544
AFCLMP3NJA4M2KK7VX4QOA5Q3RDA,0.10341597362308919,0.33951463207910076,871.3151224499001,0.009517714940061485,171,159,8.292928958442916,0.10339454956800032,-3.5876689643452577,1668.2679983348526,0.004991908932665617,171,159,8.32784192296794,0.10335664958763979,-8.094898505478932,1998.3452396340183,0.004180760907786564,171,159,8.354603658123278,0.10333332919211113,-13.11629234244167,4515.604076593891,0.0018537308717938598,171,159,8.3707146815803,0.10333756056121679,-19.10384927944896,7937.747891834927,0.001055796045825082,171,159,8.380642836955696
AFCMHYJTBQ6PGQWDCDWX2KP4GJ5Q,0.06246167769882316,-0.021779468368597614,943.7120402937558,0.0083521339370932,121,139,7.882009358580942,0.06256718257824034,-3.3208009965199934,1773.2733901582958,0.004461513612919513,121,139,7.911483369619172,0.06258680282621698,-6.68368998248892,2778.2143227971233,0.002856418504616802,121,139,7.935742801429139,0.06261192939497262,-10.836426283457438,4333.734847874608,0.0018343368214092906,121,139,7.949529405680984,0.0626184584220586,-15.288072359903063,10369.076916432821,0.0007675863262420169,121,139,7.959161656805571
AFCMONQZTRUTDG6AETEXBRVA47IQ,0.12961071720264006,0.029996815991058957,1032.450732876959,0.007478450010214815,217,186,7.7211311938299865,0.1296058334572231,-3.517548662888787,1446.3400002392448,0.005365977049256604,217,186,7.761027246705579,0.1295768840921967,-7.589417065544435,1953.4133925017884,0.003986536528770319,217,186,7.787353844997532,0.12957795719919785,-12.971515238090463,3235.641034393698,0.0024113520667048698,217,186,7.8022696954003266,0.1295882434782315,-18.74348589554273,5261.92930845037,0.00148478085593156,217,186,7.812811902452301
AFD3QKEFR4QC5A77SE52O634AH6Q,0.14685848747710284,0.3645824098523455,1104.4752831539115,0.00613608692227475,102,99,6.777156340936418,0.14687913364092714,-3.978655584033245,1529.5996027288027,0.004449674471900603,102,99,6.8062203044916565,0.14693148657547656,-8.52252347477711,3169.557159993927,0.002153570749724794,102,99,6.82586558934371,0.146989787634015,-12.643955620932672,5558.5051673398975,0.0012302392600106727,102,99,6.838291283833736,0.1469741155153393,-18.135070351740836,10276.24870403443,0.0006663932250901533,102,99,6.848022515710011
AFDNVPMB44ZS5O2CSJTL47BI2QTQ,0.06808253346041054,-0.5148845152032361,874.2131139717151,0.008489852291987432,277,307,7.421940209338235,0.06796123102852153,-4.300947477026418,1310.2016388387365,0.005689553109147756,277,307,7.454461807865418,0.06792091258918542,-8.720456429321462,1861.452179132707,0.004016746513874818,277,307,7.476981551275985,0.06791992741009661,-14.12852969958122,3195.356493914626,0.0023444435495487163,277,307,7.491332920666746,0.06796451013177945,-19.99753593054166,6582.340819774446,0.0011395588361493947,277,307,7.5009646437208195
AFDR6DYNOICACU76IFDVH5KPNJQA,0.08078281871281356,1.3956738569712703,1322.5939703203146,0.007727997115883909,169,154,10.221002388120839,0.08083506216877623,-1.4605162571492318,1948.9820291843837,0.0052660596617373715,169,154,10.263455645338931,0.08089258104810859,-4.8553673501374295,2675.36432982436,0.0038466913150097255,169,154,10.291300732022181,0.0809148460558996,-9.54140102041583,4228.277031795339,0.0024377506778994217,169,154,10.307485200605642,0.08091235341452707,-14.525435655197814,7322.3372719283425,0.0014092783272630037,169,154,10.319211222238721
AFE54MELB5IGFUYBSOBGJOSOMEPA,0.044796840088801804,-1.1319061929122067,816.6394600764917,0.008406442816717877,433,413,6.865032923008389,0.044773604880288864,-5.210561195416397,1185.4290149580654,0.00581536872668236,433,413,6.893706821289009,0.04480310303730678,-9.956234699576482,2103.242867258469,0.003287241813109729,433,413,6.913867896376834,0.04481535922245472,-15.731030384494298,2884.6026940186443,0.002401191603210303,433,413,6.926483767475387,0.0448713136444428,-22.269592756793504,5083.517070557708,0.0013642499462050168,433,413,6.9351878900406385
AFEFFFWPK6A4NTSVTBW7Q7KSOFQA,0.09122584489059005,0.06574378277907152,974.9508562124347,0.007264454674209399,201,210,7.082486304536877,0.09111994737162621,-3.5537742226936997,1265.912072112088,0.005618835033442277,201,210,7.112951100040906,0.09119560542315974,-7.827966446313866,1881.0462905810768,0.0037943843481561823,201,210,7.137412603138084,0.09117110587415933,-13.174730576829964,4335.213644728028,0.0016492035547874212,201,210,7.149649753648396,0.09116007515548952,-19.277334049333426,5810.497718499671,0.001231977530818333,201,210,7.158402632062782
AFEFYWKLBMMNZLML4322HXASDY5Q,0.08659613081167933,-0.0004952167958758006,1085.7238088371296,0.00787468288818456,157,150,8.549730698744309,0.08656702056978904,-3.3424712626370328,1701.555692690063,0.005042871662734035,157,150,8.580726985230502,0.08666134492068678,-7.580592336331009,2340.804108379716,0.0036766375113058314,157,150,8.606288191487666,0.08675320408109327,-12.680543949184687,3960.3186911428647,0.0021768154552176257,157,150,8.620882934467026,0.0867499695561188,-18.64101713938701,7334.041319210725,0.0011768493745734111,157,150,8.631061939608697
AFEIXWQVYO322QGI3W2CAAJUQSXA,0.11459377420858152,-0.48353976111105307,1095.6575472526781,0.007289869989995613,211,245,7.9872010730294996,0.11441877030838477,-4.456696696324302,1618.9426022773062,0.004951671942218371,211,245,8.016472659758533,0.11449484312332436,-9.064235555749152,2510.4620441421202,0.003202230062880818,211,245,8.039077029473129,0.11452980996898787,-14.49689716675552,3384.092902711216,0.0023797564473909487,211,245,8.053316903796967,0.11453817373456843,-20.550021984570783,5491.548719325055,0.001468194093233211,211,245,8.06265939241545
AFEP23NFXJI3T44Q4XC55NT6COAQ,0.08211768677884376,-0.3398933963539216,1111.4867843783109,0.007615762428733088,382,383,8.464819292501694,0.08216290670377621,-4.157704514297295,1502.2095819750357,0.005654486454900404,382,383,8.494223733699437,0.08218558499568815,-8.75388215306441,2150.9727312434143,0.003959030446719566,382,383,8.51576653305622,0.08215951918141548,-14.164239335297294,3560.1869348200185,0.0023955747304174107,382,383,8.528693856617053,0.08216373516653055,-20.454587762759562,6192.496031063507,0.001378722889462389,382,383,8.537736020932254
AFFAHDCNLJ7E3HVOXDMB4HUMM7HA,0.08348346958780228,-0.40538581776176924,765.8141079987937,0.0092437256708744,164,168,7.07897552922623,0.08345958914012341,-4.159137283179523,1196.525247486078,0.005944895097768324,164,168,7.113217078136016,0.08343546643405764,-8.276773913705174,2010.786378555868,0.0035493635328829507,164,168,7.13701184446397,0.08354229254982126,-13.206374113790755,3125.90053441356,0.0022881138623066385,164,168,7.152416344983395,0.08353344107405947,-19.10788735757344,4982.262789317703,0.0014376476925556216,164,168,7.16273860276833
AFFCTK6Y27DONGPEBDIGH6YXH2TQ,0.025205946827994395,-0.8322799634467022,937.8465083358951,0.0078098454181012,475,468,7.3244362560092995,0.02520441683228846,-4.856728920454502,1389.6351167959272,0.005291606940041551,475,468,7.353402828162778,0.02521065041518808,-9.493101196692582,1661.3624632957112,0.004439191766755719,475,468,7.375106568659322,0.025210776831646346,-15.184368292759258,3128.177659468425,0.002361684548010455,475,468,7.38776884179809,0.025212765023042656,-21.63768201373799,5354.851729322286,0.0013812905634601226,475,468,7.3966061624409924
AFFQUYFZ7LGZ22ADJP2Y5WR7UURA,0.04019015770508594,-0.2765048661390019,811.2403829106206,0.007977616152260426,173,152,6.4717643820737,0.040219761682144195,-4.049393987787521,1400.5904604268846,0.0046432435864926765,173,152,6.503282672679957,0.040252893787893484,-8.463199194744194,2192.9634322395277,0.002976918875017962,173,152,6.528274233658024,0.04021459801276428,-13.702991389401125,3572.710216678397,0.0018308335556407858,173,152,6.541037749275472,0.040215750811455786,-19.826481182735655,5308.937733258277,0.001233719631031232,173,152,6.549740701443186
