uid,V_u,x_max,x_4_lam_min_med,x_4_lam_min_all_pos_3seeds,x_8_lam_min_med,x_8_lam_min_all_pos_3seeds,x_12_lam_min_med,x_12_lam_min_all_pos_3seeds,x_16_lam_min_med,x_16_lam_min_all_pos_3seeds,x_20_lam_min_med,x_20_lam_min_all_pos_3seeds,x_24_lam_min_med,x_24_lam_min_all_pos_3seeds,x_28_lam_min_med,x_28_lam_min_all_pos_3seeds,x_32_lam_min_med,x_32_lam_min_all_pos_3seeds,x_40_lam_min_med,x_40_lam_min_all_pos_3seeds,x_48_lam_min_med,x_48_lam_min_all_pos_3seeds,x_64_lam_min_med,x_64_lam_min_all_pos_3seeds
AEMWSCOSTFGK27K2CRBK6II5OTUA,26,24,0.08493155052415137,True,0.013905064733975195,True,0.00542743124725117,True,0.0021772688097230638,True,0.0004671894529195727,True,4.2175988067460256e-05,True,-3.3322952899807957e-18,False,-1.5363964320735765e-17,False,-1.8682449686376353e-17,False,-1.9695143221276025e-17,False,-2.3180277643377224e-17,False
AFB3CZEZQWZ33YHIGZPKBXXBZQJQ,22,20,0.09248118925822747,True,0.020498691110754357,True,0.00700140944201733,True,0.002543827506646995,True,0.0001152401514606046,True,-1.221996877907949e-17,False,-1.2595241047583667e-17,False,-2.138361192371063e-17,False,-1.9523331769934142e-17,False,-2.5041412555878834e-17,False,-2.5742688092847314e-17,False
AEZUL3R34WWAORYARPTJG2X6KC5Q_2,27,24,0.08451400766026619,True,0.014275275708874666,True,0.007274667341069275,True,0.003328167996859955,True,0.0004941171957127451,True,5.972496054202083e-05,True,-1.055340638302512e-17,False,-1.899533079064242e-17,False,-2.269226305270619e-17,False,-2.1989673698937318e-17,False,-2.5289916831009356e-17,False
AEFKRMWLOVJNJGUR6ISNBRULP4JA,23,20,0.08801599780749773,True,0.008732477905242493,True,0.003601844105124325,True,0.0006952366437081213,True,1.588541512047821e-05,True,-1.2763458026692914e-18,False,-2.003908694740444e-17,False,-1.7614001853745658e-17,False,-1.9487981230933214e-17,False,-1.589807865455011e-17,False,-1.589996402234733e-17,False
AFZXY3NAIABVWUCUSCVX63D3BJLA,25,24,0.07183955490665579,True,0.015677891411405454,True,0.006890647033103297,True,0.0015801294332167609,True,0.00015554320056193984,True,1.494531787702054e-05,True,-1.3401495569701434e-17,False,-1.398351470413312e-17,False,-1.9629976238233593e-17,False,-1.3845906742054329e-17,False,-1.8449599255751605e-17,False
AGIA3ZNA7OJDRHNPWVATX5FDCEHQ,34,32,0.09805754669705721,True,0.019524955914130084,True,0.008148450970684007,True,0.0032788258824613388,True,0.001555964458501098,True,0.000414803570611824,True,0.00018485276808908398,True,6.22323387443313e-06,True,-1.1456090499120728e-17,False,-1.1726035137665652e-17,False,-2.351109123383267e-17,False
AE6MKXHT2YWXPMZU2CJDON7RKJKA,28,24,0.07400529642083031,True,0.01146998884175804,True,0.008677102275517578,True,0.0019433642363146553,True,0.0005420835505206131,True,0.000290031470617577,True,-1.276964775218941e-18,False,-7.419234340322169e-18,False,-1.4670574252200936e-17,False,-2.0757598385534754e-17,False,-1.9094947537580596e-17,False
AEQAAPLNWBNDE6VA65AXBDMFSYDQ,27,24,0.09295467757333818,True,0.018065857099170527,True,0.0044154026854040665,True,0.0019461023614711376,True,0.00036819643863059473,True,8.041165201415675e-05,True,-9.148598682567447e-18,False,-1.6120681361716196e-17,False,-1.8680786962585648e-17,False,-1.7109209577034202e-17,False,-2.0459203773043883e-17,False
AEHLNP5276SPWHNAJU2DP4X55HSA,19,16,0.05960261663517301,True,0.011950375352987137,True,0.0017792074441932164,True,0.0007065511162810768,True,-6.607362633962644e-18,False,-1.5394233611176773e-17,False,-2.3456951830816218e-17,False,-2.6612489123368327e-17,False,-1.9554141479938457e-17,False,-2.6462755293644036e-17,False,-2.32282554202568e-17,False
AFZTFBCA2JGXFPHJYUOU33TJKP5Q,27,24,0.09244792775289273,True,0.022241714004189297,True,0.007349191062612214,True,0.0025448403565979326,True,0.00058918873820021,True,0.00011337721612438874,True,-2.2532509049094518e-18,False,-7.720856292439614e-18,False,-1.8091170319789054e-17,False,-1.9274526051399317e-17,False,-2.087760599713669e-17,False
