user_id,N,mu_norm,sigma_norm,ratio_sigma_over_mu
AFEAZ3JN6U6RGEXBS5RLG3GQKPOQ,10,220.2715,287.5706,1.3055
AERIK7GJLZAGV7WSQ27O6LPAEVHQ,10,35.3930,340.6802,9.6256
AGH2BA6TQ43WVJL2HXW53TOBIWPA,10,279.0935,172.7169,0.6188
AFTAXGFUHVRCHPOVABUAO25E7XUA,10,45.7033,212.1729,4.6424
AEL4PBKFH7QOW74BY4ZYRZKKRAJA,10,118.9808,309.7082,2.6030
AEP4KJDGBH6XPJKFEHPYSAPUNDBQ,10,14.2567,239.7727,16.8182
AHZTEZKKMQTPNZW3AYURV4YDN42Q,10,93.2383,249.8391,2.6796
AFJYUDW2LLMAVP2L5F7FQPYGWP6Q,10,172.8011,279.5574,1.6178
AFVAUF5XDUB2H6MA2ND3VFEO5E2Q,10,60.3334,206.4191,3.4213
AHZ4TADPCXAAIKTFERGG5YB4BNQQ,10,320.0130,327.8368,1.0244
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,10,65.3491,473.0895,7.2394
AGSCLYM6ICDUYZPNL2EVMDECTYVA,10,52.8453,258.3590,4.8890
AEJUJLXYEFXUHS4YQTETBDYWZUXA,10,112.3320,334.1069,2.9743
AH3T7SU7USHPJ26STB3EGNFTDPSA,10,38.2686,181.4048,4.7403
AETQ662T5IP4NC524RTVV6ZWNOBQ,10,17.0990,232.7999,13.6148
AG4ZQI4W2WQ5PF5CBX4OHHVCJH5Q,10,223.6514,287.9931,1.2877
AFPSDKWBOKQRKTD2GCKDOG5KMHJQ,10,383.7237,465.9032,1.2142
AET7LRH6MCYVFN4IELYHTGCRPE6Q,10,269.9894,218.3141,0.8086
AED3PQGKE2MP7OA6YA7ITROMHQEQ,10,123.4849,287.2899,2.3265
AFNWEYQ6IYHI6PXIDURCBE62P2BA,10,180.5474,167.3780,0.9271
AF4UB2PGVLHK45WF7I6OED36OQDA,10,45.4163,268.3848,5.9094
AHAFS4E6NJTO64CTO5KBPTN7KF5A,10,133.7001,289.5388,2.1656
AFP2CXPW657I6PLKLC7XRPJWUFJQ,10,28.6442,254.7739,8.8944
AGUREQYPLUPVADJ46BNP2KHJT4CA,10,200.4746,224.5233,1.1200
AGNWFBNXATPJXGLZ24PZ42I47Q6A,10,43.3990,361.6763,8.3337
AEMT3I6AICC5YI7Z5G2V4LEGYKPA,10,269.4776,366.6118,1.3605
AHUWSVWSUJVHIDMX4QGBQBTYDG5Q,10,23.8807,260.4375,10.9058
AESVYYXWEFTU2N53XMDLBA45DDYA,10,23.7984,195.3699,8.2094
AED4A5D3XDKTGB566GFP7YQLSHBQ,10,53.9385,335.0561,6.2118
AG5LC5HSFYGJSK3AQGHEFHKX6ZWQ,10,154.3668,346.1931,2.2427
AED3HJLTUSJQBBK6H6726ARBBH6Q,10,130.0414,246.3637,1.8945
AGATU6QOCPNIZ3BFMXICJCKNGN2A,10,81.7882,324.4765,3.9673
AEWHLGO6FWZ4ZO7N6TX7I2FYO6EA,10,233.8038,131.3919,0.5620
AFVPNHXKNRBIA6WJV2DQBR3BUIJA,10,391.7953,317.8988,0.8114
AFLZUVWTQ54JZIKLCEW3YIMUGHHA,10,32.8701,221.1174,6.7270
AE3RVPQUALI4HMJUOSE6YE4VVMUA,10,46.9843,396.7717,8.4448
AHDNIUCTSZAY4XEMCN3QKD6NHY4Q,10,102.2151,330.2811,3.2312
AH5DZ3X7JLNNTZU6QNP72JXJ5NQQ,10,117.0393,271.2250,2.3174
AEOYWMLWQX43VA3EE4SZAZK4AOMA,10,139.8593,288.3651,2.0618
AFO2SXNWPO3ZX5SFC226HLM65YRQ,10,103.0889,154.4990,1.4987
AEDVEEUD4NZX7NYETDDN5N3HBJEA,10,38.3254,266.2250,6.9464
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_1,10,168.9656,336.4162,1.9910
AFYVMSSEWRVG6CEOM4PF7J6SSDUA,10,248.7831,220.6714,0.8870
AHV5LMB2ZZ3QGYIYZ6RPDTL4OWBA,10,85.5784,382.9416,4.4747
AH5ESWZG6Q5ZEBQTOVP3NMJ5XYWA,10,57.1040,257.2029,4.5041
AHQQJATBFWW5TORPLQ4LQOGXKIWQ,10,199.6492,482.4849,2.4167
AFJ6BZFH6T6LBXYN5NKMBPTHRGDA,10,108.7956,164.0387,1.5078
AGAQBOI26SMK7M5KPF4PFK2S4OKQ,10,101.6777,267.1847,2.6278
AHCZ6MJHUWGYWZ3SXMD3QBBOFAPA,10,48.2592,261.9058,5.4271
AG3CK7F7NP5GM6BN6OHZJRWWF7QA,10,159.8757,235.6884,1.4742
AFR35RN5SZKFP7XCLRQLU7XDJQJA,10,152.9543,458.2949,2.9963
AF77WIID7TAGOWST2NGGZQIRMEOA,10,153.1691,206.4068,1.3476
AGC75KXFQTQTZ2RODT3RT4GNYIJA,10,10.2956,170.2797,16.5391
AELU7VBQWQH7VMYK6Q3CIU5C43RQ,10,195.0051,194.3974,0.9969
AH7EYATKZABJLZPV74F2UTJVZZKQ,10,123.7974,181.2568,1.4641
AEESOLSSR4LALOZ372WQ2PZBLLSA,10,66.6108,318.6970,4.7845
AEJKZRNBES64Q4UGI2WK6DEPL6OA,10,48.2692,405.4715,8.4002
AF43BDFHZRMABFFB57FXB5RVIXAA,10,106.4929,334.0253,3.1366
AGSIU3JOYC6CJLFFB7APDN3UGSHQ,10,169.4807,157.6757,0.9303
AF4AYT2KDUA3BZUYDOV54XGILQ2A,10,84.9024,412.8877,4.8631
AGW7SXB5FPGXDQKSUWGAGBTIUCKQ,10,198.5013,162.8947,0.8206
AEVZGLYUEQEYH3ACTQCPBU65KIKQ,10,121.2515,246.4415,2.0325
AFDNVPMB44ZS5O2CSJTL47BI2QTQ,10,121.2111,375.9858,3.1019
AHZGQXTGR3WB6CQR3PP2TB2YPTUA_2,10,173.2641,180.1283,1.0396
AFACZSTCNX6VMUJQGUK3YVE6CK5Q,10,179.9320,286.1577,1.5904
AFWG3VCBDRXV4MMDNVOFWS7J4TDA,10,140.7799,322.4191,2.2902
AGFUGF7QX5W4NIJ5NJISSMNZIILA,10,61.1159,278.4154,4.5555
AEBJEFYQMDZGCOGQMVO5OUL7C6TQ,10,104.2621,353.9908,3.3952
AH42YC4C6K5PQ4ZMRZXRRGKELWCQ,10,325.8958,402.3172,1.2345
AFVOZ4UNUZKEQ7GTQ3IHQY7PZ5FA_1,10,40.4940,270.5950,6.6823
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_1,10,74.7204,384.4742,5.1455
AHAZFJIG2P27OH4KLTR2SMWMKW6Q,10,65.3536,241.9226,3.7017
AHPG65LKS3QKRWDUWAKZNLEK5RZQ_1,10,218.9342,305.1783,1.3939
AGYAFULM2L6YNLWUQWAM6SKXYGVA,10,214.0149,272.6522,1.2740
AE5MYIUHLA3BAMM2MFJXJQN6UPRQ,10,257.4829,340.2048,1.3213
AHZRUCQACCVHJ5W7VTYWOTZICVAA,10,63.0457,215.9603,3.4255
AFFSSZFCSN4TEOSSF23HO7ZOYD6Q,10,249.2246,138.9588,0.5576
AHVSRNKOWB3QKDODMMYIBX4MGZXA,10,94.6385,206.8836,2.1860
AE2B5CUQIA5ULZCR34UOPOXROEPA,10,39.4714,389.1154,9.8582
AETXGCF36FY7PP3RNVGTGZVWXO7Q,10,77.3420,316.6747,4.0945
AFMRNKCMPCQ5LK26BNF6TCIOUJOQ,10,80.7085,258.7744,3.2063
AFCMHYJTBQ6PGQWDCDWX2KP4GJ5Q,10,145.7872,297.6730,2.0418
AHNDQTIDT42KUEXE7PRP45ODX5IQ,10,221.4683,348.2933,1.5727
AGBWD5VMK2NVIAIXF7OINPOSC46A,10,426.3914,204.2719,0.4791
AFQGXKKBN5V3V5V7CY42FCQTAYHQ,10,19.9609,345.1953,17.2936
AFO33UNM62QYS3SHDST3HB2SXSXQ,10,15.9942,123.4256,7.7169
AHS5FPE6RHE4ITJ4SAVI67YVRNOQ,10,205.9401,232.0523,1.1268
AFXKCGO537IZNJ7PULRMGKGU67RQ,10,20.3143,266.1412,13.1012
AGLWDF5SJNRNIW2HHSD6ZPADUHQQ,10,228.7736,133.9896,0.5857
AEE33OSHYGNPVW65BJVDZQ5QWWUA,10,243.4606,222.9170,0.9156
AF7P3N4WIHMAVATNPD5MCDI5Y2KQ,10,31.7304,375.8969,11.8466
AEIOYAYGE2AU7LWLFRYRX4XPOWIQ,10,77.5356,170.6099,2.2004
AFLOM6HXIM7CJECSEUDVO4I3JXBA,10,28.9999,385.8403,13.3049
AGPIQK2GLZQLAF3BOENG2KHDXFVA,10,172.5698,160.8197,0.9319
AE23NZUELB4BYWLHKWJXAS73PTSQ,10,218.2492,198.6258,0.9101
AF7R4OC3YUOI77VS55Y3B3XSN2OQ,10,24.9671,178.3264,7.1424
AGK6P7T6FVUJW7W7Q5UJKJWF3NGA,10,132.8622,384.4445,2.8936
AFUAKR7T37ENPSFCNQFHAAWRCVLQ,10,230.6307,193.9489,0.8410
AF6VZKYEJNO5IW6KCGKGZBMDKORA,10,57.3629,320.2404,5.5827
AFCE2BOTILWKUHLAHIK5QHTOPFJA,10,124.5940,462.7485,3.7141
AEYSO6GNRBHDXBDQ643LNCN5W7VA,10,133.3715,205.0639,1.5375
AFUCVWOPZLX7CRPZU4OLX4BWVINQ,10,475.9592,282.4503,0.5934
AE5IMGWRBJA7JQFBQTBK25HDYGVA,10,46.3292,243.8354,5.2631
AHAUPRV26D4WPQN2JIJUWUZQM7WA,10,385.1696,306.1457,0.7948
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,10,110.3741,287.4021,2.6039
AEVIVDBW7OKSXHS2P7KPTBSPPU7Q,10,165.2280,234.5134,1.4193
AET4MQOLSTJDNAS27VF6JATZECGA,10,237.4490,281.5513,1.1857
AH5VDE2Z5X2ZBRZ3IYMSCVW7ZWFQ,10,12.7609,224.5376,17.5957
AE6JXZ2HEEC3RLKQ23MI2JSCXSNA,10,184.1602,343.2287,1.8638
AFMTB6XAI3YBCJVTOGKOFJU3LUOQ,10,240.8417,324.8514,1.3488
AHWREDWG6T4UG4D5IKFYGCRCRVSA,10,247.8550,252.7322,1.0197
AF4T3AQXLGSWBXPJV3RI2DBPEYUA,10,254.9953,185.1029,0.7259
AGUZIRNJXRWDW42Y6CFVVYV3XLDA,10,234.9362,160.5351,0.6833
AH2JKHXWYTOQT3N2FH5QPJWKSRTQ,10,45.6429,290.8235,6.3717
AFKLEJK2Y4TKTISZMHKTHX3KCEYQ,10,102.3840,347.0887,3.3901
AFAGLQ3MJPGL5736PU4ECCH6JIDA,10,258.9861,179.0363,0.6913
AGIDJMSMKVJIHG23IYLC7OX5NG4A,10,85.8396,326.8473,3.8077
AGGQPSSYKEUIDKQK5CJSZHWVU7CQ,10,42.3274,283.6391,6.7011
AEKV4Q3JUQTQA2UR7PH7QLUHUTTQ,10,26.0877,382.7803,14.6728
AEYVCA7335K6ZSPAFZ2DEQGVPU3Q,10,90.1425,370.7082,4.1125
AHKJQPQ2NLTXMC4BL7KN5LSO5HZA,10,190.9896,194.9162,1.0206
AHUOOO3WCQNZA4MQPWHAOEUEQ4YQ,10,105.1458,269.2146,2.5604
AHSNEADAVKGQVSQB32NT34W7YQAQ,10,183.5521,217.4759,1.1848
AGSLJQOUHG4HEY3F6PC2TMUXDETQ,10,171.3521,187.4121,1.0937
AHPG65LKS3QKRWDUWAKZNLEK5RZQ,10,218.9342,305.1783,1.3939
AFQ7UPBGZKPGBZGMUALGKNGUGHIQ,10,75.3813,481.7067,6.3903
AE35OPCE4E5LOQAODQT5QTD5SFIQ,10,54.3912,300.7408,5.5292
AH4WEBZJR7MVVWIQFUYNPKKGRCWA,10,500.4563,347.9616,0.6953
AEFI22B7AS3VNNKN4DC5HADG77QQ,10,113.4136,188.9933,1.6664
AESDV676IPKF5Z2C2JJHNZDXZ4NA,10,55.4286,334.1410,6.0283
AEEMHCO2KYLSSU547E7HNK4PMAMA,10,38.2159,265.4781,6.9468
AGDOGDBA3K4KIWTOCBCWKC5C6NEQ,10,147.8904,407.5068,2.7555
AEA7GX2M4IUP4OTI7VFQ5QW35MGA,10,146.2022,306.5614,2.0968
AGHL4KJXMKZQKJUU5YIBPEM33YUQ,10,87.2653,267.8875,3.0698
AEGJUYLQ33YRTQUTCMCJNFRQ7SMQ,10,410.7327,250.0202,0.6087
AHOHXQZCEU3KDM3TPKZRNCJ3ITVA_2_2,10,73.7437,276.7121,3.7523
AEIEKUH6Z6OH2GVPS35MCF6C2YNQ,10,55.0713,322.1823,5.8503
AG7G7N62KQJ7MLTZ7ZYA5LRCMTNQ,10,245.0161,261.3962,1.0669
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,10,11.8421,391.0056,33.0182
AEHAVZPKBIAPB7BTJJJ3RKGUIHAA,10,31.6647,140.8879,4.4494
AESPFWNUHN4G246P5CIB4BE5F7RQ,10,22.9902,445.4364,19.3750
AFZBRVQRMNE3RV6MZUYG4E5MZP2Q,10,28.8346,285.5743,9.9039
AEMMJOZ6MN462IVHK6GDTN2OWT6Q,10,311.5527,298.5251,0.9582
AGK7LQIMYOFD5UR6JTJYQNQHIP4Q,10,165.2966,403.3089,2.4399
AEIGRLFPH5Z3EQ73Z23CJ3WX6R6A,10,69.2693,213.2885,3.0791
AGVKHVURH5XGP6335AZCMGNTAAMQ,10,276.3521,139.6998,0.5055
AEJE3IIDZTTU3P36LWRHKGROEVIA,10,250.8687,368.2789,1.4680
AGBMWG5RST3LJWQ2YSOEISPVKSBQ,10,74.5013,258.3506,3.4677
AFNMO3HUDOYJG3NUBPQBY7Q6LKKA,10,94.2636,368.3148,3.9073
AF4MF2TEL724JVL42HY3LH2EZEOA,10,333.1719,395.7372,1.1878
AH5ONINJRNZ674DXUMV4RMYIFYVQ,10,86.5205,451.8798,5.2228
AF7TP6AYY2MOQ5YZ7UZN2U53GY5Q,10,215.7440,393.1041,1.8221
AG2XUDCCLTNCSR4AEIZ4UHZRFOSQ,10,240.1998,201.6761,0.8396
AE6SPZALZWZRHJVUFJD2YZWQ6LXA,10,132.0828,277.8276,2.1034
AHOEMNCGNZJMIS5RHBTTKMDDQU3A,10,210.1781,183.1852,0.8716
AG7PZ2PX5RJBIQYTFNIRY5QOWSOA,10,199.4482,203.5763,1.0207
AENGGJFDKQ2NVKLH5AASUYFZMXXQ,10,10.9070,224.9269,20.6222
AHGFE65TS742WVLX5LVITKOZM2CA,10,106.6414,159.1588,1.4925
AGN5KJZU3FYSKVWXWM66LXYWL5CQ,10,114.2190,359.2383,3.1452
AECKJ7U2IZYLGOYRGP62GJECL4GQ,10,161.7833,317.8512,1.9647
AHLA24J43UD2AKTINUBUWKEDPQHQ,10,42.3399,345.9591,8.1710
AE3RLEXEQRD2K7SCXE7HBCOMRDTA,10,223.1619,407.0084,1.8238
AEB2KGGJANOW27FHME4SJ3IIFGIA,10,14.3691,332.0871,23.1111
AGAG2PQ2KCR5GMH3CMIBKCBOZQSQ,10,139.5667,282.2531,2.0224
AHDKNBCGKFE7YQJCLD5CSAVGDKTA,10,101.5233,365.3173,3.5984
AF7LCMKDXRTT5HLQRLC4Z7C2C2DQ,20,81.7705,227.3952,2.7809
AGZ2367HI7GZ5GRNZJFGG3VMPZLA,20,172.0966,153.2933,0.8907
AHKOEEKH4SLCLEMAR5YCS4FKMS6A,20,29.1246,190.3292,6.5350
AG3QUFIVOQ2WTVK3GPE34FDES57A,20,53.5860,284.0999,5.3018
AGV7MJIYWVS7UVMOHQW5FYIEQC3A,20,26.4877,417.0001,15.7431
AGZIBDQ3D7BRKY7DVKB76XTWV52A,20,19.4950,273.0308,14.0052
AE75H4JVORAPLLQO3MAC3FRN4MAA,20,160.1092,443.3899,2.7693
AEQCZRWLHYXFS4QI6UEORJYM4BKQ,20,267.4243,499.8923,1.8693
AE2D3KGDRDJH7G4HXN3GTND5IPLQ,20,126.3351,187.1150,1.4811
AF4DEGIQ6C7TB4CHIWRXZACZOH5Q,20,72.5156,355.9728,4.9089
AFBJTBLXC6U3IMQB4RIPPSBCORLQ,20,100.1106,350.7605,3.5037
AE6PSXRFBXPR4AHQKR2TQC56EKKQ,20,44.8978,282.9048,6.3011
AECSBI2WN54PZ6JTA3MLM6WUN47Q,20,60.5800,366.4820,6.0496
AEYKTZXAWOPJG5MGGMKBLRJR6Q3A_2,20,118.2532,443.0516,3.7466
AFZTFBCA2JGXFPHJYUOU33TJKP5Q,20,78.4924,300.7560,3.8317
AE4D7ZEYV4QNO3O44AHU7NAJCYLA,20,139.7998,251.0737,1.7960
AE5WIXDVVE4ELVZ3GTARNEEVOBKA,20,31.2278,343.2019,10.9903
AEQXZCNKESE5KNCYCQZROO7GZRKQ,20,10.8180,181.7906,16.8044
AF7ONCCYEZYUVOL3GHBGUNXRISOA,20,160.4194,314.4540,1.9602
AHCALY2KFPY6J65IJAZJQHIDAEGA,20,31.0245,247.2942,7.9709
AHGVHBZZ3SJIXLAZYKE3BUXRBW6Q,20,155.3279,418.0737,2.6916
AGKYNKDZKGZJONU6HPIMXMUTCFSQ,20,177.1717,266.1327,1.5021
AHRNMCEMAIL7GCJZV7KUAO4FJPTQ,20,52.5761,297.9876,5.6677
AF6BAP7PONMFFA5LTZZY7SN6ANDA,20,120.1686,343.3893,2.8576
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_2_1,20,10.5942,265.8135,25.0905
AEUOFJ7IEGXHNGNVGLC4BQQ7XOIA,20,171.8225,164.3283,0.9564
AHA2VLVJNU3BGAVHMXWKO7WKCGXA,20,53.4532,324.6295,6.0732
AGF6TCJ5DIUYHXKWWLFKAY2HUIXQ,20,67.9824,292.0519,4.2960
AEHTE2TSRQVOUF5DERVN3V5W7EMA,20,137.8185,302.1245,2.1922
AFNI2C3GRBCPIQOT3H66FUQYRPJQ,20,217.0519,363.6682,1.6755
AG4I7OL7GICMY4PRESVKVW4HK6TQ,20,246.1669,136.4434,0.5543
AGYTVPTJ44JFQREJVK3GIMERZADA,20,192.8698,354.0293,1.8356
AEFYY4OQWFEI5GGGONXYESM5S5BQ,20,112.0952,298.9765,2.6672
AFEAZ3JN6U6RGEXBS5RLG3GQKPOQ,20,187.7740,279.5105,1.4885
AERIK7GJLZAGV7WSQ27O6LPAEVHQ,20,45.1651,282.3225,6.2509
AGH2BA6TQ43WVJL2HXW53TOBIWPA,20,287.0340,184.8506,0.6440
AFTAXGFUHVRCHPOVABUAO25E7XUA,20,109.4689,210.0869,1.9191
AEL4PBKFH7QOW74BY4ZYRZKKRAJA,20,73.9538,338.2683,4.5740
AEP4KJDGBH6XPJKFEHPYSAPUNDBQ,20,13.8173,320.4125,23.1892
AHZTEZKKMQTPNZW3AYURV4YDN42Q,20,91.8700,245.4785,2.6720
AFJYUDW2LLMAVP2L5F7FQPYGWP6Q,20,193.1124,350.1942,1.8134
AFVAUF5XDUB2H6MA2ND3VFEO5E2Q,20,111.3198,249.0888,2.2376
AHZ4TADPCXAAIKTFERGG5YB4BNQQ,20,269.6895,338.5052,1.2552
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,20,11.9146,385.0036,32.3135
AGSCLYM6ICDUYZPNL2EVMDECTYVA,20,39.2369,281.6032,7.1770
AEJUJLXYEFXUHS4YQTETBDYWZUXA,20,137.4034,291.4999,2.1215
AH3T7SU7USHPJ26STB3EGNFTDPSA,20,33.4732,240.2866,7.1785
AETQ662T5IP4NC524RTVV6ZWNOBQ,20,30.1302,268.9542,8.9264
AG4ZQI4W2WQ5PF5CBX4OHHVCJH5Q,20,208.8906,262.8751,1.2584
AFPSDKWBOKQRKTD2GCKDOG5KMHJQ,20,332.3042,391.1484,1.1771
AET7LRH6MCYVFN4IELYHTGCRPE6Q,20,170.2609,324.3362,1.9049
AED3PQGKE2MP7OA6YA7ITROMHQEQ,20,95.9335,346.7766,3.6148
AFNWEYQ6IYHI6PXIDURCBE62P2BA,20,151.1986,263.6060,1.7434
AF4UB2PGVLHK45WF7I6OED36OQDA,20,70.3802,247.7721,3.5205
AHAFS4E6NJTO64CTO5KBPTN7KF5A,20,202.0566,229.3891,1.1353
AFP2CXPW657I6PLKLC7XRPJWUFJQ,20,45.8482,262.4695,5.7247
AGUREQYPLUPVADJ46BNP2KHJT4CA,20,250.7122,215.3085,0.8588
AGNWFBNXATPJXGLZ24PZ42I47Q6A,20,16.9386,421.1848,24.8654
AEMT3I6AICC5YI7Z5G2V4LEGYKPA,20,173.0101,408.4566,2.3609
AHUWSVWSUJVHIDMX4QGBQBTYDG5Q,20,88.9535,251.7972,2.8307
AESVYYXWEFTU2N53XMDLBA45DDYA,20,21.6211,229.1865,10.6001
AED4A5D3XDKTGB566GFP7YQLSHBQ,20,10.8338,337.8880,31.1883
AG5LC5HSFYGJSK3AQGHEFHKX6ZWQ,20,140.3020,328.8850,2.3441
AED3HJLTUSJQBBK6H6726ARBBH6Q,20,80.3870,310.6609,3.8646
AGATU6QOCPNIZ3BFMXICJCKNGN2A,20,92.4800,335.9276,3.6324
AEWHLGO6FWZ4ZO7N6TX7I2FYO6EA,20,87.0548,246.0186,2.8260
AFVPNHXKNRBIA6WJV2DQBR3BUIJA,20,464.5369,342.5990,0.7375
AFLZUVWTQ54JZIKLCEW3YIMUGHHA,20,25.6740,262.8243,10.2370
AE3RVPQUALI4HMJUOSE6YE4VVMUA,20,80.6537,318.7947,3.9526
AHDNIUCTSZAY4XEMCN3QKD6NHY4Q,20,9.6907,270.4319,27.9062
AH5DZ3X7JLNNTZU6QNP72JXJ5NQQ,20,194.8262,228.7737,1.1742
AEOYWMLWQX43VA3EE4SZAZK4AOMA,20,103.8680,350.7713,3.3771
AFO2SXNWPO3ZX5SFC226HLM65YRQ,20,9.4235,267.0646,28.3403
AEDVEEUD4NZX7NYETDDN5N3HBJEA,20,24.1091,301.9618,12.5248
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_1,20,120.9694,330.1492,2.7292
AFYVMSSEWRVG6CEOM4PF7J6SSDUA,20,233.7782,206.0885,0.8816
AHV5LMB2ZZ3QGYIYZ6RPDTL4OWBA,20,112.7950,312.5515,2.7710
AH5ESWZG6Q5ZEBQTOVP3NMJ5XYWA,20,22.6122,284.3885,12.5768
AHQQJATBFWW5TORPLQ4LQOGXKIWQ,20,101.0238,446.2944,4.4177
AFJ6BZFH6T6LBXYN5NKMBPTHRGDA,20,105.5212,230.2166,2.1817
AGAQBOI26SMK7M5KPF4PFK2S4OKQ,20,189.9650,290.2548,1.5279
AHCZ6MJHUWGYWZ3SXMD3QBBOFAPA,20,11.2421,241.4801,21.4800
AG3CK7F7NP5GM6BN6OHZJRWWF7QA,20,242.3439,207.1167,0.8546
AFR35RN5SZKFP7XCLRQLU7XDJQJA,20,318.1042,462.5962,1.4542
AF77WIID7TAGOWST2NGGZQIRMEOA,20,213.8500,234.5926,1.0970
AGC75KXFQTQTZ2RODT3RT4GNYIJA,20,59.0785,234.4243,3.9680
AELU7VBQWQH7VMYK6Q3CIU5C43RQ,20,165.7385,204.2388,1.2323
AH7EYATKZABJLZPV74F2UTJVZZKQ,20,109.2621,223.6811,2.0472
AEESOLSSR4LALOZ372WQ2PZBLLSA,20,53.4139,309.4117,5.7927
AEJKZRNBES64Q4UGI2WK6DEPL6OA,20,48.8736,364.9692,7.4676
AF43BDFHZRMABFFB57FXB5RVIXAA,20,93.2919,288.5373,3.0928
AGSIU3JOYC6CJLFFB7APDN3UGSHQ,20,242.4023,167.5533,0.6912
AF4AYT2KDUA3BZUYDOV54XGILQ2A,20,90.2045,346.5705,3.8421
AGW7SXB5FPGXDQKSUWGAGBTIUCKQ,20,238.5506,283.7209,1.1894
AEVZGLYUEQEYH3ACTQCPBU65KIKQ,20,111.2870,292.6980,2.6301
AFDNVPMB44ZS5O2CSJTL47BI2QTQ,20,173.9481,347.3901,1.9971
AHZGQXTGR3WB6CQR3PP2TB2YPTUA_2,20,139.3078,208.6393,1.4977
AFACZSTCNX6VMUJQGUK3YVE6CK5Q,20,182.0973,379.4804,2.0839
AFWG3VCBDRXV4MMDNVOFWS7J4TDA,20,70.2252,325.4815,4.6348
AGFUGF7QX5W4NIJ5NJISSMNZIILA,20,83.6510,326.9297,3.9083
AEBJEFYQMDZGCOGQMVO5OUL7C6TQ,20,37.1760,385.2175,10.3620
AH42YC4C6K5PQ4ZMRZXRRGKELWCQ,20,181.6528,381.0873,2.0979
AFVOZ4UNUZKEQ7GTQ3IHQY7PZ5FA_1,20,9.5281,314.7643,33.0355
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_1,20,47.1922,354.4733,7.5113
AHAZFJIG2P27OH4KLTR2SMWMKW6Q,20,39.8046,268.4752,6.7448
AHPG65LKS3QKRWDUWAKZNLEK5RZQ_1,20,277.9406,290.0739,1.0437
AGYAFULM2L6YNLWUQWAM6SKXYGVA,20,231.9350,313.7726,1.3528
AE5MYIUHLA3BAMM2MFJXJQN6UPRQ,20,159.6196,308.9620,1.9356
AHZRUCQACCVHJ5W7VTYWOTZICVAA,20,126.9616,186.8923,1.4720
AFFSSZFCSN4TEOSSF23HO7ZOYD6Q,20,39.1030,389.3097,9.9560
AHVSRNKOWB3QKDODMMYIBX4MGZXA,20,130.0462,261.9428,2.0142
AE2B5CUQIA5ULZCR34UOPOXROEPA,20,100.8676,332.7144,3.2985
AETXGCF36FY7PP3RNVGTGZVWXO7Q,20,21.8646,310.0811,14.1819
AFMRNKCMPCQ5LK26BNF6TCIOUJOQ,20,49.3678,317.3793,6.4289
AFCMHYJTBQ6PGQWDCDWX2KP4GJ5Q,20,118.7257,313.5279,2.6408
AHNDQTIDT42KUEXE7PRP45ODX5IQ,20,14.6207,349.3422,23.8937
AGBWD5VMK2NVIAIXF7OINPOSC46A,20,364.1566,276.6485,0.7597
AFQGXKKBN5V3V5V7CY42FCQTAYHQ,20,142.3029,318.2609,2.2365
AFO33UNM62QYS3SHDST3HB2SXSXQ,20,40.7890,228.6594,5.6059
AHS5FPE6RHE4ITJ4SAVI67YVRNOQ,20,252.1220,290.9630,1.1541
AFXKCGO537IZNJ7PULRMGKGU67RQ,20,62.2527,250.7320,4.0276
AGLWDF5SJNRNIW2HHSD6ZPADUHQQ,20,143.2502,197.9973,1.3822
AEE33OSHYGNPVW65BJVDZQ5QWWUA,20,225.8238,256.8887,1.1376
AF7P3N4WIHMAVATNPD5MCDI5Y2KQ,20,10.3655,387.9563,37.4278
AEIOYAYGE2AU7LWLFRYRX4XPOWIQ,20,13.5743,266.9665,19.6670
AFLOM6HXIM7CJECSEUDVO4I3JXBA,20,58.3384,392.0838,6.7208
AGPIQK2GLZQLAF3BOENG2KHDXFVA,20,60.1639,294.2817,4.8913
AE23NZUELB4BYWLHKWJXAS73PTSQ,20,220.7769,195.6478,0.8862
AF7R4OC3YUOI77VS55Y3B3XSN2OQ,20,48.2690,349.8976,7.2489
AGK6P7T6FVUJW7W7Q5UJKJWF3NGA,20,82.5680,385.4444,4.6682
AFUAKR7T37ENPSFCNQFHAAWRCVLQ,20,35.4156,338.3077,9.5525
AF6VZKYEJNO5IW6KCGKGZBMDKORA,20,59.7873,320.0412,5.3530
AFCE2BOTILWKUHLAHIK5QHTOPFJA,20,114.3859,384.1061,3.3580
AEYSO6GNRBHDXBDQ643LNCN5W7VA,20,77.8085,271.7095,3.4920
AFUCVWOPZLX7CRPZU4OLX4BWVINQ,20,497.8410,327.2904,0.6574
AE5IMGWRBJA7JQFBQTBK25HDYGVA,20,160.8012,230.0794,1.4308
AHAUPRV26D4WPQN2JIJUWUZQM7WA,20,174.8624,368.1737,2.1055
AGLGCQJ6R7DK2HOZRYGHMQ7D6BTA,20,94.0846,249.1232,2.6479
