user_id,N,mu_norm,sigma_norm,ratio_sigma_over_mu
AFMTB6XAI3YBCJVTOGKOFJU3LUOQ,10,927.6331,324.8514,0.3502
AHWREDWG6T4UG4D5IKFYGCRCRVSA,10,934.5607,252.7322,0.2704
AF4T3AQXLGSWBXPJV3RI2DBPEYUA,10,433.2747,185.1029,0.4272
AGUZIRNJXRWDW42Y6CFVVYV3XLDA,10,452.8145,160.5351,0.3545
AH2JKHXWYTOQT3N2FH5QPJWKSRTQ,10,642.8304,290.8235,0.4524
AFKLEJK2Y4TKTISZMHKTHX3KCEYQ,10,788.7112,347.0887,0.4401
AFAGLQ3MJPGL5736PU4ECCH6JIDA,10,428.7915,179.0363,0.4175
AGIDJMSMKVJIHG23IYLC7OX5NG4A,10,772.5683,326.8473,0.4231
AGGQPSSYKEUIDKQK5CJSZHWVU7CQ,10,728.1631,283.6391,0.3895
AEKV4Q3JUQTQA2UR7PH7QLUHUTTQ,10,664.1462,382.7803,0.5763
AEYVCA7335K6ZSPAFZ2DEQGVPU3Q,10,776.1023,370.7082,0.4777
AHKJQPQ2NLTXMC4BL7KN5LSO5HZA,10,497.0185,194.9162,0.3922
AHUOOO3WCQNZA4MQPWHAOEUEQ4YQ,10,582.7623,269.2146,0.4620
AHSNEADAVKGQVSQB32NT34W7YQAQ,10,504.1824,217.4759,0.4313
AGSLJQOUHG4HEY3F6PC2TMUXDETQ,10,516.3955,187.4121,0.3629
AHPG65LKS3QKRWDUWAKZNLEK5RZQ,10,905.7092,305.1783,0.3369
AFQ7UPBGZKPGBZGMUALGKNGUGHIQ,10,761.5380,481.7067,0.6325
AE35OPCE4E5LOQAODQT5QTD5SFIQ,10,740.2711,300.7408,0.4063
AH4WEBZJR7MVVWIQFUYNPKKGRCWA,10,1187.2517,347.9616,0.2931
AEFI22B7AS3VNNKN4DC5HADG77QQ,10,574.5654,188.9933,0.3289
AESDV676IPKF5Z2C2JJHNZDXZ4NA,10,741.3799,334.1410,0.4507
AEEMHCO2KYLSSU547E7HNK4PMAMA,10,650.7880,265.4781,0.4079
AGDOGDBA3K4KIWTOCBCWKC5C6NEQ,10,834.5710,407.5068,0.4883
AEA7GX2M4IUP4OTI7VFQ5QW35MGA,10,832.9586,306.5614,0.3680
AGHL4KJXMKZQKJUU5YIBPEM33YUQ,10,600.7465,267.8875,0.4459
AEGJUYLQ33YRTQUTCMCJNFRQ7SMQ,10,1097.5973,250.0202,0.2278
AHOHXQZCEU3KDM3TPKZRNCJ3ITVA_2_2,10,760.1412,276.7121,0.3640
AEIEKUH6Z6OH2GVPS35MCF6C2YNQ,10,633.7138,322.1823,0.5084
AG7G7N62KQJ7MLTZ7ZYA5LRCMTNQ,10,931.7857,261.3962,0.2805
AFCAOJBDIAIIQUFMWEPZ4NCEL2PQ,10,688.3063,391.0056,0.5681
AEHAVZPKBIAPB7BTJJJ3RKGUIHAA,10,658.4932,140.8879,0.2140
AESPFWNUHN4G246P5CIB4BE5F7RQ,10,705.1298,445.4364,0.6317
AFZBRVQRMNE3RV6MZUYG4E5MZP2Q,10,714.2144,285.5743,0.3998
AEMMJOZ6MN462IVHK6GDTN2OWT6Q,10,998.3354,298.5251,0.2990
AGK7LQIMYOFD5UR6JTJYQNQHIP4Q,10,851.9219,403.3089,0.4734
AEIGRLFPH5Z3EQ73Z23CJ3WX6R6A,10,619.2021,213.2886,0.3445
AGVKHVURH5XGP6335AZCMGNTAAMQ,10,411.5162,139.6998,0.3395
AEJE3IIDZTTU3P36LWRHKGROEVIA,10,937.7350,368.2789,0.3927
AGBMWG5RST3LJWQ2YSOEISPVKSBQ,10,613.8597,258.3506,0.4209
AFNMO3HUDOYJG3NUBPQBY7Q6LKKA,10,780.4216,368.3148,0.4719
AF4MF2TEL724JVL42HY3LH2EZEOA,10,1019.9797,395.7372,0.3880
AH5ONINJRNZ674DXUMV4RMYIFYVQ,10,772.8781,451.8798,0.5847
AF7TP6AYY2MOQ5YZ7UZN2U53GY5Q,10,902.5032,393.1041,0.4356
AG2XUDCCLTNCSR4AEIZ4UHZRFOSQ,10,447.8160,201.6761,0.4504
AE6SPZALZWZRHJVUFJD2YZWQ6LXA,10,818.8201,277.8275,0.3393
AHOEMNCGNZJMIS5RHBTTKMDDQU3A,10,896.9605,183.1852,0.2042
AG7PZ2PX5RJBIQYTFNIRY5QOWSOA,10,488.3204,203.5763,0.4169
AENGGJFDKQ2NVKLH5AASUYFZMXXQ,10,689.3491,224.9269,0.3263
AHGFE65TS742WVLX5LVITKOZM2CA,10,581.2499,159.1588,0.2738
AGN5KJZU3FYSKVWXWM66LXYWL5CQ,10,800.9543,359.2383,0.4485
AECKJ7U2IZYLGOYRGP62GJECL4GQ,10,848.6719,317.8512,0.3745
AHLA24J43UD2AKTINUBUWKEDPQHQ,10,646.2719,345.9591,0.5353
AE3RLEXEQRD2K7SCXE7HBCOMRDTA,10,909.8565,407.0084,0.4473
AEB2KGGJANOW27FHME4SJ3IIFGIA,10,696.6440,332.0871,0.4767
AGAG2PQ2KCR5GMH3CMIBKCBOZQSQ,10,548.5825,282.2531,0.5145
AHDKNBCGKFE7YQJCLD5CSAVGDKTA,10,788.0629,365.3173,0.4636
AF7LCMKDXRTT5HLQRLC4Z7C2C2DQ,20,606.0729,227.3952,0.3752
AGZ2367HI7GZ5GRNZJFGG3VMPZLA,20,515.7023,153.2933,0.2973
AHKOEEKH4SLCLEMAR5YCS4FKMS6A,20,714.6352,190.3292,0.2663
AG3QUFIVOQ2WTVK3GPE34FDES57A,20,634.5587,284.0999,0.4477
AGV7MJIYWVS7UVMOHQW5FYIEQC3A,20,662.4724,417.0001,0.6295
AGZIBDQ3D7BRKY7DVKB76XTWV52A,20,669.8328,273.0308,0.4076
AE75H4JVORAPLLQO3MAC3FRN4MAA,20,846.7555,443.3899,0.5236
AEQCZRWLHYXFS4QI6UEORJYM4BKQ,20,954.0275,499.8923,0.5240
AE2D3KGDRDJH7G4HXN3GTND5IPLQ,20,561.4890,187.1150,0.3332
AF4DEGIQ6C7TB4CHIWRXZACZOH5Q,20,759.0007,355.9728,0.4690
AFBJTBLXC6U3IMQB4RIPPSBCORLQ,20,786.8546,350.7605,0.4458
AE6PSXRFBXPR4AHQKR2TQC56EKKQ,20,730.7180,282.9048,0.3872
AECSBI2WN54PZ6JTA3MLM6WUN47Q,20,746.9510,366.4820,0.4906
AEYKTZXAWOPJG5MGGMKBLRJR6Q3A_2,20,804.7506,443.0516,0.5505
AFZTFBCA2JGXFPHJYUOU33TJKP5Q,20,765.0239,300.7560,0.3931
AE4D7ZEYV4QNO3O44AHU7NAJCYLA,20,547.9578,251.0737,0.4582
AE5WIXDVVE4ELVZ3GTARNEEVOBKA,20,717.3260,343.2019,0.4784
AEQXZCNKESE5KNCYCQZROO7GZRKQ,20,684.6191,181.7906,0.2655
AF7ONCCYEZYUVOL3GHBGUNXRISOA,20,527.2719,314.4540,0.5964
AHCALY2KFPY6J65IJAZJQHIDAEGA,20,716.9271,247.2942,0.3449
AHGVHBZZ3SJIXLAZYKE3BUXRBW6Q,20,842.1005,418.0737,0.4965
AGKYNKDZKGZJONU6HPIMXMUTCFSQ,20,510.4922,266.1327,0.5213
AHRNMCEMAIL7GCJZV7KUAO4FJPTQ,20,636.0430,297.9876,0.4685
AF6BAP7PONMFFA5LTZZY7SN6ANDA,20,567.5708,343.3893,0.6050
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_2_2_1,20,690.7988,265.8134,0.3848
AEUOFJ7IEGXHNGNVGLC4BQQ7XOIA,20,515.8578,164.3283,0.3186
AHA2VLVJNU3BGAVHMXWKO7WKCGXA,20,739.9188,324.6294,0.4387
AGF6TCJ5DIUYHXKWWLFKAY2HUIXQ,20,754.6553,292.0520,0.3870
AEHTE2TSRQVOUF5DERVN3V5W7EMA,20,549.8387,302.1245,0.5495
AFNI2C3GRBCPIQOT3H66FUQYRPJQ,20,903.8333,363.6682,0.4024
AG4I7OL7GICMY4PRESVKVW4HK6TQ,20,441.5709,136.4434,0.3090
AGYTVPTJ44JFQREJVK3GIMERZADA,20,879.6677,354.0293,0.4025
AEFYY4OQWFEI5GGGONXYESM5S5BQ,20,575.8098,298.9765,0.5192
AFEAZ3JN6U6RGEXBS5RLG3GQKPOQ,20,874.6063,279.5105,0.3196
AERIK7GJLZAGV7WSQ27O6LPAEVHQ,20,643.2347,282.3225,0.4389
AGH2BA6TQ43WVJL2HXW53TOBIWPA,20,400.6620,184.8506,0.4614
AFTAXGFUHVRCHPOVABUAO25E7XUA,20,578.2267,210.0869,0.3633
AEL4PBKFH7QOW74BY4ZYRZKKRAJA,20,760.5349,338.2683,0.4448
AEP4KJDGBH6XPJKFEHPYSAPUNDBQ,20,677.3308,320.4125,0.4731
AHZTEZKKMQTPNZW3AYURV4YDN42Q,20,596.0516,245.4785,0.4118
AFJYUDW2LLMAVP2L5F7FQPYGWP6Q,20,879.9989,350.1942,0.3979
AFVAUF5XDUB2H6MA2ND3VFEO5E2Q,20,576.4996,249.0888,0.4321
AHZ4TADPCXAAIKTFERGG5YB4BNQQ,20,956.5337,338.5052,0.3539
AGYIQYQKJSRVSDJUPW6Z5KNI3GRQ,20,682.4108,385.0036,0.5642
AGSCLYM6ICDUYZPNL2EVMDECTYVA,20,724.5310,281.6032,0.3887
AEJUJLXYEFXUHS4YQTETBDYWZUXA,20,824.3770,291.4999,0.3536
AH3T7SU7USHPJ26STB3EGNFTDPSA,20,718.9496,240.2866,0.3342
AETQ662T5IP4NC524RTVV6ZWNOBQ,20,658.9672,268.9542,0.4081
AG4ZQI4W2WQ5PF5CBX4OHHVCJH5Q,20,478.9719,262.8751,0.5488
AFPSDKWBOKQRKTD2GCKDOG5KMHJQ,20,1019.1667,391.1484,0.3838
AET7LRH6MCYVFN4IELYHTGCRPE6Q,20,857.1373,324.3362,0.3784
AED3PQGKE2MP7OA6YA7ITROMHQEQ,20,591.9926,346.7766,0.5858
AFNWEYQ6IYHI6PXIDURCBE62P2BA,20,536.4565,263.6060,0.4914
AF4UB2PGVLHK45WF7I6OED36OQDA,20,617.9203,247.7722,0.4010
AHAFS4E6NJTO64CTO5KBPTN7KF5A,20,485.6016,229.3891,0.4724
AFP2CXPW657I6PLKLC7XRPJWUFJQ,20,642.1876,262.4695,0.4087
AGUREQYPLUPVADJ46BNP2KHJT4CA,20,436.9955,215.3085,0.4927
AGNWFBNXATPJXGLZ24PZ42I47Q6A,20,700.6764,421.1848,0.6011
AEMT3I6AICC5YI7Z5G2V4LEGYKPA,20,859.9583,408.4566,0.4750
AHUWSVWSUJVHIDMX4QGBQBTYDG5Q,20,775.4653,251.7972,0.3247
AESVYYXWEFTU2N53XMDLBA45DDYA,20,706.1961,229.1865,0.3245
AED4A5D3XDKTGB566GFP7YQLSHBQ,20,681.8558,337.8880,0.4955
AG5LC5HSFYGJSK3AQGHEFHKX6ZWQ,20,827.0132,328.8850,0.3977
AED3HJLTUSJQBBK6H6726ARBBH6Q,20,607.2921,310.6609,0.5116
AGATU6QOCPNIZ3BFMXICJCKNGN2A,20,778.9623,335.9276,0.4313
AEWHLGO6FWZ4ZO7N6TX7I2FYO6EA,20,601.2623,246.0186,0.4092
AFVPNHXKNRBIA6WJV2DQBR3BUIJA,20,1151.4105,342.5990,0.2975
AFLZUVWTQ54JZIKLCEW3YIMUGHHA,20,664.0621,262.8243,0.3958
AE3RVPQUALI4HMJUOSE6YE4VVMUA,20,607.1642,318.7947,0.5251
AHDNIUCTSZAY4XEMCN3QKD6NHY4Q,20,690.6839,270.4319,0.3915
AH5DZ3X7JLNNTZU6QNP72JXJ5NQQ,20,492.8990,228.7737,0.4641
AEOYWMLWQX43VA3EE4SZAZK4AOMA,20,790.5245,350.7714,0.4437
AFO2SXNWPO3ZX5SFC226HLM65YRQ,20,683.3447,267.0646,0.3908
AEDVEEUD4NZX7NYETDDN5N3HBJEA,20,708.4528,301.9618,0.4262
AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ_1,20,807.8497,330.1492,0.4087
AFYVMSSEWRVG6CEOM4PF7J6SSDUA,20,453.8176,206.0885,0.4541
AHV5LMB2ZZ3QGYIYZ6RPDTL4OWBA,20,574.9166,312.5515,0.5436
AH5ESWZG6Q5ZEBQTOVP3NMJ5XYWA,20,708.2931,284.3885,0.4015
AHQQJATBFWW5TORPLQ4LQOGXKIWQ,20,787.6465,446.2944,0.5666
AFJ6BZFH6T6LBXYN5NKMBPTHRGDA,20,582.2745,230.2166,0.3954
AGAQBOI26SMK7M5KPF4PFK2S4OKQ,20,876.7142,290.2548,0.3311
AHCZ6MJHUWGYWZ3SXMD3QBBOFAPA,20,681.1315,241.4801,0.3545
AG3CK7F7NP5GM6BN6OHZJRWWF7QA,20,445.4385,207.1167,0.4650
AFR35RN5SZKFP7XCLRQLU7XDJQJA,20,1004.9363,462.5963,0.4603
AF77WIID7TAGOWST2NGGZQIRMEOA,20,473.7998,234.5926,0.4951
AGC75KXFQTQTZ2RODT3RT4GNYIJA,20,745.4686,234.4243,0.3145
AELU7VBQWQH7VMYK6Q3CIU5C43RQ,20,522.0620,204.2387,0.3912
AH7EYATKZABJLZPV74F2UTJVZZKQ,20,578.4558,223.6811,0.3867
AEESOLSSR4LALOZ372WQ2PZBLLSA,20,634.7386,309.4117,0.4875
AEJKZRNBES64Q4UGI2WK6DEPL6OA,20,639.2369,364.9692,0.5709
AF43BDFHZRMABFFB57FXB5RVIXAA,20,594.5806,288.5373,0.4853
AGSIU3JOYC6CJLFFB7APDN3UGSHQ,20,445.2419,167.5533,0.3763
AF4AYT2KDUA3BZUYDOV54XGILQ2A,20,597.6801,346.5705,0.5799
AGW7SXB5FPGXDQKSUWGAGBTIUCKQ,20,925.3173,283.7210,0.3066
AEVZGLYUEQEYH3ACTQCPBU65KIKQ,20,797.9063,292.6980,0.3668
AFDNVPMB44ZS5O2CSJTL47BI2QTQ,20,860.7913,347.3901,0.4036
AHZGQXTGR3WB6CQR3PP2TB2YPTUA_2,20,548.3828,208.6393,0.3805
AFACZSTCNX6VMUJQGUK3YVE6CK5Q,20,869.0383,379.4803,0.4367
AFWG3VCBDRXV4MMDNVOFWS7J4TDA,20,617.6791,325.4815,0.5269
AGFUGF7QX5W4NIJ5NJISSMNZIILA,20,604.4642,326.9297,0.5409
